X,Y,Z,EDA,HR,TEMP,id,datetime,label
-56,14,31,4.695395,100.07,33.97,15,25:51.9,0
-56,13,31,4.695395,100.07,33.97,15,25:51.9,0
-55,13,25,4.695395,100.07,33.97,15,25:51.9,0
-53,12,29,4.695395,100.07,33.97,15,25:52.0,0
-48,13,37,4.721026,100.4,33.97,15,25:52.0,0
-49,15,28,4.721026,100.4,33.97,15,25:52.0,0
-55,20,26,4.721026,100.4,33.97,15,25:52.1,0
-52,26,21,4.721026,100.4,33.97,15,25:52.1,0
-50,23,26,4.721026,100.4,33.97,15,25:52.1,0
-52,27,30,4.721026,100.4,33.97,15,25:52.2,0
-49,32,8,4.721026,100.4,33.97,15,25:52.2,0
-46,28,4,4.721026,100.4,33.97,15,25:52.2,0
-47,34,11,4.627472,100.4,33.97,15,25:52.2,0
-56,30,-11,4.627472,100.4,33.97,15,25:52.3,0
-58,29,-16,4.627472,100.4,33.97,15,25:52.3,0
-50,25,-22,4.627472,100.4,33.97,15,25:52.3,0
-48,24,-29,4.627472,100.4,33.97,15,25:52.4,0
-39,26,-58,4.627472,100.4,33.97,15,25:52.4,0
-44,22,-55,4.627472,100.4,33.97,15,25:52.4,0
-66,11,-54,4.627472,100.4,33.97,15,25:52.5,0
-66,11,-47,4.219935,100.4,33.97,15,25:52.5,0
-49,5,-38,4.219935,100.4,33.97,15,25:52.5,0
-46,-6,-36,4.219935,100.4,33.97,15,25:52.6,0
-39,-11,-47,4.219935,100.4,33.97,15,25:52.6,0
-39,-16,-15,4.219935,100.4,33.97,15,25:52.6,0
-52,-28,-40,4.219935,100.4,33.97,15,25:52.7,0
-46,-9,-72,4.219935,100.4,33.97,15,25:52.7,0
-43,-7,-59,4.219935,100.4,33.97,15,25:52.7,0
-44,-3,-54,4.328868,100.4,33.97,15,25:52.7,0
-39,0,-53,4.328868,100.4,33.97,15,25:52.8,0
-43,3,-54,4.328868,100.4,33.97,15,25:52.8,0
-42,-1,-55,4.328868,100.4,33.97,15,25:52.8,0
-40,1,-63,4.328868,100.4,33.97,15,25:52.9,0
-33,3,-62,4.328868,100.4,33.97,15,25:52.9,0
-33,5,-57,4.328868,100.4,33.97,15,25:52.9,0
-37,4,-54,4.328868,100.4,33.97,15,25:53.0,0
-34,4,-48,4.500597,100.75,33.95,15,25:53.0,0
-25,5,-50,4.500597,100.75,33.95,15,25:53.0,0
-27,4,-53,4.500597,100.75,33.95,15,25:53.1,0
-29,4,-53,4.500597,100.75,33.95,15,25:53.1,0
-22,5,-54,4.500597,100.75,33.95,15,25:53.1,0
-30,4,-56,4.500597,100.75,33.95,15,25:53.2,0
-31,6,-57,4.500597,100.75,33.95,15,25:53.2,0
-25,4,-63,4.500597,100.75,33.95,15,25:53.2,0
-25,4,-64,4.437801,100.75,33.95,15,25:53.2,0
-27,3,-64,4.437801,100.75,33.95,15,25:53.3,0
-26,3,-64,4.437801,100.75,33.95,15,25:53.3,0
-25,4,-60,4.437801,100.75,33.95,15,25:53.3,0
-24,3,-60,4.437801,100.75,33.95,15,25:53.4,0
-25,2,-59,4.437801,100.75,33.95,15,25:53.4,0
-24,2,-56,4.437801,100.75,33.95,15,25:53.4,0
-25,1,-58,4.437801,100.75,33.95,15,25:53.5,0
-28,1,-58,4.405762,100.75,33.95,15,25:53.5,0
-28,2,-58,4.405762,100.75,33.95,15,25:53.5,0
-27,2,-59,4.405762,100.75,33.95,15,25:53.6,0
-28,2,-60,4.405762,100.75,33.95,15,25:53.6,0
-24,2,-58,4.405762,100.75,33.95,15,25:53.6,0
-24,1,-56,4.405762,100.75,33.95,15,25:53.7,0
-26,0,-56,4.405762,100.75,33.95,15,25:53.7,0
-26,1,-61,4.405762,100.75,33.95,15,25:53.7,0
-27,-2,-55,4.403199,100.75,33.95,15,25:53.7,0
-26,-1,-54,4.403199,100.75,33.95,15,25:53.8,0
-27,-2,-57,4.403199,100.75,33.95,15,25:53.8,0
-26,0,-59,4.403199,100.75,33.95,15,25:53.8,0
-26,-1,-58,4.403199,100.75,33.95,15,25:53.9,0
-27,-1,-60,4.403199,100.75,33.95,15,25:53.9,0
-27,-1,-59,4.403199,100.75,33.95,15,25:53.9,0
-26,-1,-60,4.403199,100.75,33.95,15,25:54.0,0
-25,0,-59,4.34681,101.13,33.95,15,25:54.0,0
-29,0,-59,4.34681,101.13,33.95,15,25:54.0,0
-29,1,-60,4.34681,101.13,33.95,15,25:54.1,0
-28,1,-56,4.34681,101.13,33.95,15,25:54.1,0
-28,0,-54,4.34681,101.13,33.95,15,25:54.1,0
-28,1,-57,4.34681,101.13,33.95,15,25:54.2,0
-27,1,-57,4.34681,101.13,33.95,15,25:54.2,0
-26,0,-56,4.34681,101.13,33.95,15,25:54.2,0
-29,0,-61,4.332713,101.13,33.95,15,25:54.2,0
-29,0,-62,4.332713,101.13,33.95,15,25:54.3,0
-27,0,-59,4.332713,101.13,33.95,15,25:54.3,0
-27,0,-57,4.332713,101.13,33.95,15,25:54.3,0
-26,1,-60,4.332713,101.13,33.95,15,25:54.4,0
-27,1,-60,4.332713,101.13,33.95,15,25:54.4,0
-26,2,-58,4.332713,101.13,33.95,15,25:54.4,0
-26,2,-58,4.332713,101.13,33.95,15,25:54.5,0
-26,1,-59,4.307082,101.13,33.95,15,25:54.5,0
-27,1,-58,4.307082,101.13,33.95,15,25:54.5,0
-27,1,-57,4.307082,101.13,33.95,15,25:54.6,0
-27,1,-58,4.307082,101.13,33.95,15,25:54.6,0
-27,0,-59,4.307082,101.13,33.95,15,25:54.6,0
-28,1,-57,4.307082,101.13,33.95,15,25:54.7,0
-28,1,-58,4.307082,101.13,33.95,15,25:54.7,0
-27,1,-58,4.307082,101.13,33.95,15,25:54.7,0
-27,2,-58,4.303237,101.13,33.95,15,25:54.7,0
-28,3,-58,4.303237,101.13,33.95,15,25:54.8,0
-28,3,-58,4.303237,101.13,33.95,15,25:54.8,0
-27,2,-57,4.303237,101.13,33.95,15,25:54.8,0
-27,2,-57,4.303237,101.13,33.95,15,25:54.9,0
-27,2,-58,4.303237,101.13,33.95,15,25:54.9,0
-27,2,-58,4.303237,101.13,33.95,15,25:54.9,0
-27,2,-57,4.303237,101.13,33.95,15,25:55.0,0
-27,2,-57,4.345529,101.67,34,15,25:55.0,0
-27,2,-58,4.345529,101.67,34,15,25:55.0,0
-25,2,-58,4.345529,101.67,34,15,25:55.1,0
-26,2,-58,4.345529,101.67,34,15,25:55.1,0
-27,2,-58,4.345529,101.67,34,15,25:55.1,0
-26,2,-58,4.345529,101.67,34,15,25:55.2,0
-26,2,-58,4.345529,101.67,34,15,25:55.2,0
-25,2,-58,4.345529,101.67,34,15,25:55.2,0
-26,2,-58,4.364752,101.67,34,15,25:55.2,0
-26,3,-59,4.364752,101.67,34,15,25:55.3,0
-27,3,-60,4.364752,101.67,34,15,25:55.3,0
-26,3,-59,4.364752,101.67,34,15,25:55.3,0
-26,2,-58,4.364752,101.67,34,15,25:55.4,0
-25,2,-58,4.364752,101.67,34,15,25:55.4,0
-25,2,-58,4.364752,101.67,34,15,25:55.4,0
-26,2,-59,4.364752,101.67,34,15,25:55.5,0
-26,3,-59,4.372441,101.67,34,15,25:55.5,0
-26,2,-58,4.372441,101.67,34,15,25:55.5,0
-26,2,-59,4.372441,101.67,34,15,25:55.6,0
-27,1,-59,4.372441,101.67,34,15,25:55.6,0
-27,1,-58,4.372441,101.67,34,15,25:55.6,0
-26,2,-58,4.372441,101.67,34,15,25:55.7,0
-26,2,-58,4.372441,101.67,34,15,25:55.7,0
-27,3,-59,4.372441,101.67,34,15,25:55.7,0
-27,3,-59,4.376286,101.67,34,15,25:55.7,0
-27,3,-59,4.376286,101.67,34,15,25:55.8,0
-31,3,-58,4.376286,101.67,34,15,25:55.8,0
-50,3,-60,4.376286,101.67,34,15,25:55.8,0
-117,-6,-71,4.376286,101.67,34,15,25:55.9,0
-128,1,-85,4.376286,101.67,34,15,25:55.9,0
-103,-23,-59,4.376286,101.67,34,15,25:55.9,0
-74,-36,-24,4.376286,101.67,34,15,25:56.0,0
-60,-7,12,4.391665,102.17,34.03,15,25:56.0,0
-55,-5,20,4.391665,102.17,34.03,15,25:56.0,0
-75,6,13,4.391665,102.17,34.03,15,25:56.1,0
-60,12,12,4.391665,102.17,34.03,15,25:56.1,0
-38,11,-2,4.391665,102.17,34.03,15,25:56.1,0
-47,11,-12,4.391665,102.17,34.03,15,25:56.2,0
-33,10,-15,4.391665,102.17,34.03,15,25:56.2,0
-39,10,-27,4.391665,102.17,34.03,15,25:56.2,0
-37,9,-23,4.152012,102.17,34.03,15,25:56.2,0
-45,7,-32,4.152012,102.17,34.03,15,25:56.3,0
-50,5,-29,4.152012,102.17,34.03,15,25:56.3,0
-59,5,-6,4.152012,102.17,34.03,15,25:56.3,0
-45,9,0,4.152012,102.17,34.03,15,25:56.4,0
-59,29,11,4.152012,102.17,34.03,15,25:56.4,0
-61,21,16,4.152012,102.17,34.03,15,25:56.4,0
-69,30,16,4.152012,102.17,34.03,15,25:56.5,0
-70,29,14,4.003351,102.17,34.03,15,25:56.5,0
-58,29,19,4.003351,102.17,34.03,15,25:56.5,0
-51,26,18,4.003351,102.17,34.03,15,25:56.6,0
-57,24,17,4.003351,102.17,34.03,15,25:56.6,0
-53,21,19,4.003351,102.17,34.03,15,25:56.6,0
-52,20,19,4.003351,102.17,34.03,15,25:56.7,0
-43,17,21,4.003351,102.17,34.03,15,25:56.7,0
-53,5,26,4.003351,102.17,34.03,15,25:56.7,0
-44,17,44,3.786767,102.17,34.03,15,25:56.7,0
-50,19,41,3.786767,102.17,34.03,15,25:56.8,0
-67,16,37,3.786767,102.17,34.03,15,25:56.8,0
-63,12,37,3.786767,102.17,34.03,15,25:56.8,0
-52,13,36,3.786767,102.17,34.03,15,25:56.9,0
-58,11,37,3.786767,102.17,34.03,15,25:56.9,0
-61,12,35,3.786767,102.17,34.03,15,25:56.9,0
-55,19,26,3.786767,102.17,34.03,15,25:57.0,0
-58,20,24,3.94523,102.68,34,15,25:57.0,0
-56,20,15,3.94523,102.68,34,15,25:57.0,0
-56,19,11,3.94523,102.68,34,15,25:57.1,0
-57,16,17,3.94523,102.68,34,15,25:57.1,0
-58,18,18,3.94523,102.68,34,15,25:57.1,0
-51,24,21,3.94523,102.68,34,15,25:57.2,0
-50,23,22,3.94523,102.68,34,15,25:57.2,0
-56,19,29,3.94523,102.68,34,15,25:57.2,0
-69,21,29,4.008027,102.68,34,15,25:57.3,0
-52,27,34,4.008027,102.68,34,15,25:57.3,0
-58,20,33,4.008027,102.68,34,15,25:57.3,0
-55,19,17,4.008027,102.68,34,15,25:57.3,0
-64,13,11,4.008027,102.68,34,15,25:57.4,0
-63,11,15,4.008027,102.68,34,15,25:57.4,0
-52,12,18,4.008027,102.68,34,15,25:57.4,0
-52,13,19,4.008027,102.68,34,15,25:57.5,0
-53,17,27,4.047755,102.68,34,15,25:57.5,0
-51,17,28,4.047755,102.68,34,15,25:57.5,0
-49,16,19,4.047755,102.68,34,15,25:57.6,0
-51,15,3,4.047755,102.68,34,15,25:57.6,0
-72,10,4,4.047755,102.68,34,15,25:57.6,0
-75,7,11,4.047755,102.68,34,15,25:57.7,0
-66,27,28,4.047755,102.68,34,15,25:57.7,0
-50,28,33,4.047755,102.68,34,15,25:57.7,0
-59,18,16,4.049037,102.68,34,15,25:57.7,0
-62,-2,16,4.049037,102.68,34,15,25:57.8,0
-59,-2,11,4.049037,102.68,34,15,25:57.8,0
-57,-2,7,4.049037,102.68,34,15,25:57.8,0
-44,0,10,4.049037,102.68,34,15,25:57.9,0
-31,6,14,4.049037,102.68,34,15,25:57.9,0
-37,7,8,4.049037,102.68,34,15,25:57.9,0
-34,8,0,4.049037,102.68,34,15,25:58.0,0
-39,13,9,3.855521,103.2,34.03,15,25:58.0,0
-42,28,25,3.855521,103.2,34.03,15,25:58.0,0
-63,28,25,3.855521,103.2,34.03,15,25:58.1,0
-86,36,21,3.855521,103.2,34.03,15,25:58.1,0
-114,37,22,3.855521,103.2,34.03,15,25:58.1,0
-105,32,4,3.855521,103.2,34.03,15,25:58.2,0
-43,21,-13,3.855521,103.2,34.03,15,25:58.2,0
-46,8,-27,3.855521,103.2,34.03,15,25:58.2,0
-60,-4,-31,3.851676,103.2,34.03,15,25:58.2,0
-53,-13,-49,3.851676,103.2,34.03,15,25:58.3,0
-40,-24,-60,3.851676,103.2,34.03,15,25:58.3,0
-67,-18,-65,3.851676,103.2,34.03,15,25:58.3,0
-77,-14,-52,3.851676,103.2,34.03,15,25:58.4,0
-74,-19,-60,3.851676,103.2,34.03,15,25:58.4,0
-34,0,-72,3.851676,103.2,34.03,15,25:58.4,0
-11,3,-73,3.851676,103.2,34.03,15,25:58.5,0
-5,0,-55,4.210514,103.2,34.03,15,25:58.5,0
-30,4,-64,4.210514,103.2,34.03,15,25:58.5,0
-28,8,-69,4.210514,103.2,34.03,15,25:58.6,0
-33,19,-51,4.210514,103.2,34.03,15,25:58.6,0
-28,25,-51,4.210514,103.2,34.03,15,25:58.6,0
-18,29,-55,4.210514,103.2,34.03,15,25:58.7,0
-22,27,-52,4.210514,103.2,34.03,15,25:58.7,0
-24,20,-53,4.210514,103.2,34.03,15,25:58.7,0
-24,15,-59,4.423253,103.2,34.03,15,25:58.7,0
-19,6,-62,4.423253,103.2,34.03,15,25:58.8,0
-19,3,-59,4.423253,103.2,34.03,15,25:58.8,0
-19,2,-61,4.423253,103.2,34.03,15,25:58.8,0
-23,4,-64,4.423253,103.2,34.03,15,25:58.9,0
-24,7,-62,4.423253,103.2,34.03,15,25:58.9,0
-21,9,-61,4.423253,103.2,34.03,15,25:58.9,0
-22,8,-62,4.423253,103.2,34.03,15,25:59.0,0
-22,6,-61,4.430943,103.77,34.03,15,25:59.0,0
-21,6,-61,4.430943,103.77,34.03,15,25:59.0,0
-22,6,-64,4.430943,103.77,34.03,15,25:59.1,0
-20,6,-60,4.430943,103.77,34.03,15,25:59.1,0
-20,9,-57,4.430943,103.77,34.03,15,25:59.1,0
-22,8,-58,4.430943,103.77,34.03,15,25:59.2,0
-25,7,-60,4.430943,103.77,34.03,15,25:59.2,0
-23,6,-59,4.430943,103.77,34.03,15,25:59.2,0
-23,6,-58,4.421141,103.77,34.03,15,25:59.2,0
-24,6,-59,4.421141,103.77,34.03,15,25:59.3,0
-23,6,-60,4.421141,103.77,34.03,15,25:59.3,0
-24,6,-58,4.421141,103.77,34.03,15,25:59.3,0
-26,7,-60,4.421141,103.77,34.03,15,25:59.4,0
-20,6,-58,4.421141,103.77,34.03,15,25:59.4,0
-22,6,-58,4.421141,103.77,34.03,15,25:59.4,0
-24,5,-60,4.421141,103.77,34.03,15,25:59.5,0
-25,5,-61,4.417296,103.77,34.03,15,25:59.5,0
-25,5,-58,4.417296,103.77,34.03,15,25:59.5,0
-24,5,-58,4.417296,103.77,34.03,15,25:59.6,0
-24,6,-59,4.417296,103.77,34.03,15,25:59.6,0
-23,5,-58,4.417296,103.77,34.03,15,25:59.6,0
-24,5,-58,4.417296,103.77,34.03,15,25:59.7,0
-25,6,-60,4.417296,103.77,34.03,15,25:59.7,0
-25,6,-60,4.417296,103.77,34.03,15,25:59.7,0
-26,7,-59,4.37116,103.77,34.03,15,25:59.7,0
-27,7,-59,4.37116,103.77,34.03,15,25:59.8,0
-25,7,-58,4.37116,103.77,34.03,15,25:59.8,0
-22,8,-59,4.37116,103.77,34.03,15,25:59.8,0
-23,8,-59,4.37116,103.77,34.03,15,25:59.9,0
-26,7,-59,4.37116,103.77,34.03,15,25:59.9,0
-25,7,-57,4.37116,103.77,34.03,15,25:59.9,0
-24,6,-58,4.37116,103.77,34.03,15,26:00.0,0
-24,6,-58,4.364752,104.33,34.05,15,26:00.0,0
-26,6,-60,4.364752,104.33,34.05,15,26:00.0,0
-27,7,-62,4.364752,104.33,34.05,15,26:00.1,0
-26,7,-58,4.364752,104.33,34.05,15,26:00.1,0
-25,8,-59,4.364752,104.33,34.05,15,26:00.1,0
-25,8,-58,4.364752,104.33,34.05,15,26:00.2,0
-25,8,-58,4.364752,104.33,34.05,15,26:00.2,0
-24,8,-56,4.364752,104.33,34.05,15,26:00.2,0
-26,7,-58,4.389102,104.33,34.05,15,26:00.2,0
-27,7,-58,4.389102,104.33,34.05,15,26:00.3,0
-28,7,-58,4.389102,104.33,34.05,15,26:00.3,0
-27,6,-57,4.389102,104.33,34.05,15,26:00.3,0
-27,6,-57,4.389102,104.33,34.05,15,26:00.4,0
-25,6,-56,4.389102,104.33,34.05,15,26:00.4,0
-27,7,-56,4.389102,104.33,34.05,15,26:00.4,0
-28,7,-58,4.389102,104.33,34.05,15,26:00.5,0
-28,7,-58,4.400636,104.33,34.05,15,26:00.5,0
-27,6,-58,4.400636,104.33,34.05,15,26:00.5,0
-27,7,-57,4.400636,104.33,34.05,15,26:00.6,0
-28,7,-58,4.400636,104.33,34.05,15,26:00.6,0
-28,7,-57,4.400636,104.33,34.05,15,26:00.6,0
-28,7,-57,4.400636,104.33,34.05,15,26:00.7,0
-26,7,-57,4.400636,104.33,34.05,15,26:00.7,0
-25,7,-56,4.400636,104.33,34.05,15,26:00.7,0
-27,7,-57,4.40448,104.33,34.05,15,26:00.7,0
-29,8,-58,4.40448,104.33,34.05,15,26:00.8,0
-29,8,-58,4.40448,104.33,34.05,15,26:00.8,0
-29,8,-58,4.40448,104.33,34.05,15,26:00.8,0
-27,7,-58,4.40448,104.33,34.05,15,26:00.9,0
-27,7,-57,4.40448,104.33,34.05,15,26:00.9,0
-27,7,-57,4.40448,104.33,34.05,15,26:00.9,0
-27,7,-57,4.40448,104.33,34.05,15,26:01.0,0
-27,7,-57,4.42883,104.87,34.07,15,26:01.0,0
-26,7,-59,4.42883,104.87,34.07,15,26:01.0,0
-26,7,-57,4.42883,104.87,34.07,15,26:01.1,0
-25,8,-57,4.42883,104.87,34.07,15,26:01.1,0
-30,8,-60,4.42883,104.87,34.07,15,26:01.1,0
-31,7,-58,4.42883,104.87,34.07,15,26:01.2,0
-30,8,-57,4.42883,104.87,34.07,15,26:01.2,0
-26,7,-56,4.42883,104.87,34.07,15,26:01.2,0
-25,7,-56,4.462151,104.87,34.07,15,26:01.2,0
-27,7,-56,4.462151,104.87,34.07,15,26:01.3,0
-30,7,-57,4.462151,104.87,34.07,15,26:01.3,0
-29,8,-57,4.462151,104.87,34.07,15,26:01.3,0
-29,8,-58,4.462151,104.87,34.07,15,26:01.4,0
-28,8,-57,4.462151,104.87,34.07,15,26:01.4,0
-28,7,-56,4.462151,104.87,34.07,15,26:01.4,0
-28,7,-56,4.462151,104.87,34.07,15,26:01.5,0
-30,8,-57,4.514695,104.87,34.07,15,26:01.5,0
-29,8,-57,4.514695,104.87,34.07,15,26:01.5,0
-29,8,-57,4.514695,104.87,34.07,15,26:01.6,0
-29,8,-57,4.514695,104.87,34.07,15,26:01.6,0
-29,7,-56,4.514695,104.87,34.07,15,26:01.6,0
-29,7,-56,4.514695,104.87,34.07,15,26:01.7,0
-28,8,-56,4.514695,104.87,34.07,15,26:01.7,0
-29,8,-56,4.514695,104.87,34.07,15,26:01.7,0
-29,8,-57,4.519821,104.87,34.07,15,26:01.7,0
-30,8,-57,4.519821,104.87,34.07,15,26:01.8,0
-29,8,-56,4.519821,104.87,34.07,15,26:01.8,0
-30,8,-56,4.519821,104.87,34.07,15,26:01.8,0
-29,9,-57,4.519821,104.87,34.07,15,26:01.9,0
-29,8,-57,4.519821,104.87,34.07,15,26:01.9,0
-29,8,-56,4.519821,104.87,34.07,15,26:01.9,0
-30,8,-57,4.519821,104.87,34.07,15,26:02.0,0
-29,9,-56,4.515976,105.57,34.07,15,26:02.0,0
-29,9,-56,4.515976,105.57,34.07,15,26:02.0,0
-29,9,-56,4.515976,105.57,34.07,15,26:02.1,0
-29,9,-57,4.515976,105.57,34.07,15,26:02.1,0
-29,9,-57,4.515976,105.57,34.07,15,26:02.1,0
-29,9,-57,4.515976,105.57,34.07,15,26:02.2,0
-30,9,-56,4.515976,105.57,34.07,15,26:02.2,0
-29,9,-57,4.515976,105.57,34.07,15,26:02.2,0
-30,9,-55,4.512132,105.57,34.07,15,26:02.2,0
-30,9,-55,4.512132,105.57,34.07,15,26:02.3,0
-30,8,-56,4.512132,105.57,34.07,15,26:02.3,0
-29,8,-56,4.512132,105.57,34.07,15,26:02.3,0
-28,9,-56,4.512132,105.57,34.07,15,26:02.4,0
-28,10,-57,4.512132,105.57,34.07,15,26:02.4,0
-29,10,-58,4.512132,105.57,34.07,15,26:02.4,0
-29,9,-58,4.512132,105.57,34.07,15,26:02.5,0
-29,8,-58,4.498034,105.57,34.07,15,26:02.5,0
-29,6,-57,4.498034,105.57,34.07,15,26:02.5,0
-29,6,-56,4.498034,105.57,34.07,15,26:02.6,0
-30,7,-56,4.498034,105.57,34.07,15,26:02.6,0
-30,7,-56,4.498034,105.57,34.07,15,26:02.6,0
-29,7,-57,4.498034,105.57,34.07,15,26:02.7,0
-30,8,-57,4.498034,105.57,34.07,15,26:02.7,0
-30,8,-57,4.498034,105.57,34.07,15,26:02.7,0
-29,8,-56,4.521102,105.57,34.07,15,26:02.7,0
-29,8,-56,4.521102,105.57,34.07,15,26:02.8,0
-30,7,-57,4.521102,105.57,34.07,15,26:02.8,0
-29,7,-57,4.521102,105.57,34.07,15,26:02.8,0
-30,7,-57,4.521102,105.57,34.07,15,26:02.9,0
-30,7,-57,4.521102,105.57,34.07,15,26:02.9,0
-29,7,-56,4.521102,105.57,34.07,15,26:02.9,0
-29,8,-57,4.521102,105.57,34.07,15,26:03.0,0
-29,8,-57,4.514695,106.25,34.05,15,26:03.0,0
-29,9,-56,4.514695,106.25,34.05,15,26:03.0,0
-29,9,-56,4.514695,106.25,34.05,15,26:03.1,0
-29,9,-56,4.514695,106.25,34.05,15,26:03.1,0
-29,10,-56,4.514695,106.25,34.05,15,26:03.1,0
-29,10,-56,4.514695,106.25,34.05,15,26:03.2,0
-29,10,-56,4.514695,106.25,34.05,15,26:03.2,0
-28,10,-55,4.514695,106.25,34.05,15,26:03.2,0
-28,11,-56,4.512132,106.25,34.05,15,26:03.2,0
-28,10,-57,4.512132,106.25,34.05,15,26:03.3,0
-28,11,-56,4.512132,106.25,34.05,15,26:03.3,0
-28,11,-57,4.512132,106.25,34.05,15,26:03.3,0
-26,11,-60,4.512132,106.25,34.05,15,26:03.4,0
-26,10,-56,4.512132,106.25,34.05,15,26:03.4,0
-27,10,-55,4.512132,106.25,34.05,15,26:03.4,0
-27,10,-55,4.512132,106.25,34.05,15,26:03.5,0
-27,10,-59,4.523666,106.25,34.05,15,26:03.5,0
-28,8,-58,4.523666,106.25,34.05,15,26:03.5,0
-28,9,-57,4.523666,106.25,34.05,15,26:03.6,0
-27,10,-55,4.523666,106.25,34.05,15,26:03.6,0
-26,13,-57,4.523666,106.25,34.05,15,26:03.6,0
-24,12,-58,4.523666,106.25,34.05,15,26:03.7,0
-26,12,-59,4.523666,106.25,34.05,15,26:03.7,0
-25,11,-59,4.523666,106.25,34.05,15,26:03.7,0
-25,10,-58,4.573647,106.25,34.05,15,26:03.7,0
-27,11,-58,4.573647,106.25,34.05,15,26:03.8,0
-25,10,-57,4.573647,106.25,34.05,15,26:03.8,0
-25,11,-57,4.573647,106.25,34.05,15,26:03.8,0
-25,13,-57,4.573647,106.25,34.05,15,26:03.9,0
-26,14,-58,4.573647,106.25,34.05,15,26:03.9,0
-26,13,-58,4.573647,106.25,34.05,15,26:03.9,0
-25,12,-58,4.573647,106.25,34.05,15,26:04.0,0
-24,12,-57,4.599278,106.53,34.05,15,26:04.0,0
-25,11,-58,4.599278,106.53,34.05,15,26:04.0,0
-25,12,-58,4.599278,106.53,34.05,15,26:04.1,0
-25,11,-58,4.599278,106.53,34.05,15,26:04.1,0
-26,12,-58,4.599278,106.53,34.05,15,26:04.1,0
-25,12,-58,4.599278,106.53,34.05,15,26:04.2,0
-25,12,-58,4.599278,106.53,34.05,15,26:04.2,0
-25,11,-58,4.599278,106.53,34.05,15,26:04.2,0
-25,11,-58,4.623628,106.53,34.05,15,26:04.2,0
-25,11,-58,4.623628,106.53,34.05,15,26:04.3,0
-25,11,-58,4.623628,106.53,34.05,15,26:04.3,0
-25,11,-58,4.623628,106.53,34.05,15,26:04.3,0
-25,11,-57,4.623628,106.53,34.05,15,26:04.4,0
-25,11,-57,4.623628,106.53,34.05,15,26:04.4,0
-26,11,-58,4.623628,106.53,34.05,15,26:04.4,0
-27,11,-58,4.623628,106.53,34.05,15,26:04.5,0
-26,11,-58,4.639006,106.53,34.05,15,26:04.5,0
-26,11,-57,4.639006,106.53,34.05,15,26:04.5,0
-24,11,-57,4.639006,106.53,34.05,15,26:04.6,0
-23,11,-57,4.639006,106.53,34.05,15,26:04.6,0
-28,12,-58,4.639006,106.53,34.05,15,26:04.6,0
-27,12,-59,4.639006,106.53,34.05,15,26:04.7,0
-26,11,-57,4.639006,106.53,34.05,15,26:04.7,0
-26,10,-57,4.639006,106.53,34.05,15,26:04.7,0
-25,10,-56,4.645414,106.53,34.05,15,26:04.7,0
-26,11,-58,4.645414,106.53,34.05,15,26:04.8,0
-26,11,-58,4.645414,106.53,34.05,15,26:04.8,0
-27,11,-58,4.645414,106.53,34.05,15,26:04.8,0
-26,11,-57,4.645414,106.53,34.05,15,26:04.9,0
-26,12,-58,4.645414,106.53,34.05,15,26:04.9,0
-26,11,-58,4.645414,106.53,34.05,15,26:04.9,0
-26,11,-57,4.645414,106.53,34.05,15,26:05.0,0
-26,11,-57,4.649259,106.85,34.07,15,26:05.0,0
-26,11,-57,4.649259,106.85,34.07,15,26:05.0,0
-27,11,-58,4.649259,106.85,34.07,15,26:05.1,0
-26,11,-58,4.649259,106.85,34.07,15,26:05.1,0
-26,11,-57,4.649259,106.85,34.07,15,26:05.1,0
-26,11,-57,4.649259,106.85,34.07,15,26:05.2,0
-26,11,-57,4.649259,106.85,34.07,15,26:05.2,0
-26,11,-57,4.649259,106.85,34.07,15,26:05.2,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.3,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.3,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.3,0
-25,10,-57,4.65823,106.85,34.07,15,26:05.3,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.4,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.4,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.4,0
-26,11,-57,4.65823,106.85,34.07,15,26:05.5,0
-25,11,-57,4.669764,106.85,34.07,15,26:05.5,0
-27,11,-58,4.669764,106.85,34.07,15,26:05.5,0
-26,11,-57,4.669764,106.85,34.07,15,26:05.6,0
-26,11,-57,4.669764,106.85,34.07,15,26:05.6,0
-27,11,-58,4.669764,106.85,34.07,15,26:05.6,0
-26,11,-58,4.669764,106.85,34.07,15,26:05.7,0
-26,11,-58,4.669764,106.85,34.07,15,26:05.7,0
-26,11,-57,4.669764,106.85,34.07,15,26:05.7,0
-26,11,-57,4.677453,106.85,34.07,15,26:05.7,0
-26,11,-57,4.677453,106.85,34.07,15,26:05.8,0
-26,11,-58,4.677453,106.85,34.07,15,26:05.8,0
-26,11,-57,4.677453,106.85,34.07,15,26:05.8,0
-26,11,-58,4.677453,106.85,34.07,15,26:05.9,0
-26,11,-58,4.677453,106.85,34.07,15,26:05.9,0
-26,10,-57,4.677453,106.85,34.07,15,26:05.9,0
-26,10,-57,4.677453,106.85,34.07,15,26:06.0,0
-27,11,-57,4.67489,107.15,34.09,15,26:06.0,0
-26,11,-57,4.67489,107.15,34.09,15,26:06.0,0
-26,11,-57,4.67489,107.15,34.09,15,26:06.1,0
-26,11,-58,4.67489,107.15,34.09,15,26:06.1,0
