movieid,Gross,USD,Title,Year,Genre,Budget,Gross Revenue,Additional Data,Copyright,Currency,Unnamed: 6,Profit / Loss,% Profit / Loss 
1736794,"GR: USD 24,004,159 (USA) (12 September 2004)",24004159,Around the World in 80 Days (2004),2004,Action,110000000,24004159,"6,409 (Estonia) | 1,202,755 (Germany) (13 February 2005) | 1,114,339 (Germany) (6 February 2005) | 1,045,039 (Germany) (30 January 2005) | 952,319 (Germany) (23 January 2005) | 835,307 (Germany) (16 January 2005) | 695,610 (Germany) (6 January 2005) | 120,705 (Germany) (26 December 2004)","© Copyright 2004 Balloon Productions, LLC (on print)",USD,,-85995841,-78.17803727
1737766,"GR: USD 88,595,661 (USA) (21 March 1982)",88595661,Arthur (1981),1981,Comedy,7000000,88595661,"103,115 (West Germany) (1982)",,USD,,81595661,1165.6523
1738481,"GR: USD 147,637,474 (USA) (21 June 1998)",147637474,As Good as It Gets (1997),1997,Comedy,50000000,147637474,"2,786,327 (Germany) (1 June 1998) | 2,678,965 (Germany) (11 May 1998) | 2,633,035 (Germany) (4 May 1998) | 2,538,215 (Germany) (27 April 1998) | 2,052,260 (Germany) (6 April 1998) | 1,847,022 (Germany) (30 March 1998) | 1,665,804 (Germany) (23 March 1998) | 1,502,399 (Germany) (16 March 1998) | 1,273,264 (Germany) (9 March 1998) | 629,505 (Germany) (23 February 1998) | 264,126 (Germany) (16 February 1998) (opening week) | 3,002,836 (Germany) (1998) | 294,710 (Netherlands) (31 December 1999) | 294,153 (Netherlands) (31 December 1998) | 442,130 (Portugal) | 396,134 (Sweden) (31 December 1998)","© 1997 TriStar Pictures, Inc. (on print); TriStar Pictures, Inc.; 28 January 1998; PA870530 (in copyright registry)",USD,,97637474,195.274948
1740752,"GR: USD 30,306,268 (USA)",30306268,Assassins (1995),1995,Action,50000000,30306268,"449,376 (France) (28 November 1995) | 504,354 (France) | 683,815 (Germany)",© 1995 Warner Bros.,USD,,-19693732,-39.387464
1741682,"GR: USD 22,326,247 (USA) (28 March 1999)",22326247,At First Sight (1999),1999,Drama,60000000,22326247,"4,402,585 (USA) (1999) | 30,447 (UK) (1999) | 81,796 (Belgium) (1999) | 11,649 (Bulgaria) (1999) | 132,062 (France) (1999) | 21,704 (Germany) (13 June 1999) | 67,027 (Germany) (1999) | 34,853 (Hungary) (1999) | 215,630 (Italy) (1999) | 4,093 (Netherlands) (31 December 1999) | 39,525 (Poland) (1999) | 25,027 (Romania) (1999) | 179,554 (Spain) (30 June 2001) | 4,248 (Sweden) (1999)",,USD,,-37673753,-62.78958833
1744809,"GR: USD 53,868,030 (USA) (28 September 1997)",53868030,Austin Powers: International Man of Mystery (1997),1997,Comedy,17000000,53868030,"26,253 (Germany) (24 November 1997) (opening week) | 6,521 (Netherlands) (31 December 1998) | 6,491 (Netherlands) (1 January 1998) | 68,451 (Spain)","New Line Productions, Inc., 1997",USD,,36868030,216.8707647
1744811,"GR: USD 205,399,422 (USA) (12 September 1999)",205399422,Austin Powers: The Spy Who Shagged Me (1999),1999,Action,33000000,205399422,"494,479 (France) (2 November 1999) | 1,032,119 (Germany) (7 November 1999) | 219,883 (Netherlands) (31 December 1999) | 916,146 (Spain)","New Line Productions, Inc.",USD,,172399422,522.4224909
1745406,"GR: USD 37,752,931 (USA) (26 November 2000)",37752931,Autumn in New York (2000),2000,Drama,40000000,37752931,"1,865,868 (Italy) (31 December 2001) | 72,630 (Netherlands) (31 December 2001) | 46,500 (Netherlands) (31 December 2000)",,USD,,-2247069,-5.6176725
1748196,"GR: USD 66,600,000 (USA)",66600000,Babe (1995),1995,Adventure,30000000,66600000,"1,310,150 (Argentina) | 1,180,411 (France) (16 April 1996) | 1,177,827 (Spain) (1996)","Copyright © 1995 UNIVERSAL CITY STUDIOS, INC",USD,,36600000,122
1748219,"GR: USD 18,318,000 (USA) (28 March 1999)",18318000,Babe: Pig in the City (1998),1998,Adventure,80000000,18318000,"1,509,428 (Germany) (7 March 1999) | 1,434,211 (Germany) (28 February 1999) | 126,928 (Netherlands) (31 December 1999) | 285,775 (Spain) (30 June 2001)",,USD,,-61682000,-77.1025
1748754,"GR: USD 27,141,959 (USA) (5 September 1999)",27141959,Baby Geniuses (1999),1999,Comedy,18000000,27141959,"42,435 (Netherlands) (31 December 1999) | 423,627 (Spain) (13 July 2001)",,USD,,9141959,50.78866111
1749222,"GR: USD 925,402 (USA) (23 May 1999)",925402,Bacheha-Ye aseman (1997),1997,Drama,180000,925402,"1,554 (Netherlands) (31 December 2000) | 893 (Netherlands) (31 December 1999)",,USD,,745402,414.1122222
1749731,"GR: USD 197,902,294 (USA) (26 January 1986)",197902294,Back to the Future (1985),1985,Adventure,19000000,197902294,"770,397 (Sweden)","Copyright © MCMLXXXV by Universal City Studios, Inc. All rights reserved. (on print)",USD,,178902294,941.5910211
1749735,"GR: USD 118,450,002 (USA) (1990)",118450002,Back to the Future Part II (1989),1989,Adventure,40000000,118450002,"453,546 (Sweden)","Copyright © 1989 by Universal City Studios, Inc. and U-Drive Productions, Inc. All rights reserved. [on Screen]",USD,,78450002,196.125005
1749737,"GR: USD 87,666,629 (USA)",87666629,Back to the Future Part III (1990),1990,Adventure,40000000,87666629,"250,482 (Sweden)","Copyright © 1990 Universal City Studios, Inc. and U-Drive Productions. Inc. All rights reserved.",USD,,47666629,119.1665725
1750364,"GR: USD 65,637,842 (USA) (10 September 1995)",65637842,Bad Boys (1995),1995,Action,19000000,65637842,"86,073 (Belgium) | 1,485,166 (France) (3 October 1995)",,USD,,46637842,245.4623263
1750660,"GR: USD 1,995,334 (USA) (6 June 1993)",1995334,Bad Lieutenant (1992),1992,Crime,1000000,1995334,,,USD,,995334,99.5334
1750728,"GR: USD 1,055,525 (USA) (17 November 1996)",1055525,Bad Moon (1996),1996,Horror,7000000,1055525,,"© 1996 Morgan Creek Productions, Inc. (on print)",USD,,-5944475,-84.92107143
1751059,"GR: USD 474,047 (USA)",474047,Badkonake sefid (1995),1995,Drama,150000,474047,"5,286 (Netherlands) (31 December 1997) | 5,259 (Netherlands) (1 January 1997)",,USD,,324047,216.0313333
1751872,"GR: USD 15,325,127 (USA) (19 November 2000)",15325127,Bait (2000),2000,Action,35000000,15325127,"4,532 (Spain) (31 August 2002) | 4,291 (Spain) (30 June 2001)",,USD,,-19674873,-56.21392286
1753400,"GR: USD 2,185,266 (USA) (19 November 2000)",2185266,Bamboozled (2000),2000,Comedy,10000000,2185266,"4,189 (Netherlands) (31 December 2002) | 2,650 (Netherlands) (31 December 2001) | 8,525 (Spain) (31 August 2002) | 6,709 (Spain) (30 June 2001)","2000, 40 Acres and A Mule Filmworks, Inc. (on print)",USD,,-7814734,-78.14734
1753695,"GR: USD 4,865,912 (USA) (27 April 1986)",4865912,Band of the Hand (1986),1986,Action,8700000,4865912,,,USD,,-3834088,-44.06997701
1754754,"GR: USD 1,250,322 (USA)",1250322,Baraka (1992),1992,Documentary,2000000,1250322,,,USD,,-749678,-37.4839
1754884,"GR: USD 613,285 (USA) (1977)",613285,Barbarella (1968),1968,Action,9000000,613285,,,USD,,-8386715,-93.18572222
1755112,"GR: USD 7,266,973 (USA)",7266973,Barcelona (1994),1994,Comedy,3200000,7266973,,,USD,,4066973,127.0929063
1756051,"GR: USD 11,144,518 (USA) (28 June 1998)",11144518,Barney's Great Adventure (1998),1998,Adventure,15000000,11144518,"40,807 (Germany)","Copyright © 1998 Good Egg Productions, Inc. All Rights Reserved.",USD,,-3855482,-25.70321333
1756391,"GR: USD 20,000,000 (USA) (1975)",20000000,Barry Lyndon (1975),1975,Adventure,11000000,20000000,"1,000,000 (Germany) | 1,357,139 (Spain) (20 December 2002)",Copyright 1975 Hawk Films/Warner Bros.,USD,,9000000,81.81818182
1756768,"GR: USD 117,727,000 (USA)",117727000,Basic Instinct (1992),1992,Mystery,40000000,117727000,"4,651,563 (France) | 4,406,353 (Germany) (31 December 1992) | 1,262,687 (Netherlands) | 4,764,943 (Spain) (1993)",Copyright © 1992 Carolco/Le Studio Canal+ V.O.F. All Rights Reserved. (on print),USD,,77727000,194.3175
1756902,"GR: USD 2,961,991 (USA) (24 November 1996)",2961991,Basquiat (1996),1996,Biography,3300000,2961991,"11,573 (Netherlands) (31 December 1998) | 11,219 (Netherlands) (1 January 1998)",,USD,,-338009,-10.24269697
1757342,"GR: USD 107,285,004 (USA) (21 September 1997)",107285004,Batman & Robin (1997),1997,Action,125000000,107285004,"1,321,129 (France) (2 September 1997) | 1,063,191 (France) (29 July 1997) | 130,869 (France) (15 July 1997) (opening week) | 33,701 (France) (9 July 1997) (opening day) | 567,917 (France) (opening week) | 1,223,639 (Germany) (28 July 1997) | 1,135,861 (Germany) (21 July 1997) | 966,346 (Germany) (14 July 1997) | 774,905 (Germany) (7 July 1997) | 357,142 (Germany) (opening week) | 92,345 (Netherlands) (31 December 1998) | 92,323 (Netherlands) (1 January 1998) | 183,041 (Portugal) (14 August 1997) | 178,378 (Portugal) (7 August 1997) | 164,088 (Portugal) (31 July 1997) | 137,132 (Portugal) (24 July 1997) | 86,407 (Portugal) (17 July 1997) (opening week) | 1,013,074 (Spain)",© 1997 Warner Bros.,USD,,-17714996,-14.1719968
1757347,"GR: USD 251,188,924 (USA) (14 December 1989)",251188924,Batman (1989),1989,Action,35000000,251188924,"827,516 (Argentina) | 2,156,622 (France) | 243,832 (France) (opening week) | 46,768 (France) (opening day) | 554,286 (France) | 3,536,426 (Spain) | 329,078 (Sweden)",Warner Bros. Inc.,USD,,216188924,617.68264
1757367,"GR: USD 183,997,904 (USA) (5 November 1995)",183997904,Batman Forever (1995),1995,Action,100000000,183997904,"732,842 (Argentina) | 958 (Denmark) (1997) | 1,430 (Denmark) (1996) | 1,516,890 (France) (5 September 1995) | 1,243 (Italy) (1996) | 622 (Romania) (1998) | 3,574 (Romania) (1997) | 24,478 (Romania) (1996) | 55 (Spain) (1999) | 261 (Spain) (1997) | 10,679 (Spain) (1996) | 1,121,293 (Spain)",© 1995 Warner Bros.,USD,,83997904,83.997904
1757378,"GR: USD 162,744,850 (USA) (18 October 1992)",162744850,Batman Returns (1992),1992,Action,80000000,162744850,"763,615 (Argentina) | 1,104,444 (Spain)",Warner Bros. Inc.,USD,,82744850,103.4310625
1757423,"GR: USD 5,588,699 (USA) (6 February 1994)",5588699,Batman: Mask of the Phantasm (1993),1993,Action,6000000,5588699,,ALL ORIGINAL MUSIC COMPOSITIONS © 1993 WB MUSIC CORP. ASCAP,USD,,-411301,-6.855016667
1757485,"GR: USD 10,149,779 (USA) (12 December 1999)",10149779,Bats (1999),1999,Horror,6500000,10149779,,,USD,,3649779,56.15044615
1757698,"GR: USD 8,800,000 (USA)",8800000,Battle for the Planet of the Apes (1973),1973,Action,1800000,8800000,,MCMLXXIII Twentieth Century-Fox Film Corporation,USD,,7000000,388.8888889
1757893,"GR: USD 21,471,685 (USA) (16 July 2000)",21471685,Battlefield Earth (2000),2000,Action,44000000,21471685,"11,552 (Netherlands) (31 December 2000) | 394,457 (Spain) (10 August 2002) | 392,973 (Spain) (25 June 2001)",,USD,,-22528315,-51.20071591
1758856,"GR: USD 45,298,656 (USA) (25 January 1998)",45298656,Bean (1997),1997,Comedy,22000000,45298656,"386976 (Finland) | 2,987,856 (France) (30 December 1997) | 268,040 (France) (4 November 1997) (opening week) | 1,342,183 (France) (4 November 1997) (opening week) | 47,515 (France) (29 October 1997) (opening day) | 5,505,743 (Germany) (3 November 1997) | 5,399,913 (Germany) (27 October 1997) | 5,339,850 (Germany) (20 October 1997) | 5,164,646 (Germany) (13 October 1997) | 4,937,372 (Germany) (5 October 1997) | 4,582,411 (Germany) (29 September 1997) | 4,233,770 (Germany) (22 September 1997) | 3,602,646 (Germany) (15 September 1997) | 2,603,071 (Germany) (8 September 1997) | 1,115,230 (Germany) (1 September 1997) (opening week) | 1,010,654 (Netherlands) (31 December 1998) | 1,010,225 (Netherlands) (1 January 1998) | 302,033 (Portugal) (30 October 1997) | 277,464 (Portugal) (23 October 1997) | 260,893 (Portugal) (16 October 1997) | 243,048 (Portugal) (9 October 1997) | 214,430 (Portugal) (2 October 1997) | 181,713 (Portugal) (25 September 1997) | 131,004 (Portugal) (18 September 1997) | 67,891 (Portugal) (11 September 1997) (opening week)",© 1997 POLYGRAM FILM PRODUCTIONS BV and NV POLYGRAM S.A. 1997 (on print),USD,,23298656,105.9029818
1759448,"GR: USD 3,060,963 (USA) (22 October 2000)",3060963,Beautiful (2000),2000,Comedy,9000000,3060963,,,USD,,-5939037,-65.9893
1759851,"GR: USD 47,611,331 (USA) (29 April 2012)",47611331,Beauty and the Beast (1991),1991,Animation,25000000,47611331,,"Disney Enterprises, Inc.",USD,,22611331,90.445324
1759983,"GR: USD 63,071,133 (USA) (13 April 1997)",63071133,Beavis and Butt-Head Do America (1996),1996,Adventure,12000000,63071133,"49,254 (Germany) (opening week) | 41,632 (Netherlands) (31 December 1998) | 41,620 (Netherlands) (1 January 1998)",,USD,,51071133,425.592775
1760752,"GR: USD 73,326,666 (USA)",73326666,Beetle Juice (1988),1988,Comedy,15000000,73326666,"110,664 (Sweden)",The Geffen Film Company,USD,,58326666,388.84444
1760876,"GR: USD 5,381,891 (USA) (23 April 1995)",5381891,Before Sunrise (1995),1995,Drama,2500000,5381891,"160,023 (Spain) (15 December 2004) | 64,789 (Switzerland)",© 1995 Castle Rock Entertainment,USD,,2881891,115.27564
1762174,"GR: USD 22,858,926 (USA) (7 May 2000)",22858926,Being John Malkovich (1999),1999,Comedy,13000000,22858926,"717,200 (France) (31 December 2000) | 606,678 (France) (25 January 2000) | 564,346 (France) (18 January 2000) | 509,269 (France) (11 January 2000) | 434,071 (France) (4 January 2000) | 423,925 (Germany) (31 December 2000) | 383,808 (Germany) (31 August 2000) | 88,569 (Netherlands) (31 December 2001) | 85,245 (Netherlands) (31 December 2000) | 79,642 (Spain) (8 December 2002)","PolyGram Holding, Inc., 1999",USD,,9858926,75.83789231
1763019,"GR: USD 9,630,169 (USA) (24 January 1999)",9630169,Belly (1998),1998,Crime,3000000,9630169,,,USD,,6630169,221.0056333
1763083,"GR: USD 22,843,047 (USA) (14 March 1999)",22843047,Beloved (1998),1998,Drama,53000000,22843047,"5,885 (Netherlands) (31 December 1999)",(1998) Touchstone Pictures,USD,,-30156953,-56.89991132
1763465,"GR: USD 70,000,000 (USA)",70000000,Ben-Hur (1959),1959,Action,15900000,70000000,,Loew's Incorporated; 18 November 1959; LP15874 (in copyright registry),USD,,54100000,340.2515723
1763877,"GR: USD 39,552,600 (USA)",39552600,Benji (1974),1974,Adventure,500000,39552600,,,USD,,39052600,7810.52
1765164,"GR: USD 18,621,249 (USA) (29 April 2001)",18621249,Best in Show (2000),2000,Comedy,6000000,18621249,"19,944 (Spain) (31 August 2002) | 16,761 (Spain) (30 June 2001)",© 2000 Castle Rock Entertainment All rights reserved (on print),USD,,12621249,210.35415
1765082,"GR: USD 25,651 (USA) (19 September 1999)",25651,Best Laid Plans (1999),1999,Crime,7000000,25651,,,USD,,-6974349,-99.63355714
1765652,"GR: USD 25,816,139 (USA)",25816139,Betrayed (1988),1988,Action,19000000,25816139,,"United Artists Pictures, Inc. (1988)",USD,,6816139,35.87441579
1766407,"GR: USD 42,610,000 (USA)",42610000,Beverly Hills Cop III (1994),1994,Action,55000000,42610000,"179,337 (Sweden)",,USD,,-12390000,-22.52727273
1766849,"GR: USD 5,750,110 (USA)",5750110,Beyond Rangoon (1995),1995,Action,23000000,5750110,"442,793 (France) (4 July 1995)",,USD,,-17249890,-74.99952174
1767110,"GR: USD 2,047,570 (USA) (14 May 2000)",2047570,Beyond the Mat (1999),1999,Biography,500000,2047570,104 (Netherlands) (31 December 2001),Copyright ©1999 Universal Studios All Rights Reserved (on print),USD,,1547570,309.514
1768389,"GR: USD 58,220,776 (USA) (28 May 2000)",58220776,Bicentennial Man (1999),1999,Drama,100000000,58220776,"24,805 (Netherlands) (31 December 2000)",,USD,,-41779224,-41.779224
1768698,"GR: USD 114,968,774 (USA)",114968774,Big (1988),1988,Comedy,18000000,114968774,"327,461 (Sweden)",Twentieth Century Fox Film Corporation,USD,,96968774,538.7154111
1769408,"GR: USD 163,479,795 (USA) (31 October 1999)",163479795,Big Daddy (1999),1999,Comedy,34200000,163479795,"293,437 (France) | 492,004 (Germany) (7 November 1999) (opening week) | 147,531 (Netherlands) (31 December 1999) | 963,901 (Spain)","© 1999 Columbia Pictures Industries, Inc.",USD,,129279795,378.0110965
1769766,"GR: USD 117,559,438 (USA) (19 November 2000)",117559438,Big Momma's House (2000),2000,Action,30000000,117559438,"194,602 (Netherlands) (31 December 2000) | 1,409,159 (Spain) (10 August 2002) | 1,386,897 (Spain) (25 June 2001)",,USD,,87559438,291.8647933
1769840,"GR: USD 11,881,039 (USA) (17 February 1997)",11881039,Big Night (1996),1996,Drama,4100000,11881039,"24,232 (Netherlands) (31 December 1998) | 23,743 (Netherlands) (1 January 1998)","Rysher Entertainment, Inc., 1996",USD,,7781039,189.781439
1770285,"GR: USD 11,100,000 (USA)",11100000,Big Trouble in Little China (1986),1986,Action,25000000,11100000,"163,735 (Sweden) | 490,691 (West Germany)",copyright 1986 Twentieth Century Fox Film Corporation,USD,,-13900000,-55.6
1771528,"GR: USD 25,588,750 (USA)",25588750,Billy Madison (1995),1995,Comedy,10000000,25588750,,,USD,,15588750,155.8875
1772092,"GR: USD 13,427,615 (USA) (22 March 1996)",13427615,Bio-Dome (1996),1996,Comedy,15000000,13427615,,,USD,,-1572385,-10.48256667
1772500,"GR: USD 70,980,000 (USA)",70980000,Bird on a Wire (1990),1990,Comedy,20000000,70980000,"342,385 (Sweden)","Copyright © 1990 by Universal City Studios, Inc. All Rights Reserved (on print)",USD,,50980000,254.9
1772934,"GR: USD 752,856 (USA)",752856,Bis ans Ende der Welt (1991),1991,Drama,23000000,752856,"376,669 (France) | 246,418 (Germany) (31 December 1991)","Road Movies Filmproduktion GmbH, Argos Films SA and Australian Film Finance Corporation Pty Limited",USD,,-22247144,-96.72671304
1773358,"GR: USD 1,862,805 (USA)",1862805,Bitter Moon (1992),1992,Drama,5000000,1862805,"764,956 (France) (1992) | 410,442 (Germany) | 724,950 (Spain)",R.P. Productions,USD,,-3137195,-62.7439
1776052,"GR: USD 70,001,065 (USA) (20 December 1998)",70001065,Blade (1998),1998,Action,45000000,70001065,"664,937 (France) (31 December 1999) | 2,001,916 (Germany) (31 December 1999) | 1,747,612 (Germany) (24 January 1999) | 1,603,450 (Germany) (10 January 1999) | 1,451,341 (Germany) (3 January 1999) | 1,000,462 (Germany) (20 December 1998) | 715,235 (Germany) (13 December 1998) | 279,794 (Germany) (6 December 1998) (opening week) | 179,237 (Netherlands) (31 December 1999) | 168,088 (Netherlands) (31 December 1998) | 1,658,686 (Spain) (26 September 2003)","New Line Productions, Inc.",USD,,25001065,55.55792222
1776063,"GR: USD 32,868,943 (USA) (27 July 2012)",32868943,Blade Runner (1982),1982,Drama,28000000,32868943,"2,040,068 (France) | 1,045,637 (Germany) | 173,571 (Spain) (1992) (re-release) | 1,095,881 (Spain) | 179,446 (Sweden)",copyright MCMLXXXII Blade Runner Partnership (on print),USD,,4868943,17.38908214
1776407,"GR: USD 26,494,611 (USA) (16 May 1999)",26494611,Blast from the Past (1999),1999,Comedy,35000000,26494611,"50,691 (Netherlands) (31 December 1999)",Copyright © MCMXCVIII New Line Cinema Corporation. All Rights Reserved. (on print),USD,,-8505389,-24.30111143
1776732,"GR: USD 29,374,178 (USA) (5 November 2000)",29374178,Bless the Child (2000),2000,Crime,40000000,29374178,"11,956 (Netherlands) (31 December 2002) | 6,305 (Netherlands) (31 December 2001) | 683,854 (Spain) (31 August 2002) | 648,294 (Spain) (30 June 2001)",,USD,,-10625822,-26.564555
1776893,"GR: USD 39,321,715 (USA)",39321715,Blind Date (1987),1987,Comedy,18000000,39321715,"136,928 (Sweden) | 267,936 (West Germany)","COPYRIGHT © 1987 TRI-STAR PICTURES, INC.",USD,,21321715,118.4539722
1777297,"GR: USD 16,696,219 (USA)",16696219,Blink (1994),1994,Crime,11000000,16696219,"88,850 (Germany)",,USD,,5696219,51.78380909
1778411,"GR: USD 1,075,288 (USA) (30 March 1997)",1075288,Blood and Wine (1996),1996,Crime,22000000,1075288,"5,370 (Netherlands) (1 January 1998) | 16,242 (Portugal) (12 June 1997) (opening week) | 255,974 (Spain)","Blood and Wine Productions, Inc., 1996 (on print)",USD,,-20924712,-95.11232727
1778258,"GR: USD 1,690,913 (USA) (22 October 2000)",1690913,Blood Simple. (1984),1984,Crime,1500000,1690913,"246,367 (France) | 61,939 (Germany) | 152,851 (Spain)","Copyright © 1983, 1998 by River Road Productions",USD,,190913,12.72753333
