movieid,title,genres,business_info
2168103,Men Cry Bullets (1998),"Comedy, Drama","USD 2,303"
2168109,Men Don't Leave (1990),Drama,"USD 6,070,725"
2168207,Men in Black (1997),"Comedy, Sci-Fi","USD 90,000,000"
2168361,Men with Guns (1997/II),Drama,"USD 2,500,000"
2168402,Menace II Society (1993),"Crime, Drama","USD 3,500,000"
2168965,Mephisto (1981),Drama,
2169199,Mercury Rising (1998),"Action, Crime, Drama, Thriller","USD 60,000,000"
2169865,Message in a Bottle (1999),"Drama, Romance","USD 80,000,000"
2170415,Meteor (1979),"Action, Drama, Sci-Fi, Thriller","USD 16,000,000"
2170555,Metro (1997),"Action, Comedy, Crime, Drama, Thriller","USD 55,000,000"
2170610,Metroland (1997),"Comedy, Drama","USD 299,463"
2170625,Metropolis (1927),"Drama, Sci-Fi","USD 26,435"
2170643,Metropolitan (1990),"Comedy, Drama","USD 225,000"
2171511,Mi vida loca (1993),"Crime, Drama","USD 3,269,420"
2171589,Mia aioniotita kai mia mera (1998),Drama,"USD 106,486"
2171762,Miami Rhapsody (1995),Comedy,"USD 5,221,281"
2171907,Michael (1996),"Comedy, Drama, Fantasy","USD 95,345,070"
2171943,Michael Collins (1996),"Biography, Drama, Thriller, War","USD 28,000,000"
2172334,Mickey Blue Eyes (1999),"Comedy, Crime, Romance","USD 40,000,000"
2172541,Microcosmos: Le peuple de l'herbe (1996),Documentary,"USD 1,573,842"
2172808,Midnight Cowboy (1969),Drama,"USD 3,600,000"
2172829,Midnight Express (1978),"Biography, Crime, Drama","USD 2,300,000"
2172947,Midnight Run (1988),"Action, Adventure, Comedy, Crime, Thriller","USD 30,000,000"
2173027,Midnight in the Garden of Good and Evil (1997),"Crime, Drama, Mystery, Thriller","USD 30,000,000"
2173296,Mifunes sidste sang (1999),"Comedy, Drama, Romance","USD 585,016"
2173331,Mighty Aphrodite (1995),"Comedy, Fantasy, Romance","USD 15,000,000"
2173344,Mighty Joe Young (1998),"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller","USD 90,000,000"
2173361,Mighty Morphin Power Rangers: The Movie (1995),"Action, Adventure, Family, Sci-Fi, Thriller","USD 15,000,000"
2173730,Mike's Murder (1984),"Drama, Mystery, Thriller","USD 979,547"
2174318,Milk Money (1994),"Comedy, Romance","USD 18,137,661"
2174453,Miller's Crossing (1990),"Crime, Drama, Thriller","USD 14,000,000"
2174775,Mimic (1997),"Horror, Sci-Fi","USD 25,000,000"
2174948,Mina Tannenbaum (1994),Drama,"USD 104,767"
2176083,Miracle on 34th Street (1947),"Comedy, Drama, Family, Fantasy","USD 2,650,000"
2176086,Miracle on 34th Street (1994),"Drama, Fantasy","USD 17,193,886"
2176789,Misery (1990),"Drama, Thriller","USD 20,000,000"
2177244,Miss Julie (1999),Drama,"USD 13,107"
2177836,Missing in Action (1984),"Action, Adventure, Drama, Thriller, War","USD 2,550,000"
2177839,Missing in Action 2: The Beginning (1985),"Action, Drama, Thriller, War","USD 2,410,000"
2177959,Mission to Mars (2000),"Adventure, Drama, Sci-Fi, Thriller","USD 90,000,000"
2177983,Mission: Impossible (1996),"Action, Adventure, Thriller","USD 80,000,000"
2177992,Mission: Impossible II (2000),"Action, Adventure, Thriller","USD 125,000,000"
2178276,Mister Roberts (1955),"Comedy, Drama, War","USD 21,200,000"
2178807,Mitt liv som hund (1985),"Comedy, Drama","USD 8,345,266"
2179017,Mixed Nuts (1994),"Comedy, Drama","USD 15,000,000"
2179406,Mo' Better Blues (1990),"Drama, Music","USD 10,000,000"
2179939,Modern Times (1936),"Comedy, Drama","USD 1,500,000"
2180060,Modulations (1998),"Documentary, Music","USD 138,425"
2180670,Moll Flanders (1996),"Drama, Romance","USD 3,363,968"
2180698,Molly (1999),"Comedy, Drama, Romance","USD 21,000,000"
2181096,Mommie Dearest (1981),"Biography, Drama","USD 5,000,000"
2181493,Mona Lisa (1986),"Crime, Drama, Romance","USD 5,404,977"
2181898,Money Talks (1997),"Action, Comedy, Crime, Thriller","USD 25,000,000"
2181907,Money Train (1995),"Action, Comedy, Crime, Drama, Thriller","USD 60,000,000"
2182213,Monkey Shines (1988),"Drama, Horror, Sci-Fi, Thriller","USD 7,000,000"
2182361,Mononoke-hime (1997),"Adventure, Animation, Fantasy","USD 2,298,191"
2182564,Monsieur Verdoux (1947),"Comedy, Crime, Drama","USD 2,000,000"
2183254,Monty Python and the Holy Grail (1975),"Adventure, Comedy, Fantasy","USD 1,229,197"
2183643,Moonlight and Valentino (1995),"Comedy, Drama, Romance","USD 2,488,858"
2183675,Moonraker (1979),"Action, Adventure, Crime, Sci-Fi, Thriller","USD 34,000,000"
2183726,Moonstruck (1987),"Comedy, Drama","USD 80,640,528"
2184999,Mortal Kombat (1995),"Action, Adventure, Fantasy, Sci-Fi, Thriller","USD 18,000,000"
2185015,Mortal Kombat: Annihilation (1997),"Action, Adventure, Fantasy, Sci-Fi, Thriller","USD 30,000,000"
2185038,Mortal Thoughts (1991),"Mystery, Thriller","USD 8,000,000"
2185767,Mother Night (1996),"Drama, Romance, War","USD 6,000,000"
2186706,Mousehunt (1997),"Comedy, Family","USD 38,000,000"
2187739,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)","Biography, Documentary","USD 495,318"
2187886,Mr. Holland's Opus (1995),"Drama, Music","USD 82,528,097"
2187957,Mr. Jealousy (1997),"Comedy, Romance","USD 287,752"
2187965,Mr. Jones (1993),"Drama, Romance","USD 8,315,975"
2188028,Mr. Magoo (1997),"Adventure, Comedy, Family, Romance","USD 30,000,000"
2188074,Mr. Mom (1983),"Comedy, Drama","USD 64,800,000"
2188295,Mr. Saturday Night (1992),"Comedy, Drama","USD 13,351,357"
2188440,Mr. Wonderful (1993),"Comedy, Romance","USD 13,000,000"
2188458,Mr. Wrong (1996),Comedy,"USD 12,350,030"
2188547,Mrs Brown (1997),"Biography, Drama, History, Romance","USD 9,217,930"
2188553,Mrs Dalloway (1997),"Drama, Romance","USD 3,263,672"
2188633,Mrs. Doubtfire (1993),"Comedy, Drama","USD 219,195,051"
2188708,Mrs. Parker and the Vicious Circle (1994),"Biography, Drama","USD 7,000,000"
2188768,Mrs. Winterbourne (1996),"Comedy, Drama, Romance","USD 25,000,000"
2188978,Much Ado About Nothing (1993),"Comedy, Drama, Romance","USD 8,000,000"
2189533,Mujeres al borde de un ataque de nervios (1988),"Comedy, Drama","USD 700,000"
2189721,Mulan (1998),"Adventure, Animation, Family, Musical","USD 70,000,000"
2189969,Multiplicity (1996),"Comedy, Romance, Sci-Fi","USD 45,000,000"
2190062,Mumford (1999),"Comedy, Drama","USD 28,000,000"
2190354,Muppet Treasure Island (1996),"Action, Adventure, Comedy, Family, Musical","USD 33,609,000"
2190371,Muppets from Space (1999),"Adventure, Comedy, Family, Sci-Fi","USD 24,000,000"
2190603,Murder at 1600 (1997),"Action, Crime, Drama, Mystery, Thriller","USD 25,826,788"
2190734,Murder in the First (1995),"Drama, Thriller","USD 17,382,000"
2190900,Muriel's Wedding (1994),"Comedy, Drama, Romance","USD 3,000,000"
2190982,Murphy's Romance (1985),"Comedy, Drama, Romance","USD 13,000,000"
2191428,Music of the Heart (1999),"Drama, Music","USD 27,000,000"
2191929,Mute Witness (1994),"Horror, Thriller","USD 2,000,000"
2192642,My Best Friend's Wedding (1997),"Comedy, Romance","USD 46,000,000"
2192654,My Best Girl (1927),"Comedy, Romance","USD 483,103"
2192747,My Bodyguard (1980),"Comedy, Drama, Family","USD 1,626,851"
2192782,My Boyfriend's Back (1993),"Comedy, Fantasy, Horror, Romance","USD 3,335,984"
2192913,My Chauffeur (1986),Comedy,"USD 4,676,892"
2192973,My Cousin Vinny (1992),"Comedy, Crime","USD 11,000,000"
2193169,My Dog Skip (2000),"Drama, Family, Sport","USD 5,000,000"
2193264,My Fair Lady (1964),"Drama, Musical, Romance","USD 17,000,000"
2193276,My Family (1995),Drama,"USD 5,500,000"
2193388,My Favorite Martian (1999),"Comedy, Family, Sci-Fi","USD 60,000,000"
2193407,My Favorite Year (1982),Comedy,"USD 17,458,105"
2193422,My Fellow Americans (1996),"Adventure, Comedy","USD 21,500,000"
2193721,My Giant (1998),"Comedy, Drama, Sport","USD 7,985,929"
2194143,My Left Foot: The Story of Christy Brown (1989),"Biography, Drama","USD 14,743,391"
2194153,My Life (1993),Drama,"USD 27,484,464"
2194168,My Life So Far (1999),"Biography, Comedy, Drama","USD 616,310"
2194580,My Name Is Joe (1998),"Drama, Romance","USD 346,696"
2194791,My Own Private Idaho (1991),"Drama, Romance","USD 2,500,000"
2195009,My Science Project (1985),"Action, Adventure, Comedy, Sci-Fi","USD 4,122,748"
2195233,My Son the Fanatic (1997),"Comedy, Drama, Romance","USD 408,339"
2195417,My Tutor (1983),"Comedy, Drama","USD 22,587,000"
2196039,Mystery Men (1999),"Action, Comedy, Fantasy, Sci-Fi","USD 65,000,000"
2196060,Mystery Science Theater 3000: The Movie (1996),"Comedy, Sci-Fi","USD 1,004,821"
2196068,Mystery Train (1989),"Comedy, Crime, Drama","USD 2,800,000"
2196132,"Mystery, Alaska (1999)","Comedy, Drama, Sport","USD 28,000,000"
2196454,"Más que amor, frenesí (1996)","Comedy, Drama, Thriller",
2196886,Mélodie en sous-sol (1963),"Crime, Drama, Romance",
2197021,Métisse (1993),"Comedy, Romance","USD 315,420"
2199194,Nadine (1987),Comedy,"USD 12,000,000"
2199218,Nadja (1994),"Drama, Horror","USD 1,000,000"
2199868,Naked (1993),Drama,"USD 1,769,305"
2199969,Naked Gun 33 1/3: The Final Insult (1994),"Action, Comedy, Crime","USD 30,000,000"
2200121,Naked in New York (1993),"Comedy, Romance","USD 1,038,959"
2201727,Nashville (1975),"Drama, Music","USD 2,200,000"
2202537,Native Son (1986),Drama,"USD 2,000,000"
2202732,Natural Born Killers (1994),"Crime, Drama, Thriller","USD 34,000,000"
2202880,Naturally Native (1998),Drama,"USD 700,000"
2204067,Near Dark (1987),"Drama, Horror, Thriller","USD 5,000,000"
2204532,Needful Things (1993),"Crime, Drama, Fantasy, Horror, Thriller","USD 15,185,672"
2205227,Nell (1994),Drama,"USD 33,592,700"
2205327,Nelly & Monsieur Arnaud (1995),Drama,"USD 858,345"
2206238,Nettoyage à sec (1997),"Comedy, Drama","USD 142,363"
2206242,Network (1976),Drama,"USD 3,800,000"
2206516,Never Been Kissed (1999),"Comedy, Drama, Romance","USD 25,000,000"
2206541,Never Cry Wolf (1983),"Adventure, Drama","USD 27,569,674"
2206740,Never Talk to Strangers (1995),"Crime, Drama, Romance, Thriller","USD 6,400,000"
2207203,New Jersey Drive (1995),"Crime, Drama","USD 5,000,000"
2207291,New Nightmare (1994),"Horror, Mystery, Thriller","USD 8,000,000"
2207384,New Rose Hotel (1998),"Drama, Mystery, Sci-Fi","USD 20,416"
2207954,Newsies (1992),"Drama, Musical","USD 15,000,000"
2208048,Next Friday (2000),Comedy,"USD 9,500,000"
2208084,Next Stop Wonderland (1998),"Comedy, Drama, Romance","USD 1,000,000"
2208474,"Niagara, Niagara (1997)","Drama, Romance","USD 168,462"
2208962,Nick of Time (1995),"Crime, Drama, Thriller","USD 7,439,392"
2209075,Nico Icon (1995),"Biography, Documentary, Music","USD 209,951"
2209608,Night Falls on Manhattan (1996),"Crime, Drama","USD 9,881,286"
2209821,Night Shift (1982),Comedy,"USD 23,600,000"
2210137,Night of the Comet (1984),"Comedy, Horror, Sci-Fi","USD 3,000,000"
2210139,Night of the Creeps (1986),"Comedy, Horror, Sci-Fi, Thriller","USD 5,000,000"
2210196,Night of the Living Dead (1968),Horror,"USD 114,000"
2210254,Night on Earth (1991),"Comedy, Drama","USD 2,015,810"
2210356,Nighthawks (1981),"Action, Crime, Thriller","USD 5,000,000"
2210519,Nightmares (1983),"Horror, Sci-Fi","USD 6,670,680"
2210617,Nightwatch (1997),"Drama, Horror, Thriller","USD 1,154,237"
2210872,Nikita (1990),"Action, Drama, Thriller","USD 5,017,971"
2211223,Nina Takes a Lover (1994),"Comedy, Romance","USD 189,509"
2211282,Nine 1/2 Weeks (1986),"Drama, Romance","USD 17,000,000"
2211336,Nine Months (1995),"Comedy, Romance","USD 69,700,000"
2211395,Nineteen Eighty-Four (1984),"Drama, Romance, Sci-Fi, Thriller","USD 8,400,000"
2211751,Ninotchka (1939),"Comedy, Romance","USD 1,365,000"
2212209,Nixon (1995),"Biography, Drama","USD 50,000,000"
2212660,No Escape (1994),"Action, Drama, Sci-Fi, Thriller","USD 20,000,000"
2212954,No Looking Back (1998),"Comedy, Drama, Romance","USD 6,000,000"
2213122,No Mercy (1986),"Action, Crime, Romance, Thriller","USD 12,303,904"
2213622,No Small Affair (1984),"Comedy, Drama, Music, Romance","USD 4,994,094"
2213866,No Way Out (1987),"Action, Drama, Mystery, Romance, Thriller","USD 15,000,000"
2214546,Nobody's Fool (1994),"Comedy, Drama","USD 39,487,686"
2216031,Normal Life (1996),"Crime, Drama","USD 22,891"
2216145,North (1994),"Adventure, Comedy, Drama, Family, Fantasy","USD 40,000,000"
2216176,North Dallas Forty (1979),"Comedy, Drama, Sport","USD 26,079,312"
2216316,North by Northwest (1959),"Action, Adventure, Crime, Mystery, Thriller","USD 3,101,000"
2217530,Nothing But Trouble (1991),"Adventure, Comedy","USD 40,000,000"
2217693,Nothing in Common (1986),"Comedy, Drama, Romance","USD 32,324,557"
2217718,Nothing to Lose (1995),Drama,"USD 200,000"
2217782,Notorious (1946),"Drama, Romance, Thriller","USD 2,000,000"
2217888,Notting Hill (1999),"Comedy, Drama, Romance","USD 42,000,000"
2218486,Now and Then (1995),"Comedy, Drama","USD 27,400,000"
2218524,Nowhere (1997),"Comedy, Drama, Sci-Fi","USD 27,354"
2219070,Nueba Yol (1995),"Comedy, Drama","USD 984,681"
2219779,Nurse Betty (2000),"Comedy, Crime, Romance, Thriller","USD 24,000,000"
2219992,Nutty Professor II: The Klumps (2000),"Comedy, Romance, Sci-Fi","USD 65,000,000"
2221102,O Convento (1995),"Drama, Mystery","USD 52,609"
2222143,"O Que É Isso, Companheiro? (1997)","Action, Drama, History, Thriller","USD 310,724"
2224890,October Sky (1999),"Biography, Drama, Family","USD 32,481,825"
2225605,Of Love and Shadows (1994),Drama,"USD 19,710"
2225624,Of Mice and Men (1992),Drama,"USD 5,101,632"
2226062,Office Killer (1997),"Comedy, Horror, Thriller","USD 37,446"
2226103,Office Space (1999),"Comedy, Crime","USD 10,000,000"
2227800,Okno v Parizh (1994),"Comedy, Drama, Fantasy, Sci-Fi","USD 255,088"
2228704,Oliver & Company (1988),"Adventure, Animation, Family, Musical","USD 73,450,885"
2228754,Oliver! (1968),"Crime, Drama, Family, Musical","USD 10,000,000"
2229633,On Golden Pond (1981),Drama,"USD 119,285,432"
2229656,On Her Majesty's Secret Service (1969),"Action, Adventure, Crime, Romance, Thriller","USD 7,000,000"
2230732,On the Ropes (1999),"Documentary, Drama, Sport","USD 47,074"
2230917,On the Waterfront (1954),"Crime, Drama","USD 910,000"
2231247,Once Upon a Time in America (1984),"Crime, Drama","USD 30,000,000"
2231307,Once Upon a Time... When We Were Colored (1995),"Drama, Romance","USD 3,375,000"
2231336,Once Were Warriors (1994),"Crime, Drama","USD 2,201,126"
2231697,One Crazy Summer (1986),"Comedy, Romance","USD 13,431,806"
2231855,One Eight Seven (1997),"Drama, Thriller","USD 20,000,000"
2231882,One False Move (1992),"Crime, Drama, Thriller","USD 1,543,112"
2231896,One Fine Day (1996),"Comedy, Drama, Romance","USD 46,112,540"
2231909,One Flew Over the Cuckoo's Nest (1975),Drama,"USD 4,400,000"
2232255,One Magic Christmas (1985),"Family, Fantasy","USD 13,229,514"
2232299,One Man's Hero (1999),"Action, Drama, History, Romance, War, Western","USD 11,350,000"
2232552,One Night Stand (1997),"Drama, Romance","USD 24,000,000"
2232980,One Tough Cop (1998),"Action, Crime","USD 1,220,906"
2233001,One True Thing (1998),Drama,"USD 30,000,000"
2233552,Onegin (1999),"Drama, Romance","USD 14,000,000"
2233759,Only Angels Have Wings (1939),Drama,"USD 8,554"
2233885,Only You (1994),"Comedy, Romance","USD 20,042,048"
2234951,Open Season (1974),"Action, Drama, Thriller",
2235378,Operation Dumbo Drop (1995),"Action, Adventure, Comedy, Drama, Family, War","USD 24,700,000"
2235600,Operazione paura (1966),"Horror, Mystery","USD 50,000"
2236433,Ordinary People (1980),Drama,"USD 6,000,000"
2236640,Orgazmo (1997),Comedy,"USD 1,000,000"
2236888,Original Gangstas (1996),"Action, Crime, Drama, Thriller","USD 4,800,000"
2237013,Orlando (1992),"Drama, Fantasy, Romance","USD 4,000,000"
2237801,Oscar and Lucinda (1997),"Drama, Romance","USD 1,508,689"
2238427,Otello (1986),"Drama, Music","USD 189,042"
2238483,Othello (1995),"Drama, Romance","USD 11,000,000"
2239941,Out of Africa (1985),"Biography, Drama, Romance","USD 31,000,000"
2240178,Out of Sight (1998),"Action, Comedy, Crime, Thriller","USD 48,000,000"
2240516,Out to Sea (1997),"Comedy, Romance","USD 27,974,168"
2240566,Outbreak (1995),"Action, Drama, Sci-Fi, Thriller","USD 50,000,000"
2240849,Outrageous Fortune (1987),Comedy,"USD 52,864,741"
2240934,Outside Ozona (1998),"Comedy, Drama, Romance, Thriller","USD 7,394"
2240936,Outside Providence (1999),"Comedy, Drama, Romance","USD 7,000,000"
2242954,Pacific Heights (1990),"Mystery, Thriller","USD 29,381,956"
2244271,Pale Rider (1985),Western,"USD 6,900,000"
2244488,Palmetto (1998),"Crime, Drama, Mystery, Romance, Thriller","USD 5,840,581"
2246169,Pao Da Shuang Deng (1994),"Drama, Romance","USD 272,232"
2246675,Papillon (1973),"Biography, Crime, Drama","USD 12,000,000"
2247366,Paradise Road (1997),"Drama, History, War","USD 16,000,000"
2247913,Parasite (1982),"Horror, Sci-Fi","USD 800,000"
2248232,Parenthood (1989),"Comedy, Drama","USD 100,047,830"
2248438,Paris Is Burning (1990),Documentary,"USD 500,000"
2248473,Paris Was a Woman (1996),Documentary,"USD 44,774"
2248580,"Paris, Texas (1984)",Drama,"USD 2,164,507"
2249442,Party Girl (1995),Comedy,"USD 150,000"
2250495,Passion Fish (1992),Drama,"USD 3,330,000"
2250593,Passion in the Desert (1997),"Adventure, Drama","USD 249,682"
2250599,Passion of Mind (2000),"Drama, Mystery, Romance, Sci-Fi, Thriller","USD 769,009"
2251093,Patch Adams (1998),"Biography, Comedy, Drama","USD 50,000,000"
2251197,Pather Panchali (1955),Drama,"USD 536,364"
2251241,Paths of Glory (1957),"Drama, War","USD 935,000"
2251547,Patriot Games (1992),"Action, Crime, Drama, Thriller","USD 42,000,000"
2251761,Patton (1970),"Biography, Drama, History, War","USD 12,000,000"
2252075,Paulie (1998),"Adventure, Comedy, Drama, Family","USD 23,000,000"
2253153,Pecker (1998),"Comedy, Drama","USD 6,000,000"
2253332,Pee-wee's Big Adventure (1985),"Adventure, Comedy, Family, Fantasy","USD 6,000,000"
2253441,Peeping Tom (1960),"Horror, Thriller","USD 83,957"
2253567,Peggy Sue Got Married (1986),"Comedy, Drama, Fantasy, Music, Romance","USD 18,000,000"
2254219,Penitentiary II (1982),Drama,"USD 662,896"
2255035,Per qualche dollaro in più (1965),Western,"USD 600,000"
2255064,Per un pugno di dollari (1964),Western,"USD 200,000"
2255408,Perfect Blue (1997),"Animation, Horror, Mystery, Thriller","USD 99,389"
2256004,Permanent Midnight (1998),"Biography, Drama, Romance","USD 1,166,199"
2256605,Persuasion (1995),"Drama, Romance","USD 5,462,325"
2257031,Pet Sematary (1989),Horror,"USD 11,500,000"
2257033,Pet Sematary II (1992),"Action, Horror, Thriller","USD 8,000,000"
2257129,Pete's Dragon (1977),"Adventure, Family, Fantasy, Musical","USD 10,000,000"
2257265,Peter Pan (1953),"Adventure, Animation, Family, Fantasy, Music","USD 4,000,000"
2257381,Peter's Friends (1992),"Comedy, Drama, Romance","USD 4,058,564"
2257901,Phantasm (1979),"Fantasy, Horror, Sci-Fi","USD 300,000"
2257904,Phantasm II (1988),"Action, Fantasy, Horror, Sci-Fi, Thriller","USD 3,000,000"
2257905,Phantasm III: Lord of the Dead (1994),"Action, Horror, Sci-Fi","USD 2,500,000"
2258068,Phantoms (1998),"Horror, Sci-Fi, Thriller","USD 5,657,370"
2258079,Pharaoh's Army (1995),Western,"USD 50,652"
2258163,Phat Beach (1996),Comedy,"USD 1,263,945"
2258248,Phenomenon (1996),"Drama, Fantasy, Romance, Sci-Fi","USD 32,000,000"
2258328,Philadelphia (1993),Drama,"USD 26,000,000"
2258588,Phoenix (1998),"Crime, Drama","USD 43,071"
2258957,Phörpa (1999),"Comedy, Sport","USD 1,067,773"
2258958,Pi (1998),"Drama, Sci-Fi, Thriller","USD 60,000"
2259508,Picnic at Hanging Rock (1975),"Drama, Horror, Mystery","USD 84,744"
2259556,Picture Bride (1994),"Drama, Romance","USD 1,238,905"
2259586,Picture Perfect (1997),"Comedy, Drama, Romance","USD 19,000,000"
2261350,Pink Flamingos (1972),"Comedy, Crime, Horror","USD 10,000"
2261353,Pink Floyd The Wall (1982),"Drama, Musical","USD 14,844,106"
2261598,Pinocchio (1940),"Adventure, Animation, Drama, Family, Fantasy, Music","USD 2,600,000"
2261929,Piranha (1978),"Comedy, Horror, Sci-Fi","USD 600,000"
2262428,Pit and the Pendulum (1961),Horror,"USD 200,000"
2262464,Pitch Black (2000),"Action, Sci-Fi, Thriller","USD 23,000,000"
2262957,Places in the Heart (1984),Drama,"USD 34,700,000"
2263331,Planet of the Apes (1968),"Adventure, Mystery, Sci-Fi","USD 5,800,000"
2263670,Platoon (1986),"Action, Drama, War","USD 6,000,000"
2263826,Play It to the Bone (1999),"Comedy, Drama, Sport","USD 24,000,000"
2264538,Playing God (1997),"Crime, Drama, Thriller","USD 12,000,000"
2264592,Playing by Heart (1998),"Comedy, Drama, Romance","USD 14,000,000"
2264815,Pleasantville (1998),"Comedy, Drama, Fantasy","USD 40,000,000"
2265148,Plein soleil (1960),"Crime, Drama, Thriller","USD 618,090"
2265188,Plenty (1985),Drama,"USD 10,000,000"
2265452,Plunkett & Macleane (1999),"Action, Adventure, Crime, Drama","USD 474,900"
2265771,Pocahontas (1995),"Adventure, Animation, Drama, Family, History, Musical, Romance","USD 55,000,000"
2266198,Poetic Justice (1993),"Drama, Romance","USD 14,000,000"
2266555,Poison (1991),"Drama, Horror, Sci-Fi","USD 250,000"
2266574,Poison Ivy (1992),"Drama, Thriller","USD 3,000,000"
2266691,Pokemon: The First Movie - Mewtwo Strikes Back (1998),"Action, Adventure, Animation, Family, Sci-Fi","USD 85,744,662"
2266891,Pokémon: The Movie 2000 (1999),"Adventure, Animation, Family","USD 43,746,923"
2267111,Police Academy (1984),"Comedy, Crime","USD 4,500,000"
2267114,Police Academy 2: Their First Assignment (1985),"Comedy, Crime","USD 55,337,042"
2267116,Police Academy 3: Back in Training (1986),"Comedy, Crime","USD 42,747,092"
2267118,Police Academy 4: Citizens on Patrol (1987),"Comedy, Crime","USD 28,061,343"
2267120,Police Academy 5: Assignment: Miami Beach (1988),"Comedy, Crime","USD 19,449,527"
2267121,Police Academy 6: City Under Siege (1989),"Comedy, Crime","USD 10,612,345"
2267434,Polish Wedding (1998),"Comedy, Drama, Romance","USD 563,143"
2267777,Poltergeist (1982),Horror,"USD 10,700,000"
2267780,Poltergeist II: The Other Side (1986),Horror,"USD 19,000,000"
2267781,Poltergeist III (1988),"Horror, Thriller","USD 10,500,000"
2268063,Ponette (1996),Drama,"USD 1,351,319"
2268776,Popeye (1980),"Adventure, Comedy, Family, Musical, Romance","USD 20,000,000"
2269410,Porky's (1982),Comedy,"USD 4,000,000"
2269426,Porky's II: The Next Day (1983),Comedy,"USD 6,500,000"
2269444,Porky's Revenge (1985),Comedy,"USD 9,000,000"
2270182,Portraits chinois (1996),"Comedy, Romance","USD 16,367"
2270749,Possession (1981),"Drama, Horror","USD 1,113,538"
2271822,Powder (1995),"Drama, Fantasy, Mystery, Sci-Fi, Thriller","USD 30,862,146"
2272308,Practical Magic (1998),"Comedy, Fantasy, Romance","USD 75,000,000"
2272532,Prancer (1989),"Drama, Family, Fantasy","USD 18,587,135"
2273044,Predator (1987),"Action, Adventure, Sci-Fi","USD 15,000,000"
2273048,Predator 2 (1990),"Action, Sci-Fi, Thriller","USD 35,000,000"
2273174,Prefontaine (1997),"Biography, Drama, Romance, Sport","USD 8,000,000"
2274575,Pretty Woman (1990),"Comedy, Romance","USD 14,000,000"
2274590,Pretty in Pink (1986),"Comedy, Drama, Romance","USD 40,366,274"
2274790,Price of Glory (2000),"Drama, Sport","USD 10,000,000"
2274852,Prick Up Your Ears (1987),"Biography, Drama","USD 1,654,743"
2274949,Priest (1994),Drama,"USD 4,176,932"
2275139,Primal Fear (1996),"Crime, Drama, Mystery, Thriller","USD 30,000,000"
2275181,Primary Colors (1998),"Comedy, Drama","USD 65,000,000"
2275635,Prince of the City (1981),"Crime, Drama, Thriller","USD 8,600,000"
2275709,Princess Caraboo (1994),"Comedy, Drama, History, Mystery, Romance","USD 3,021,629"
2276353,Private Benjamin (1980),"Comedy, War","USD 10,000,000"
2276841,Private Parts (1997),"Biography, Comedy, Drama","USD 20,000,000"
2276914,Private School (1983),"Comedy, Romance","USD 14,049,540"
2277269,Priyatel pokoynika (1997),"Comedy, Drama","USD 145,443"
2277334,Prizzi's Honor (1985),"Comedy, Crime, Drama, Romance","USD 26,700,000"
2277505,Problem Child (1990),"Comedy, Family","USD 10,000,000"
2277506,Problem Child 2 (1991),"Comedy, Family","USD 15,000,000"
2278576,Prom Night (1980),"Horror, Mystery, Thriller","USD 14,796,236"
2279852,Prêt-à-Porter (1994),"Comedy, Drama","USD 5,860,483"
2280097,Psycho (1960),"Horror, Mystery, Thriller","USD 806,947"
2280098,Psycho (1998),"Horror, Mystery, Thriller","USD 60,000,000"
2280101,Psycho Beach Party (2000),"Comedy, Horror, Mystery","USD 1,500,000"
2280125,Psycho II (1983),"Horror, Mystery, Thriller","USD 5,000,000"
2280126,Psycho III (1986),"Horror, Mystery, Thriller","USD 12,808,730"
2280997,Pulp Fiction (1994),"Crime, Drama, Thriller","USD 8,000,000"
2281105,Pump Up the Volume (1990),"Drama, Music","USD 11,541,758"
2281160,Pumpkinhead (1988),Horror,"USD 3,500,000"
2282360,Pushing Tin (1999),"Comedy, Drama, Romance","USD 38,000,000"
2285647,Queens Logic (1991),"Comedy, Drama","USD 612,781"
2285997,Quest for Camelot (1998),"Adventure, Animation, Comedy, Drama, Family, Fantasy, Musical","USD 40,000,000"
2286681,Quiz Show (1994),"Drama, History","USD 24,822,619"
2287637,Race the Sun (1996),"Adventure, Comedy, Drama","USD 1,945,552"
2288084,Radio Days (1987),"Comedy, Drama","USD 16,000,000"
2288257,Radioland Murders (1994),"Comedy, Crime, Drama, Musical, Mystery, Romance","USD 1,299,060"
2288625,Raging Bull (1980),"Biography, Drama, Sport","USD 18,000,000"
2288828,Raiders of the Lost Ark (1981),"Action, Adventure","USD 18,000,000"
2289039,Rain Man (1988),Drama,"USD 25,000,000"
2289215,Raining Stones (1993),"Comedy, Drama","USD 89,388"
2289279,Raise the Titanic (1980),"Action, Adventure, Drama, Thriller","USD 36,000,000"
2289300,Raising Arizona (1987),Comedy,"USD 6,000,000"
2290129,Rambo III (1988),"Action, Adventure, Thriller","USD 63,000,000"
2290136,Rambo: First Blood Part II (1985),"Action, Adventure, Thriller, War","USD 44,000,000"
2290316,Ran (1985),"Action, Drama, War","USD 11,500,000"
2290489,Random Hearts (1999),"Drama, Mystery, Romance","USD 64,000,000"
2290562,Rang-e khoda (1999),"Drama, Family","USD 1,810,145"
2290793,Ransom (1996),"Crime, Thriller","USD 80,000,000"
2291903,Ravenous (1999),"Horror, Thriller","USD 12,000,000"
