movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
2290793,80000000.0,136448821.0,"1,909,970 (France) (25 February 1997) | 682,241 (France) (28 January 1997) | 2,270,127 (Germany) (26 January 1997) | 1,472,237 (Germany) (12 January 1997) | 591,446 (Netherlands) (1 January 1998) | 329,508 (Portugal) (27 March 1997) | 320,870 (Portugal) (20 March 1997) | 313,295 (Portugal) (13 March 1997) | 301,791 (Portugal) (6 March 1997) | 286,817 (Portugal) (27 February 1997) | 254,497 (Portugal) (20 February 1997) | 111,517 (Portugal) (6 February 1997)",,USD
2291903,12000000.0,2060953.0,661 (Netherlands) (31 December 1999),,USD
2292109,,,,©1986 Shiuli Ltd,
2292470,900000.0,1861026.0,,"Re-Animator Productions, Inc. / PA-293-304",USD
2292610,,4960.0,,"© 1997, Universal City Studios, inc.",
2292773,24000000.0,12372410.0,,,USD
2292920,,12952019.0,,,
2293200,,20982557.0,,"Universal City Studios, Inc.",
2293416,1000000.0,1559601.0,"528,076 (Spain)",Copyright 2001 Universal Studios (DVD),USD
2293483,,,,,
2293500,1288000.0,26957.0,,"Copyright MCMXL by Selznick International Pictures, Inc. (on print); Selznick International Pictures, Inc.; 16 April 1940; LP9550 (in copyright registry)",USD
2293587,1500000.0,,,Warner Bros. Pictures Inc.; 29 October 1955; LP7249 (in copyright registry),USD
2293915,,103351.0,,,
2294497,,22415440.0,"61,894 (Netherlands) (31 December 1998)",,
2294518,,35866000.0,,,
2294990,8000000.0,2502551.0,,,USD
2295106,17900000.0,6905861.0,"173,412 (West Germany) (1985)",Famous Films B.V. (1985) [nl],USD
2295575,35000000.0,31802166.0,"93,966 (Sweden)",© MCMLXXXI Barclays Mercantile Industrial Finance Limited,USD
2296145,,49476.0,430 (Netherlands) (31 December 1999),,
2296438,,22627.0,,,
2296667,34000000.0,23360779.0,"23,261 (Netherlands) (31 December 2000) | 361,029 (Spain) (10 August 2002) | 350,491 (Spain) (25 June 2001)",Copyright © 2000 Miramax Film Corp. All rights reserved. (on print),USD
2296892,,118971.0,,,
2296987,2500000.0,,,,CAD
2297049,,452654.0,,"Relax, it's just, LP",
2297404,30000000.0,115648585.0,"40,708 (Netherlands) (31 December 2001) | 378,869 (Spain) (31 August 2002) | 346,835 (Spain) (30 June 2001)",,USD
2297836,40000000.0,24332324.0,,,USD
2298460,1500000.0,179891.0,,"Copyright © MCMLXXXIV by Universal City Studios, Inc. (on print)",USD
2298603,,1382462.0,,,
2298717,300000.0,,,Copyright © MCMLXV All Rights Reserved Compton Tekli-Film Productions Ltd. (on print),USD
2298804,4500000.0,3609278.0,"663,929 (USA) (31 December 2001) | 229,136 (France) (27 August 2002) | 228,170 (France) (21 May 2002) | 226,634 (France) (31 December 2001) | 166,655 (France) (22 May 2001) | 164,302 (France) (8 May 2001) | 155,279 (France) (1 May 2001) | 144,234 (France) (24 April 2001) | 126,678 (France) (17 April 2001) | 101,463 (France) (10 April 2001) | 72,924 (France) (3 April 2001) | 45,403 (France) (27 March 2001) | 24,438 (Netherlands) (31 December 2002) | 7,239 (Netherlands) (31 December 2001) | 32,772 (Spain) (8 December 2002) | 31,027 (Spain) (10 August 2002) | 29,256 (Spain) (31 December 2001) | 19,737 (Spain) (30 June 2001)","© Requiem For A Dream, LLC 2000 All Rights Reserved (on print)",USD
2299047,1200000.0,2687008.0,"70,682 (Germany) | 193,981 (Sweden)","Dog Eat Dog Productions, Inc",USD
2299492,12000000.0,4100000.0,"1,422 (Netherlands) (31 December 1998) | 1,407 (Netherlands) (1 January 1998) | 8,045 (Portugal) (24 October 1996)",Restoration Productions Limited,USD
2299646,4000000.0,,,© 1997 PolyGram Films (UK) Ltd.,USD
2299999,,,,Orion Pictures Corporation,
2300104,,,,Copyright MCMLXXVIII Walt Disney Productions,
2300162,225000.0,,,Twentieth Century-Fox Film Corporation,USD
2300333,24000000.0,32662299.0,"6,330 (Netherlands) (31 December 2000) | 119,206 (Spain) (10 August 2002) | 118,515 (Spain) (25 June 2001)",,USD
2300351,25000000.0,11137801.0,,,USD
2300354,,8288513.0,"11,966 (Netherlands) (31 December 1999) | 11,593 (Netherlands) (31 December 1998)",,
2300450,1000000.0,,,,USD
2301689,,1591687.0,,,
2302051,6000000.0,2600000.0,"42,164 (Netherlands) (31 December 1997) | 41,124 (Netherlands) (1 January 1997)",,GBP
2302418,,5476059.0,,,
2302526,35000000.0,630779.0,"43,271 (France) (22 May 2001) | 1,334 (Netherlands) (31 December 2000)",Copyright © 1999 Universal Studios,USD
2302661,50000000.0,2503829.0,"1,866,898 (France) (25 February 1997) | 2,064,010 (France) (1997) | 1,208,805 (France) (25 June 1996) | 14,141 (Netherlands) (31 December 1998) | 13,369 (Netherlands) (1 January 1998) | 24,079 (Spain)",,FRF
2303621,3500000.0,9247881.0,"2,537 (Netherlands) (31 December 1999) | 2,072 (Netherlands) (31 December 1998)",,USD
2303953,,,,"1996 Ripe C & P Productions, Inc.",
2304264,,63095271.0,"779,497 (France) | 101,612 (Sweden)",,
2304330,6200000.0,63541777.0,"107,570 (Sweden)",,USD
2305025,40000000.0,38087756.0,,,USD
2305197,15600000.0,68525609.0,"2,567,284 (Germany) (31 December 2000) | 154,255 (Netherlands) (31 December 2000) | 1,225,904 (Spain) (10 August 2002) | 1,212,371 (Spain) (25 June 2001) | 146,415 (Switzerland)",,USD
2305466,,146313.0,,,
2305587,28000000.0,31600000.0,"363,282 (France) (4 July 1995) | 369,366 (Germany) (1995)",© 1995 United Artists Pictures Inc. (on print); United Artists Pictures Inc.; 19 September 1995; PA644124 (in copyright registry),USD
2305931,15000000.0,32056467.0,"3,881,600 (France) (14 November 2007) | 816,000 (Sweden)",Walt Disney Productions; 25 October 1973; LP42905 (in copyright registry),USD
2305974,20000000.0,35699287.0,"84,861 (Sweden)",Copyright © 1993 by Twentieth Century Fox Film Corporation All Rights Reserved (on print),USD
2305976,48000000.0,165493908.0,,"Morgan Creek Productions, Inc. & Warner Bros. Inc.",USD
2306194,13000000.0,53356612.0,"71,021 (Sweden)",© 1987 Orion Pictures Corporation,USD
2306197,35000000.0,45285202.0,,,USD
2306201,23500000.0,10696210.0,,© 1992 ORION PICTURES CORPORATION. (on print),USD
2307071,94000.0,,,,USD
2307228,1100000.0,117235247.0,"608,000 (Sweden)",United Artists Corp.; 1 November 1976; LP47252 (in copyright registry),USD
2307246,7000000.0,6390537.0,"166,811 (Sweden)",,USD
2307247,17000000.0,902228.0,"240,815 (Sweden) | 580,880 (West Germany)",1982 United Artists Corporation,USD
2307248,30000000.0,125409936.0,"4,986,705 (France) | 3,300,000 (Germany) | 2,184,935 (Spain) | 402,736 (Sweden)",© 1985 by United Artists Corporation,USD
2307289,42000000.0,40123474.0,"127,234 (Sweden)",1990 United Artists Corporation.,USD
2307534,160000.0,445328.0,,"This motion picture © 1989 Warner Bros., Inc.",USD
2307985,,1710595.0,,,
2308229,1500000.0,5000000.0,,Paramount Pictures Corporation; 2 September 1953; LP2890 (in copyright registry),USD
2308305,,1282941.0,"289,267 (France) (18 May 1999) | 269,698 (France) (11 May 1999) | 238,546 (France) (4 May 1999) | 194,521 (France) (27 April 1999) | 112,124 (France) (20 April 1999) | 2,582 (Netherlands) (31 December 2001) | 2,369 (Netherlands) (31 December 2000)","© Flach Film - CB Films - Arte France Cinéma, Tous droits réservés - visa d'exploitation no 54 309",
2308476,10000000.0,75078260.0,"327,803 (Sweden)",Twentieth Century-Fox Film Corporation,USD
2308720,14500000.0,46338728.0,"877,006 (France) (24 June 1997) | 687,446 (France) (27 May 1997) | 186,223 (France) (22 April 1997) | 1,814,876 (Germany) (2 June 1997) | 1,751,125 (Germany) (26 May 1997) | 1,527,975 (Germany) (5 May 1997) | 1,422,047 (Germany) (28 April 1997) | 1,300,316 (Germany) (21 April 1997) | 1,166,833 (Germany) (14 April 1997) | 1,011,170 (Germany) (8 April 1997) | 818,838 (Germany) (2 April 1997) | 531,469 (Germany) (24 March 1997) | 234,820 (Germany) (opening week) | 125,428 (Netherlands) (31 December 1998) | 119,821 (Netherlands) (1 January 1998) | 192,344 (Portugal) (24 July 1997) | 185,282 (Portugal) (17 July 1997) | 178,599 (Portugal) (10 July 1997) | 171,394 (Portugal) (3 July 1997) | 163,326 (Portugal) (26 June 1997) | 145,132 (Portugal) (19 June 1997) | 130,634 (Portugal) (12 June 1997) | 113,684 (Portugal) (5 June 1997) | 97,804 (Portugal) (29 May 1997) | 79,355 (Portugal) (22 May 1997) | 31,084 (Portugal) (8 May 1997)",,USD
2308725,11500000.0,3275585.0,,,USD
2308730,25000000.0,55973336.0,"92,174 (Netherlands) (31 December 2000)",copyright 2000 Warner Bros.,USD
2308758,,38901218.0,,Copyright © 1968 Paramount Pictures Corporation,
2308889,,175340.0,"8,824 (Germany)",,
2308916,,29205077.0,"7,671 (Portugal) (26 June 1997) (opening week)","Touchstone Pictures, 1997",
2309076,55000000.0,41609593.0,"421,951 (Germany) (20 December 1998) | 309,406 (Germany) (13 December 1998) | 137,007 (Germany) (6 December 1998) | 612,995 (Germany) | 110,186 (Netherlands) (31 December 1999)",1998 United Artists Pictures Inc.,USD
2309334,,,,Remus Films Ltd.,
2309427,22000000.0,12100000.0,,,USD
2309617,1500000.0,,"795,610 (France) (1950)","Copyright MCMXLVIII by Transatlantic Pictures Corp. (on print); Transatlantic Pictures Corp. 25 September 1948; LP1845 (in copyright registry); Renewed by United Artists Television, Inc.",USD
2310074,,72588.0,"47,219 (Germany) (opening week) | 4,591 (Netherlands) (31 December 1998) | 4,287 (Netherlands) (1 January 1998)",,
2310119,2300000.0,33395426.0,"1,229,871 (Spain)",Paramount Pictures Corporation and William Castle Enterprises Inc. (1968),USD
2310159,,739104.0,,"© 1990 Brandenberg International, Ltd.",
2310222,,261475.0,"634,528 (France) (16 November 1999) | 604,518 (France) (9 November 1999) | 564,081 (France) (2 November 1999) | 506,103 (France) (26 October 1999) | 421,102 (France) (19 October 1999) | 304,888 (France) (12 October 1999) | 154,016 (France) (5 October 1999) | 11,796 (Netherlands) (31 December 2001) | 11,291 (Netherlands) (31 December 2000)",,
2310236,25000000.0,13104494.0,,© 1997 Warner Bros. (on print),USD
2310265,,9579.0,"4,447 (Netherlands) (31 December 2001) | 4,370 (Netherlands) (31 December 2000)",,
2310722,,171979.0,"3,891 (Germany)",,
2310980,12000000.0,22905674.0,"169,968 (USA) (31 December 1998) | 91,725 (UK) (31 December 1998) | 145,456 (France) (31 December 1999) | 209,464 (Italy) (31 December 1999) | 16,911 (Netherlands) (31 December 1999) | 169,968 (Spain) (15 April 2003)",,USD
2311011,,3000000.0,,Copyright © 1964 by Hal B. Wallis and Joseph H. Hazen. Copyright renewed by Paramount Pictures Corporation.,
2311879,800000.0,1001437.0,"8,801 (Spain)",,USD
2311916,,,230 (Netherlands) (1 January 1998),,
2312022,,22750363.0,,,
2312345,60000000.0,61322858.0,"105,524 (Germany) | 37,200 (Netherlands) (31 December 2000) | 175,688 (Spain) (10 August 2002) | 172,653 (Spain) (25 June 2001)",COPYRIGHT ©MM BY MFP MUNICH FILM PARTNERS GMBH & CO. ROE PRODUCTIONS KG (on print),USD
2312819,,6770587.0,"264,196 (West Germany) (1985)",Copyright © 1984 Tri-Star Pictures All Rights Reserved (on print),
2312852,70000000.0,152149590.0,"4,848,551 (Germany) (31 December 1999) | 4,543,618 (Germany) (7 November 1999) | 408,856 (Netherlands) (31 December 2000) | 406,286 (Netherlands) (31 December 1999) | 458,393 (Sweden) (30 December 1999) | 413,566 (Sweden) (28 October 1999) | 304,548 (Sweden) (30 September 1999)",,USD
2312897,9000000.0,7936012.0,"129,483 (Sweden)","© 1985 Cannon Films, Inc.",USD
2313093,,37696491.0,"301,520 (West Germany)",©1986 by MGM Entertainment Co.,
2313464,33000000.0,141153686.0,"2,791,904 (Germany) (2 May 1999) | 2,666,139 (Germany) (25 April 1999) | 2,087,771 (Germany) (12 April 1999) | 718,465 (Germany) (28 March 1999) | 224,708 (Netherlands) (31 December 1999) | 558,654 (Spain) (31 December 2001)",copyright 1998 New Line Productions Inc.,USD
2313519,11000000.0,17096053.0,"73,516 (Germany) (31 May 2001) | 2,283 (Netherlands) (31 December 1999)","Touchstone Pictures, 1998 (on print)",USD
2313912,,71233101.0,"237,351 (Sweden)",Touchstone Films,
2314869,,63649.0,,1994 Polygram Film Productions B.V.,
2315269,,299200.0,,,
2316009,,,,"Gaumont-British Picture Corp. of America, 2 December 1936, LP7003",
2316029,,,,"Copyright MCMXLII by Universal Pictures Company, Inc. (on print); Universal Pictures Company, Inc., US copyright LP11248, 29 April 1942 (in copyright registry)",
2316046,2238813.0,10000000.0,,Copyright 1954 by Paramount Pictures,USD
2316049,58000000.0,53458319.0,"254,944 (France) (27 February 1996) | 19,024 (Netherlands) (1 January 1997) | 104,497 (Portugal) (14 March 1996)",,USD
2316115,,1281200000.0,"1,196,825 (France) (1971) | 423,709 (Spain) (31 August 2002) | 417,446 (Spain) (1976)",1971 Unidis,
2316742,,512245.0,"11,922 (Portugal) (3 October 1996) | 6,633 (Portugal) (22 August 1996)",,
2316800,1000000.0,21210.0,,,USD
2316801,,1607319.0,,,
2318730,,,,copyright MCMXLII Walt Disney Productions (on print),
2318736,,,"3,502 (Netherlands) (31 December 1998) | 3,486 (Netherlands) (1 January 1998)",,
2321373,50000000.0,23717291.0,,,USD
2321444,,,,"Warner Bros. Pictures, Inc.; 28 December 1940; LP10140",
2321525,,220198.0,,,
2321649,,12131.0,,,
2322051,,7306242.0,,© MCMXCII Ideal Films (PTY) Ltd.,
2323351,,,,Copyright ©1980 ITC Entertainment Limited. (on print),
2324074,,12115757.0,"13,576 (Brazil) (12 August 2001) | 17,627 (Netherlands) (31 December 2001) | 17,166 (Netherlands) (31 December 2000) | 11,154 (Norway) (28 September 2000) | 9,266 (Norway) (21 September 2000) | 7,143 (Norway) (14 September 2000) | 3,399 (Norway) (7 September 2000) | 495,741 (Spain) (15 August 2003) | 426,811 (Spain) (15 April 2003) | 255,201 (Spain) (13 February 2003) | 149,820 (Spain) (30 January 2003)","British Sky Broadcasting, 1999",
2324123,70000000.0,216540909.0,"4,137,969 (France) (31 December 1999) | 3,930,732 (France) (29 December 1998) | 1,057,672 (France) (6 October 1998) (opening week) | 228,176 (France) (6 October 1998) (opening week) | 3,749,146 (Germany) (31 December 1999) | 3,411,604 (Germany) (22 November 1998) | 3,276,471 (Germany) (15 November 1998) | 3,033,808 (Germany) (8 November 1998) | 2,658,883 (Germany) (1 November 1998) | 2,098,057 (Germany) (25 October 1998) | 1,389,645 (Germany) (18 October 1998) | 578,703 (Germany) (12 October 1998) (opening week) | 783,808 (Netherlands) (31 December 1999) | 725,519 (Netherlands) (31 December 1998) | 2,691,487 (Spain) (26 September 2003) | 394,841 (Sweden) (31 December 1998)","Copyright © 1998 DREAMWORKS, LLC. and PARAMOUNT PICTURES CORPORATION and AMBLIN ENTERTAINMENT, INC. All rights reserved. [on screen]",USD
2324198,10000000.0,12903.0,738 (Netherlands) (31 December 1998),"COPYRIGHT © 1997 SAVIOR PRODUCTIONS, INC. (on print)",USD
2324383,,20781385.0,,1989 Twentieth Century Fox Film Corporation,
2325153,19000000.0,156997084.0,"3,322,794 (Germany) (30 June 2001) | 323,063 (Netherlands) (31 December 2000) | 324,277 (Netherlands) | 2,813,716 (Spain) (10 August 2002) | 2,741,363 (Spain) (25 June 2001)",,USD
2325529,,63895607.0,"941,662 (Germany) | 157,325 (Sweden)",,
2325646,600000.0,,,,DEM
2325897,25000000.0,96045248.0,"2,666,038 (France) | 14,255 (France) (opening day) | 107,769 (France) (opening week) | 6,022,000 (Germany) | 1,117,033 (Netherlands) | 2,326,604 (Spain) | 448,061 (Sweden)","Copyright © 1993 Universal City Studios Inc. and Amblin Entertainment Inc. (on print); Universal City Studios, Inc.; 1 February 1994; PA659866 (in copyright registry)",USD
2325936,250000.0,10580.0,,,USD
2325949,,,"950,143 (Germany) (31 December 1996)",,
2326309,6500000.0,14545844.0,,,USD
2327740,15000000.0,103001286.0,"1,826,301 (France) (30 September 1997) | 1,471,643 (France) (2 September 1997) | 621,746 (France) (29 July 1997) | 96,578 (France) (22 July 1997) (opening week) | 13,275 (France) (16 July 1997) (opening day) | 335,687 (France) (opening week) | 1,310,675 (Germany) (8 December 1997) | 1,244,729 (Germany) (1 December 1997) | 1,120,067 (Germany) (24 November 1997) | 913,600 (Germany) (17 November 1997) | 645,123 (Germany) (10 November 1997) | 305,618 (Germany) (3 November 1997) (opening week) | 214,638 (Netherlands) (31 December 1998) | 214,166 (Netherlands) (1 January 1998) | 115,610 (Portugal) (14 August 1997) | 108,784 (Portugal) (7 August 1997) | 101,819 (Portugal) (31 July 1997) | 93,745 (Portugal) (24 July 1997) | 81,295 (Portugal) (17 July 1997) | 64,028 (Portugal) (10 July 1997) | 38,107 (Portugal) (3 July 1997) (opening week)",Miramax Film Corporation,USD
2327746,23000000.0,101334374.0,"171,079 (France) (14 July 1998) (opening week) | 26,626 (France) (8 July 1998) (opening day) | 2,131,244 (France) | 383,754 (France) | 1,267,895 (Germany) (1 June 1998) | 1,209,944 (Germany) (25 May 1998) | 1,099,206 (Germany) (18 May 1998) | 845,048 (Germany) (4 May 1998) | 470,256 (Germany) (27 April 1998) (opening week) | 241,857 (Netherlands) (31 December 1998)",Miramax Film Corporation,USD
2327747,40000000.0,89138076.0,"1,395,626 (France) (25 April 2000) | 300,500 (Netherlands) (31 December 2000) | 1,406,736 (Spain) (10 August 2002) | 1,404,299 (Spain) (25 June 2001) | 132,118 (Sweden) (1 June 2000)",,USD
2327816,20000000.0,5781885.0,"71,888 (France) | 2,815 (Netherlands) (31 December 1997) | 2,801 (Netherlands) (1 January 1997) | 9,968 (Portugal) (13 June 1996)","Copyright © MCMXCV 3009122 Canada Inc. on its own behalf and in trust for Jaffa Road XXXI Limited Partnership and Fuji Eight Co., Ltd.",USD
2328405,10000000.0,7027345.0,"1,197 (Spain) (30 June 2001)","Copyright © 2000 Universal Studios, All Rights Reserved. (on print)",USD
2328488,32000000.0,60328558.0,,,USD
2328882,33000000.0,100125000.0,"4,578,092 (France) (16 April 1996) | 4,911,558 (France) (final) | 362,894 (Portugal) (18 April 1996) | 2,975,438 (Spain)","© 1995 New Line Productions, Inc.",USD
2329335,,7266383.0,,,
2329715,,86115.0,,© 1993 Monarchy Enterprises C.V.,
2330057,,,,© Gaumont-British Corp. of America; 11 May 1936; LP6571 (in copyright registry),
2330470,4500000.0,13417292.0,"1,370,000 (France) (3 December 1996) | 1,091,409 (France) (29 October 1996) | 482,407 (France) (1 October 1996) | 159,650 (Netherlands) (31 December 1997) | 50,409 (Netherlands) (1 January 1997) | 24,926 (Portugal) (28 November 1996) | 22,205 (Portugal) (21 November 1996) | 19,475 (Portugal) (14 November 1996) | 16,571 (Portugal) (7 November 1996) | 12,278 (Portugal) (31 October 1996) | 6,191 (Portugal) (24 October 1996) | 448,159 (Spain)","CiBy 2000/Thin Man Films Limited, 1996",USD
2332489,20000000.0,35422828.0,,1997 Warner Bros. (on print),USD
2333344,,4686937.0,,,
2333494,16500000.0,42993774.0,"715,564 (France) (16 April 1996) | 232,094 (Netherlands) (31 December 1997) | 229,806 (Netherlands) (1 January 1997) | 131,283 (Portugal) (18 April 1996)","Columbia Pictures Industries, Inc.",USD
2333527,,13035599.0,,,
2334512,13000000.0,7881335.0,,Savoy Pictures,USD
2334625,,27274150.0,,Copyright 1973 © Produzioni De Laurentiis Inter.,
2334876,,13961370.0,,Warner Bros. Inc.,
2335038,9000000.0,36049108.0,"215,750 (Germany) (9 June 1997) | 192,747 (Germany) (2 June 1997) | 151,416 (Germany) (26 May 1997) | 108,534 (Germany) (20 May 1997) | 56,170 (Germany) (opening week) | 10,095 (Netherlands) (1 January 1998)",,USD
2335264,,54735.0,"1,972 (Netherlands) (31 December 2000) | 1,275 (Netherlands) (31 December 1999)",© 1998 · CASPAR NOE · LES CINEMAS DE LA ZONE DEDIE A MON PLUS GRAND AMI LUIS FELIPE NOE,
2335400,,,,"Copyright 1925 Buster Keaton Productions (on print); Buster Keaton Productions; 22 April 1925, LP21376 (in copyright registry)",
2335431,2200000.0,,,"©1963 Joel Productions, Inc.",USD
2335622,70000000.0,37901509.0,"2,538,439 (France) (27 January 1998) | 1,967,041 (France) (30 December 1997) | 672,461 (France) (opening week) | 1,868,939 (Germany) (19 January 1998) | 1,800,675 (Germany) (12 January 1998) | 1,705,899 (Germany) (5 January 1998) | 1,555,277 (Germany) (29 December 1997) | 1,399,479 (Germany) (22 December 1997) | 1,270,935 (Germany) (15 December 1997) | 1,093,334 (Germany) (8 December 1997) | 890,706 (Germany) (1 December 1997) | 612,132 (Germany) (24 November 1997) | 259,865 (Germany) (17 November 1997) (opening week) | 871,855 (Netherlands) (31 December 1998) | 316,589 (Netherlands) (1 January 1998)",,USD
2336864,1200000.0,24741700.0,"811,998 (Spain) (10 August 2002) | 127,696 (Sweden)",© 1989 Outlaw Productions,USD
2337754,39000000.0,30356793.0,"1,440 (Netherlands) (1 January 1998)",,USD
2338199,45000000.0,2154540.0,"29,982 (Germany) (opening week) | 16,840 (Netherlands) (1 January 1998)","Cinergi Pictures Entertainment, Inc., & Cinergi Productions, NV, Inc.",USD
2338375,,,,"Copyright MCMXLII by Universal Pictures Company, Inc. (on print); Universal Pictures Company, Inc.; 31 December 1942; LP11785 (in copyright registry)",
2338484,22000000.0,25842000.0,"88,308 (Sweden)",Copyright © 1993 Shadowlands Productions Limited All Rights Reserved (on print),USD
2338685,,20167.0,,"1998 Tidewater Pictures, Inc.",
2338707,1125000.0,12121618.0,,"© 1971 Turner Entertainment Co., a Time Warner Company",USD
2338708,46000000.0,70334258.0,"1,191,832 (Germany) (30 June 2001) | 207,905 (Netherlands) (31 December 2001) | 186,875 (Netherlands) (31 December 2000) | 347,490 (Spain) (10 August 2002) | 343,285 (Spain) (25 June 2001)",Copyright © MM by MFP Munich FILM PARTNERS GMBH & CO. & SHAFT PRODUCTIONS KG (on print),USD
2338714,,10000000.0,,,
2338941,1400000.0,115103.0,,,USD
2338963,25000000.0,100241322.0,"1,039,867 (Argentina) (30 June 1999) | 996,143 (Argentina) (23 June 1999) | 941,408 (Argentina) (16 June 1999) | 887,582 (Argentina) (9 June 1999) | 832,065 (Argentina) (2 June 1999) | 768,493 (Argentina) (26 May 1999) | 705,270 (Argentina) (19 May 1999) | 659,352 (Argentina) (12 May 1999) | 590,828 (Argentina) (5 May 1999) | 527,570 (Argentina) (28 April 1999) | 488,963 (Argentina) (20 April 1999) | 419,538 (Argentina) (13 April 1999) | 351,319 (Argentina) (6 April 1999) | 289,546 (Argentina) (30 March 1999) | 214,758 (Argentina) (23 March 1999) | 152,643 (Argentina) (16 March 1999) | 3,283,106 (Germany) (31 December 1999) | 3,048,494 (Germany) (30 May 1999) | 2,789,223 (Germany) (9 May 1999) | 2,791,904 (Germany) (2 May 1999) | 2,546,607 (Germany) (25 April 1999) | 2,367,918 (Germany) (18 April 1999) | 2,097,612 (Germany) (11 April 1999) | 1,418,272 (Germany) (28 March 1999) | 846,349 (Germany) (21 March 1999) | 530,570 (Germany) (14 March 1999) | 228,848 (Germany) (7 March 1999) (opening week) | 403,219 (Netherlands) (31 December 2000) | 402,454 (Netherlands) (31 December 1999) | 392,815 (Sweden) (30 September 1999) | 375,203 (Sweden) (29 July 1999)",1998 Miramax Films Corp. and Universal Studios (on print),USD
2339096,991000.0,,,"RKO Radio Pictures, Inc.; 7 May 1936; LP7176 (in copyright registry)",USD
2339103,,9676677.0,"1,283 (Netherlands) (31 December 1998)",,
2339111,2500000.0,2881508.0,"1,011,678 (France) (4 July 1995)",© channel four television corporation and the glasgow film fund. MCMXCIV,USD
2339246,,49407734.0,,Copyright © MCMLXXV by Vista Company All Rights Reserved (on print); Vista Company; 11 February 1975; LP44349; Persky-Bright; 11 February 1975; LP44349 (in copyright registry),
2339347,3100000.0,20000000.0,,Copyright MCMLIII by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 27 May 1953; LP2892 (in copyright registry),USD
2339477,55000000.0,56932305.0,"101,041 (Netherlands) (31 December 2000) | 383,232 (Spain) (10 August 2002) | 376,884 (Spain) (25 June 2001)","copyright © 2000 Spyglass Entertainment Group, L,P. (on print)",USD
2339491,17000000.0,2209013.0,,Handmade Films,USD
2340287,,102523.0,,,
2341003,10000000.0,63319509.0,"99,938 (Netherlands) (31 December 1999) | 685,158 (Spain) (30 June 2001)",,USD
2341046,20000.0,7137502.0,,,USD
2341100,18000000.0,7221836.0,"79,481 (Brazil) (9 July 1998) | 471,150 (France) (30 September 1997) | 253,207 (France) (2 September 1997) | 135,323 (France) (opening week) | 22,916 (Netherlands) (31 December 1998)",1997 by Hachette Premiere & Cie. (on print),USD
2341160,3500000.0,9449219.0,"46,568 (Germany) (1 December 1996) | 7,980 (Portugal) (17 July 1997) | 4,523 (Portugal) (10 July 1997) (opening week) | 228,847 (Spain)",,USD
2341171,,15351421.0,"40,293 (Sweden)",copyright 1989 Orion Pictures Corp.,
2341509,17000000.0,603957.0,,,FRF
2342997,5500000.0,35811509.0,"488,874 (France) (27 May 1997) | 226,961 (France) (22 April 1997) | 195,497 (Germany) (2 April 1997) | 119,921 (Netherlands) (31 December 1998) | 117,090 (Netherlands) (1 January 1998) | 67,618 (Portugal) (1 May 1997) | 60,119 (Portugal) (24 April 1997) | 46,209 (Portugal) (10 April 1997) | 38,127 (Portugal) (3 April 1997) | 27,168 (Portugal) (27 March 1997) | 9,939 (Portugal) (20 March 1997)",Australian Film Finance Corporation Limited,USD
2344403,3000000.0,302204.0,"4,220 (Netherlands) (31 December 1998)",,USD
2344675,,6110979.0,"52,478 (Sweden)","Copyright © 1993 Short Cuts Productions, Inc. (on print)",
2345354,45000000.0,20350754.0,"592,115 (France) (30 January 1996) | 58,036 (Netherlands) (31 December 1997) | 58,000 (Netherlands) (1 January 1997)",,USD
2345742,,8332431.0,,,
2346707,,116758.0,"6,723 (Netherlands) (31 December 2000) | 6,380 (Netherlands) (31 December 1999)",,
2346939,4000000.0,2826523.0,"21,934 (Sweden)",,USD
2348226,30000000.0,3180674.0,,"1994 Morgan Creek Productions, Inc.",USD
2349123,30000000.0,18252684.0,,,USD
2349163,,292152.0,,,
2349269,10000000.0,902144.0,"4,366 (Netherlands) (31 December 2000)",copyright © 1999 Le Studio Canal+ (on print),USD
2349430,6000000.0,4394936.0,,Copyright © 1999 by Monarchy Enterprises and Regency Entertainment,USD
2349784,,,,Copyright © MCMLXXVII by Columbia Pictures Industries Inc. All rights reserved.,
2350234,2540800.0,,,Loew's Incorporated; 11 March 1952; LP1585 (in copyright registry),USD
2350339,,48017402.0,"860,857 (Spain)",,
2350378,,18472850.0,"57,467 (Sweden)",copyright 1992 Warner Bros.,
2350992,,7770731.0,"138,303 (France) (31 January 1995)",,
2351245,,139470392.0,"2,136,200 (Argentina) (16 March 1993) | 2,172,723 (Germany) (31 December 1992)",,
2351246,,57319029.0,"34,003 (Sweden)",,
2351693,70000000.0,74329966.0,"1,383,600 (Germany) (9 August 1998) | 1,250,107 (Germany) (26 July 1998) | 1,153,111 (Germany) (19 July 1998) | 916,906 (Germany) (12 July 1998) | 585,754 (Germany) (5 July 1998) | 240,409 (Germany) (28 June 1998) (opening week) | 259,781 (Netherlands) (31 December 1999) | 259,446 (Netherlands) (31 December 1998)",,USD
2351717,12000000.0,6410676.0,,Metro-Goldwyn-Mayer Inc.,USD
2351845,2500000.0,51617.0,,,USD
2351885,,,,"Paramount Productions, Inc; 7 February 1934; LP4470 (in copyright registry)",
2351904,2000000.0,124494.0,,"© Copyright 1998 Blade, LLC (on print)",USD
2351925,6500000.0,23686027.0,,,USD
2352948,,,,"2000 Trimark Pictures, Inc.",
