movieid,Gross,USD,Title,Year,Genre
2173331,"GR: USD 6,700,000 (USA)",6700000,Mighty Aphrodite (1995),1995,Comedy
2173344,"GR: USD 50,628,009 (USA) (11 April 1999)",50628009,Mighty Joe Young (1998),1998,Action
2173361,"GR: USD 37,765,144 (USA) (4 September 1995)",37765144,Mighty Morphin Power Rangers: The Movie (1995),1995,Action
2173730,"GR: USD 979,547 (USA) (13 May 1984)",979547,Mike's Murder (1984),1984,Drama
2174453,"GR: USD 5,080,409 (USA)",5080409,Miller's Crossing (1990),1990,Crime
2174775,"GR: USD 25,454,187 (USA) (19 October 1997)",25454187,Mimic (1997),1997,Horror
2174948,"GR: USD 104,767 (USA)",104767,Mina Tannenbaum (1994),1994,Drama
2176086,"GR: USD 17,193,886 (USA)",17193886,Miracle on 34th Street (1994),1994,Drama
2176789,"GR: USD 61,276,872 (USA)",61276872,Misery (1990),1990,Drama
2177244,"GR: USD 13,107 (USA) (19 December 1999)",13107,Miss Julie (1999),1999,Drama
2177839,"GR: USD 10,800,000 (USA)",10800000,Missing in Action 2: The Beginning (1985),1985,Action
2177959,"GR: USD 60,874,615 (USA) (16 July 2000)",60874615,Mission to Mars (2000),2000,Adventure
2177983,"GR: USD 180,981,856 (USA) (19 December 1996)",180981856,Mission: Impossible (1996),1996,Action
2177992,"GR: USD 215,409,889 (USA) (19 October 2000)",215409889,Mission: Impossible II (2000),2000,Action
2178807,"GR: USD 8,345,266 (USA)",8345266,Mitt liv som hund (1985),1985,Comedy
2179939,"GR: USD 163,245 (USA) (24 October 2004)",163245,Modern Times (1936),1936,Comedy
2180060,"GR: USD 138,425 (USA) (21 March 1999)",138425,Modulations (1998),1998,Documentary
2180670,"GR: USD 3,363,968 (USA) (21 July 1996)",3363968,Moll Flanders (1996),1996,Drama
2180698,"GR: USD 15,593 (USA) (31 October 1999)",15593,Molly (1999),1999,Comedy
2181096,"GR: USD 17,988,509 (USA) (15 November 1981)",17988509,Mommie Dearest (1981),1981,Biography
2181493,"GR: USD 5,404,977 (USA) (5 October 1986)",5404977,Mona Lisa (1986),1986,Crime
2181898,"GR: USD 41,067,398 (USA) (14 December 1997)",41067398,Money Talks (1997),1997,Action
2182361,"GR: USD 2,298,191 (USA) (19 December 1999)",2298191,Mononoke-hime (1997),1997,Adventure
2182564,"GR: USD 64,636 (USA) (30 June 2013)",64636,Monsieur Verdoux (1947),1947,Comedy
2183254,"GR: USD 1,229,197 (USA) (27 May 2012)",1229197,Monty Python and the Holy Grail (1975),1975,Adventure
2183643,"GR: USD 2,488,858 (USA)",2488858,Moonlight and Valentino (1995),1995,Comedy
2183675,"GR: USD 7,108,344 (USA) (1 July 1979)",7108344,Moonraker (1979),1979,Action
2183726,"GR: USD 80,640,528 (USA)",80640528,Moonstruck (1987),1987,Comedy
2184999,"GR: USD 70,445,672 (USA) (15 January 1996)",70445672,Mortal Kombat (1995),1995,Action
2185015,"GR: USD 35,927,406 (USA) (8 February 1998)",35927406,Mortal Kombat: Annihilation (1997),1997,Action
2185767,"GR: USD 392,362 (USA) (15 December 1996)",392362,Mother Night (1996),1996,Drama
2186706,"GR: USD 61,834,214 (USA) (10 May 1998)",61834214,Mousehunt (1997),1997,Comedy
2187739,"GR: USD 495,318 (USA) (26 March 2000)",495318,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",1999,Biography
2187886,"GR: USD 82,528,097 (USA) (28 July 1996)",82528097,Mr. Holland's Opus (1995),1995,Drama
2187957,"GR: USD 287,752 (USA) (19 July 1998)",287752,Mr. Jealousy (1997),1997,Comedy
2187965,"GR: USD 8,315,975 (USA)",8315975,Mr. Jones (1993),1993,Drama
2188028,"GR: USD 21,382,456 (USA) (12 April 1998)",21382456,Mr. Magoo (1997),1997,Adventure
2188295,"GR: USD 13,351,357 (USA)",13351357,Mr. Saturday Night (1992),1992,Comedy
2188547,"GR: USD 9,217,930 (USA) (22 March 1998)",9217930,Mrs Brown (1997),1997,Biography
2188553,"GR: USD 3,263,672 (USA) (21 June 1998)",3263672,Mrs Dalloway (1997),1997,Drama
2188633,"GR: USD 219,195,051 (USA) (1994)",219195051,Mrs. Doubtfire (1993),1993,Comedy
2188978,"GR: USD 22,551,000 (USA)",22551000,Much Ado About Nothing (1993),1993,Comedy
2189533,"GR: USD 7,179,298 (USA)",7179298,Mujeres al borde de un ataque de nervios (1988),1988,Comedy
2189721,"GR: USD 120,618,403 (USA) (6 December 1998)",120618403,Mulan (1998),1998,Adventure
2189969,"GR: USD 20,101,861 (USA) (22 September 1996)",20101861,Multiplicity (1996),1996,Comedy
2190062,"GR: USD 4,554,569 (USA) (28 November 1999)",4554569,Mumford (1999),1999,Comedy
2190354,"GR: USD 33,609,000 (USA)",33609000,Muppet Treasure Island (1996),1996,Action
2190371,"GR: USD 16,290,976 (USA) (12 September 1999)",16290976,Muppets from Space (1999),1999,Adventure
2190603,"GR: USD 25,826,788 (USA) (6 July 1997)",25826788,Murder at 1600 (1997),1997,Action
2190734,"GR: USD 17,382,000 (USA)",17382000,Murder in the First (1995),1995,Drama
2190900,"GR: USD 15,185,594 (USA)",15185594,Muriel's Wedding (1994),1994,Comedy
2190982,"GR: USD 940,325 (USA) (26 January 1986)",940325,Murphy's Romance (1985),1985,Comedy
2191428,"GR: USD 14,849,583 (USA) (16 January 2000)",14849583,Music of the Heart (1999),1999,Drama
2191929,"GR: USD 1,204,430 (USA)",1204430,Mute Witness (1994),1994,Horror
2192642,"GR: USD 126,805,112 (USA) (11 January 1998)",126805112,My Best Friend's Wedding (1997),1997,Comedy
2192747,"GR: USD 1,626,851 (USA) (28 September 1980)",1626851,My Bodyguard (1980),1980,Comedy
2192913,"GR: USD 4,676,892 (USA) (2 February 1986)",4676892,My Chauffeur (1986),1986,Comedy
2193169,"GR: USD 34,099,640 (USA) (4 July 2000)",34099640,My Dog Skip (2000),2000,Drama
2193264,"GR: USD 72,000,000 (USA)",72000000,My Fair Lady (1964),1964,Drama
2193388,"GR: USD 36,830,057 (USA) (18 July 1999)",36830057,My Favorite Martian (1999),1999,Comedy
2193407,"GR: USD 17,458,105 (USA) (12 December 1982)",17458105,My Favorite Year (1982),1982,Comedy
2193422,"GR: USD 22,294,341 (USA) (16 March 1997)",22294341,My Fellow Americans (1996),1996,Adventure
2193721,"GR: USD 7,985,929 (USA) (9 August 1998)",7985929,My Giant (1998),1998,Comedy
2194143,"GR: USD 14,743,391 (USA)",14743391,My Left Foot: The Story of Christy Brown (1989),1989,Biography
2194168,"GR: USD 616,310 (USA) (12 September 1999)",616310,My Life So Far (1999),1999,Biography
2194580,"GR: USD 346,696 (USA) (25 April 1999)",346696,My Name Is Joe (1998),1998,Drama
2194791,"GR: USD 6,258,980 (USA) (22 March 1992)",6258980,My Own Private Idaho (1991),1991,Drama
2195233,"GR: USD 408,339 (USA) (1 August 1999)",408339,My Son the Fanatic (1997),1997,Comedy
2196039,"GR: USD 29,655,590 (USA) (3 October 1999)",29655590,Mystery Men (1999),1999,Action
2196060,"GR: USD 1,004,821 (USA) (18 August 1996)",1004821,Mystery Science Theater 3000: The Movie (1996),1996,Comedy
2196068,"GR: USD 1,541,518 (USA) (1990)",1541518,Mystery Train (1989),1989,Comedy
2196132,"GR: USD 8,888,143 (USA) (26 December 1999)",8888143,"Mystery, Alaska (1999)",1999,Comedy
2199194,"GR: USD 5,669,831 (USA)",5669831,Nadine (1987),1987,Comedy
2199218,"GR: USD 446,934 (USA)",446934,Nadja (1994),1994,Drama
2199868,"GR: USD 1,769,305 (USA)",1769305,Naked (1993),1993,Drama
2199969,"GR: USD 51,109,400 (USA)",51109400,Naked Gun 33 1/3: The Final Insult (1994),1994,Action
2201727,"GR: USD 9,984,123 (USA)",9984123,Nashville (1975),1975,Drama
2202537,"GR: USD 1,293,918 (USA) (1 March 1987)",1293918,Native Son (1986),1986,Drama
2202732,"GR: USD 50,282,766 (USA)",50282766,Natural Born Killers (1994),1994,Crime
2202880,"GR: USD 10,508 (USA) (17 October 1999)",10508,Naturally Native (1998),1998,Drama
2204532,"GR: USD 15,185,672 (USA)",15185672,Needful Things (1993),1993,Crime
2205227,"GR: USD 33,592,700 (USA)",33592700,Nell (1994),1994,Drama
2205327,"GR: USD 858,345 (USA) (25 August 1996)",858345,Nelly & Monsieur Arnaud (1995),1995,Drama
2206238,"GR: USD 142,363 (USA) (7 November 1999)",142363,Nettoyage � sec (1997),1997,Comedy
2206242,"GR: USD 23,689,877 (USA) (1977)",23689877,Network (1976),1976,Drama
2206516,"GR: USD 55,469,238 (USA) (29 August 1999)",55469238,Never Been Kissed (1999),1999,Comedy
2206541,"GR: USD 27,569,674 (USA) (15 April 1984)",27569674,Never Cry Wolf (1983),1983,Adventure
2207203,"GR: USD 3,565,508 (USA)",3565508,New Jersey Drive (1995),1995,Crime
2207291,"GR: USD 17,400,601 (USA) (11 December 1994)",17400601,New Nightmare (1994),1994,Horror
2207384,"GR: USD 20,416 (USA) (17 October 1999)",20416,New Rose Hotel (1998),1998,Drama
2208048,"GR: USD 57,176,582 (USA) (14 May 2000)",57176582,Next Friday (2000),2000,Comedy
2208084,"GR: USD 3,386,698 (USA) (15 November 1998)",3386698,Next Stop Wonderland (1998),1998,Comedy
2208474,"GR: USD 168,462 (USA) (12 April 1998)",168462,"Niagara, Niagara (1997)",1997,Drama
2208962,"GR: USD 7,439,392 (USA) (10 December 1995)",7439392,Nick of Time (1995),1995,Crime
2209075,"GR: USD 209,951 (USA)",209951,Nico Icon (1995),1995,Biography
2209608,"GR: USD 9,881,286 (USA) (10 August 1997)",9881286,Night Falls on Manhattan (1996),1996,Crime
2210196,"GR: USD 12,000,000 (USA) (January 2000)",12000000,Night of the Living Dead (1968),1968,Horror
2210254,"GR: USD 2,015,810 (USA)",2015810,Night on Earth (1991),1991,Comedy
1672716,"GR: USD 384,043 (USA) (9 November 1986)",384043,"'night, Mother (1986)",1986,Drama
2210356,"GR: USD 2,525,360 (USA) (12 April 1981)",2525360,Nighthawks (1981),1981,Action
2210519,"GR: USD 6,670,680 (USA) (25 September 1983)",6670680,Nightmares (1983),1983,Horror
2210617,"GR: USD 1,154,237 (USA) (3 May 1998)",1154237,Nightwatch (1997),1997,Drama
2211223,"GR: USD 189,509 (USA)",189509,Nina Takes a Lover (1994),1994,Comedy
2211282,"GR: USD 5,317,870 (USA) (11 May 1986)",5317870,Nine 1/2 Weeks (1986),1986,Drama
2211336,"GR: USD 69,700,000 (USA)",69700000,Nine Months (1995),1995,Comedy
2211751,"GR: USD 1,187,000 (USA)",1187000,Ninotchka (1939),1939,Comedy
2212209,"GR: USD 13,560,960 (USA)",13560960,Nixon (1995),1995,Biography
2212660,"GR: USD 15,340,000 (USA)",15340000,No Escape (1994),1994,Action
2212954,"GR: USD 143,273 (USA) (12 April 1998)",143273,No Looking Back (1998),1998,Comedy
2213122,"GR: USD 12,303,904 (USA) (1 February 1987)",12303904,No Mercy (1986),1986,Action
2213622,"GR: USD 4,994,094 (USA) (25 November 1984)",4994094,No Small Affair (1984),1984,Comedy
2213866,"GR: USD 35,509,515 (USA)",35509515,No Way Out (1987),1987,Action
2216031,"GR: USD 22,891 (USA) (1996)",22891,Normal Life (1996),1996,Crime
2217693,"GR: USD 32,324,557 (USA)",32324557,Nothing in Common (1986),1986,Comedy
2217888,"GR: USD 116,006,080 (USA) (3 October 1999)",116006080,Notting Hill (1999),1999,Comedy
2218486,"GR: USD 27,400,000 (USA)",27400000,Now and Then (1995),1995,Comedy
2219070,"GR: USD 984,681 (USA)",984681,Nueba Yol (1995),1995,Comedy
2219779,"GR: USD 25,167,270 (USA) (17 December 2000)",25167270,Nurse Betty (2000),2000,Comedy
2219992,"GR: USD 123,307,945 (USA) (1 January 2001)",123307945,Nutty Professor II: The Klumps (2000),2000,Comedy
2221102,"GR: USD 52,609 (USA)",52609,O Convento (1995),1995,Drama
2222143,"GR: USD 310,724 (USA) (22 February 1998)",310724,"O Que � Isso, Companheiro (1997)",1997,Action
2224890,"GR: USD 32,481,825 (USA) (25 July 1999)",32481825,October Sky (1999),1999,Biography
2226062,"GR: USD 37,446 (USA) (14 December 1997)",37446,Office Killer (1997),1997,Comedy
2226103,"GR: USD 10,824,921 (USA) (9 May 1999)",10824921,Office Space (1999),1999,Comedy
2227800,"GR: USD 255,088 (USA)",255088,Okno v Parizh (1994),1994,Comedy
2228704,"GR: USD 73,450,885 (USA)",73450885,Oliver & Company (1988),1988,Adventure
2228754,"GR: USD 16,800,000 (USA)",16800000,Oliver! (1968),1968,Crime
2229633,"GR: USD 119,285,432 (USA) (31 December 1982)",119285432,On Golden Pond (1981),1981,Drama
2229656,"GR: USD 22,774,493 (USA) (1970)",22774493,On Her Majesty's Secret Service (1969),1969,Action
2230732,"GR: USD 47,074 (USA) (19 March 2000)",47074,On the Ropes (1999),1999,Documentary
2231247,"GR: USD 5,321,508 (USA)",5321508,Once Upon a Time in America (1984),1984,Crime
2231307,"GR: USD 3,375,000 (USA)",3375000,Once Upon a Time... When We Were Colored (1995),1995,Drama
2231336,"GR: USD 2,201,126 (USA)",2201126,Once Were Warriors (1994),1994,Crime
2231855,"GR: USD 5,716,080 (USA) (7 September 1997)",5716080,One Eight Seven (1997),1997,Drama
2231882,"GR: USD 1,543,112 (USA)",1543112,One False Move (1992),1992,Crime
2231896,"GR: USD 46,112,540 (USA) (23 March 1997)",46112540,One Fine Day (1996),1996,Comedy
2231909,"GR: USD 112,000,000 (USA)",112000000,One Flew Over the Cuckoo's Nest (1975),1975,Drama
2232255,"GR: USD 13,229,514 (USA) (29 December 1985)",13229514,One Magic Christmas (1985),1985,Family
2232299,"GR: USD 229,311 (USA) (24 October 1999)",229311,One Man's Hero (1999),1999,Action
2232552,"GR: USD 2,618,335 (USA) (14 December 1997)",2618335,One Night Stand (1997),1997,Drama
2232980,"GR: USD 1,220,906 (USA) (20 December 1998)",1220906,One Tough Cop (1998),1998,Action
2233001,"GR: USD 23,209,440 (USA) (15 November 1998)",23209440,One True Thing (1998),1998,Drama
2233552,"GR: USD 206,128 (USA) (20 April 2000)",206128,Onegin (1999),1999,Drama
2233759,"GR: USD 8,554 (France) (29 January 2002) (re-release)",8554,Only Angels Have Wings (1939),1939,Drama
2233885,"GR: USD 20,042,048 (USA)",20042048,Only You (1994),1994,Comedy
2236640,"GR: USD 582,024 (USA) (22 November 1998)",582024,Orgazmo (1997),1997,Comedy
2236888,"GR: USD 3,014,000 (USA)",3014000,Original Gangstas (1996),1996,Action
2237013,"GR: USD 5,289,772 (USA)",5289772,Orlando (1992),1992,Drama
2237801,"GR: USD 1,508,689 (USA) (15 March 1998)",1508689,Oscar and Lucinda (1997),1997,Drama
2238427,"GR: USD 189,042 (USA) (26 October 1986)",189042,Otello (1986),1986,Drama
2239941,"GR: USD 87,100,000 (USA)",87100000,Out of Africa (1985),1985,Biography
2240178,"GR: USD 37,339,525 (USA) (30 August 1998)",37339525,Out of Sight (1998),1998,Action
2240516,"GR: USD 27,974,168 (USA) (28 September 1997)",27974168,Out to Sea (1997),1997,Comedy
2240566,"GR: USD 67,823,573 (USA)",67823573,Outbreak (1995),1995,Action
2240849,"GR: USD 52,864,741 (USA)",52864741,Outrageous Fortune (1987),1987,Comedy
2240936,"GR: USD 7,292,175 (USA) (10 October 1999)",7292175,Outside Providence (1999),1999,Comedy
2244271,"GR: USD 41,400,000 (USA)",41400000,Pale Rider (1985),1985,Western
2244488,"GR: USD 5,840,581 (USA) (17 May 1998)",5840581,Palmetto (1998),1998,Crime
2246169,"GR: USD 272,232 (USA)",272232,Pao Da Shuang Deng (1994),1994,Drama
2246675,"GR: USD 53,267,000 (USA)",53267000,Papillon (1973),1973,Biography
2247366,"GR: USD 1,921,471 (USA) (1 June 1997)",1921471,Paradise Road (1997),1997,Drama
2247913,"GR: USD 7,000,000 (USA)",7000000,Parasite (1982),1982,Horror
2248232,"GR: USD 100,047,830 (USA)",100047830,Parenthood (1989),1989,Comedy
2248580,"GR: USD 2,164,507 (USA) (9 June 1985)",2164507,"Paris, Texas (1984)",1984,Drama
2249442,"GR: USD 472,370 (USA)",472370,Party Girl (1995),1995,Comedy
2250593,"GR: USD 249,682 (USA) (13 September 1998)",249682,Passion in the Desert (1997),1997,Adventure
2250599,"GR: USD 769,009 (USA) (27 August 2000)",769009,Passion of Mind (2000),2000,Drama
2251093,"GR: USD 135,014,968 (USA) (30 May 1999)",135014968,Patch Adams (1998),1998,Biography
2251197,"GR: USD 536,364 (USA)",536364,Pather Panchali (1955),1955,Drama
2251547,"GR: USD 83,287,363 (USA)",83287363,Patriot Games (1992),1992,Action
2252075,"GR: USD 27,008,669 (USA) (16 August 1998)",27008669,Paulie (1998),1998,Adventure
2253153,"GR: USD 2,279,807 (USA) (20 December 1998)",2279807,Pecker (1998),1998,Comedy
2253441,"GR: USD 83,957 (USA) (22 August 1999) (re-issue)",83957,Peeping Tom (1960),1960,Horror
2253332,"GR: USD 40,940,662 (USA) (10 November 1985)",40940662,Pee-wee's Big Adventure (1985),1985,Adventure
2253567,"GR: USD 41,382,841 (USA)",41382841,Peggy Sue Got Married (1986),1986,Comedy
2254219,"GR: USD 662,896 (USA) (4 April 1982)",662896,Penitentiary II (1982),1982,Drama
2255035,"GR: USD 15,000,000 (USA)",15000000,Per qualche dollaro in più (1965),1965,Western
2255064,"GR: USD 3,500,000 (USA) (1971)",3500000,Per un pugno di dollari (1964),1964,Western
2255408,"GR: USD 99,389 (USA) (19 December 1999)",99389,Perfect Blue (1997),1997,Animation
2256004,"GR: USD 1,166,199 (USA) (8 November 1998)",1166199,Permanent Midnight (1998),1998,Biography
2257031,"GR: USD 57,469,179 (USA)",57469179,Pet Sematary (1989),1989,Horror
2257265,"GR: USD 29,445,131 (USA) (1989)",29445131,Peter Pan (1953),1953,Adventure
2257381,"GR: USD 4,058,564 (USA)",4058564,Peter's Friends (1992),1992,Comedy
2257129,"GR: USD 4,100,000 (USA) (1984)",4100000,Pete's Dragon (1977),1977,Adventure
2257901,"GR: USD 11,988,469 (USA)",11988469,Phantasm (1979),1979,Horror
2257904,"GR: USD 5,667,120 (USA) (17 July 1988)",5667120,Phantasm II (1988),1988,Horror
2258068,"GR: USD 5,657,370 (USA) (15 February 1998)",5657370,Phantoms (1998),1998,Horror
2258079,"GR: USD 50,652 (USA)",50652,Pharaoh's Army (1995),1995,Western
2258957,"GR: USD 1,067,773 (USA) (23 April 2000)",1067773,Ph�rpa (1999),1999,Comedy
2258163,"GR: USD 1,263,945 (USA) (18 August 1996)",1263945,Phat Beach (1996),1996,Comedy
2258248,"GR: USD 104,632,573 (USA) (26 January 1997)",104632573,Phenomenon (1996),1996,Drama
2258328,"GR: USD 77,446,440 (USA) (1994)",77446440,Philadelphia (1993),1993,Drama
2258958,"GR: USD 3,216,970 (USA) (29 November 1998)",3216970,Pi (1998),1998,Drama
2259508,"GR: USD 84,744 (USA) (5 July 1998) (re-issue)",84744,Picnic at Hanging Rock (1975),1975,Drama
2259556,"GR: USD 1,238,905 (USA)",1238905,Picture Bride (1994),1994,Drama
2259586,"GR: USD 31,058,643 (USA) (5 October 1997)",31058643,Picture Perfect (1997),1997,Comedy
2261350,"GR: USD 180,483 (USA) (20 April 1997) (re-issue)",180483,Pink Flamingos (1972),1972,Comedy
2261353,"GR: USD 14,844,106 (USA) (5 December 1982)",14844106,Pink Floyd The Wall (1982),1982,Drama
2261598,"GR: USD 18,863,559 (USA) (1992) (re-release)",18863559,Pinocchio (1940),1940,Adventure
2262464,"GR: USD 39,240,659 (USA) (5 July 2012)",39240659,Pitch Black (2000),2000,Action
2262957,"GR: USD 34,700,000 (USA)",34700000,Places in the Heart (1984),1984,Drama
2263670,"GR: USD 137,963,328 (USA)",137963328,Platoon (1986),1986,Action
2263826,"GR: USD 8,427,204 (USA) (12 March 2000)",8427204,Play It to the Bone (1999),1999,Comedy
2264592,"GR: USD 3,956,212 (USA) (21 February 1999)",3956212,Playing by Heart (1998),1998,Comedy
2264538,"GR: USD 4,052,347 (USA) (9 November 1997)",4052347,Playing God (1997),1997,Crime
2264815,"GR: USD 40,568,025 (USA) (28 March 1999)",40568025,Pleasantville (1998),1998,Comedy
2265148,"GR: USD 618,090 (USA)",618090,Plein soleil (1960),1960,Crime
2265188,"GR: USD 6,148,000 (USA)",6148000,Plenty (1985),1985,Drama
2265452,"GR: USD 474,900 (USA) (31 October 1999)",474900,Plunkett & Macleane (1999),1999,Action
2265771,"GR: USD 141,579,773 (USA) (28 July 2012)",141579773,Pocahontas (1995),1995,Adventure
2266198,"GR: USD 27,515,786 (USA)",27515786,Poetic Justice (1993),1993,Drama
2266555,"GR: USD 609,524 (USA)",609524,Poison (1991),1991,Drama
2266691,"GR: USD 85,744,662 (USA) (27 February 2000)",85744662,Pokemon: The First Movie - Mewtwo Strikes Back (1998),1998,Action
2266891,"GR: USD 43,746,923 (USA) (8 October 2000)",43746923,Pok�mon: The Movie 2000 (1999),1999,Adventure
2267111,"GR: USD 81,198,894 (USA) (22 July 1984)",81198894,Police Academy (1984),1984,Comedy
2267114,"GR: USD 55,337,042 (USA) (23 June 1985)",55337042,Police Academy 2: Their First Assignment (1985),1985,Comedy
2267116,"GR: USD 42,747,092 (USA) (8 June 1986)",42747092,Police Academy 3: Back in Training (1986),1986,Comedy
2267118,"GR: USD 28,061,343 (USA) (31 May 1987)",28061343,Police Academy 4: Citizens on Patrol (1987),1987,Comedy
2267120,"GR: USD 19,449,527 (USA) (15 May 1988)",19449527,Police Academy 5: Assignment: Miami Beach (1988),1988,Comedy
2267121,"GR: USD 10,612,345 (USA) (2 April 1989)",10612345,Police Academy 6: City Under Siege (1989),1989,Comedy
2267434,"GR: USD 563,143 (USA) (16 August 1998)",563143,Polish Wedding (1998),1998,Comedy
2267777,"GR: USD 74,706,019 (USA) (5 December 1982)",74706019,Poltergeist (1982),1982,Horror
2267780,"GR: USD 40,996,665 (USA)",40996665,Poltergeist II: The Other Side (1986),1986,Horror
2268063,"GR: USD 1,351,319 (USA) (28 September 1997)",1351319,Ponette (1996),1996,Drama
2269410,"GR: USD 105,124,546 (USA) (22 August 1982)",105124546,Porky's (1982),1982,Comedy
2269426,"GR: USD 33,759,266 (USA) (28 August 1983)",33759266,Porky's II: The Next Day (1983),1983,Comedy
2269444,"GR: USD 20,500,327 (USA) (27 May 1985)",20500327,Porky's Revenge (1985),1985,Comedy
2270182,"GR: USD 16,367 (USA) (10 September 2000)",16367,Portraits chinois (1996),1996,Comedy
2270749,"GR: USD 1,113,538 (USA) (4 December 1983)",1113538,Possession (1981),1981,Drama
2272308,"GR: USD 46,732,881 (USA) (10 January 1999)",46732881,Practical Magic (1998),1998,Comedy
2273044,"GR: USD 56,471,713 (USA) (20 September 1987)",56471713,Predator (1987),1987,Action
2273048,"GR: USD 28,317,513 (USA) (21 January 1991)",28317513,Predator 2 (1990),1990,Action
2273174,"GR: USD 532,190 (USA) (2 February 1997)",532190,Prefontaine (1997),1997,Biography
2279852,"GR: USD 5,860,483 (USA)",5860483,Pr�t-�-Porter (1994),1994,Comedy
2274590,"GR: USD 40,366,274 (USA) (13 July 1986)",40366274,Pretty in Pink (1986),1986,Comedy
2274575,"GR: USD 178,406,268 (USA)",178406268,Pretty Woman (1990),1990,Comedy
2274790,"GR: USD 3,434,515 (USA) (25 June 2000)",3434515,Price of Glory (2000),2000,Drama
2274852,"GR: USD 1,654,743 (USA)",1654743,Prick Up Your Ears (1987),1987,Biography
2274949,"GR: USD 4,176,932 (USA)",4176932,Priest (1994),1994,Drama
2275139,"GR: USD 56,059,267 (USA) (18 August 1996)",56059267,Primal Fear (1996),1996,Crime
2275181,"GR: USD 38,966,057 (USA) (21 June 1998)",38966057,Primary Colors (1998),1998,Comedy
2275635,"GR: USD 7,840,272 (USA) (6 December 1981)",7840272,Prince of the City (1981),1981,Crime
2276353,"GR: USD 4,739,769 (USA) (12 October 1980)",4739769,Private Benjamin (1980),1980,Comedy
2276841,"GR: USD 41,198,146 (USA) (8 June 1997)",41198146,Private Parts (1997),1997,Biography
2276914,"GR: USD 14,049,540 (USA) (5 September 1983)",14049540,Private School (1983),1983,Comedy
2277269,"GR: USD 145,443 (USA) (31 May 1998)",145443,Priyatel pokoynika (1997),1997,Comedy
2277334,"GR: USD 26,700,000 (USA)",26700000,Prizzi's Honor (1985),1985,Comedy
2280097,"GR: USD 32,000,000 (USA)",32000000,Psycho (1960),1960,Horror
2280098,"GR: USD 21,380,220 (USA) (24 January 1999)",21380220,Psycho (1998),1998,Horror
2280101,"GR: USD 265,107 (USA) (10 December 2000)",265107,Psycho Beach Party (2000),2000,Comedy
2280125,"GR: USD 30,451,264 (USA) (17 July 1983)",30451264,Psycho II (1983),1983,Horror
2280126,"GR: USD 12,808,730 (USA) (27 July 1986)",12808730,Psycho III (1986),1986,Horror
2280997,"GR: USD 107,928,762 (USA) (5 August 2012)",107928762,Pulp Fiction (1994),1994,Crime
2282360,"GR: USD 8,406,264 (USA) (4 July 1999)",8406264,Pushing Tin (1999),1999,Comedy
2285997,"GR: USD 22,717,758 (USA) (9 August 1998)",22717758,Quest for Camelot (1998),1998,Adventure
2288625,"GR: USD 23,383,987 (USA) (17 February 2005)",23383987,Raging Bull (1980),1980,Biography
2288828,"GR: USD 3,115,115 (USA) (30 September 2012)",3115115,Raiders of the Lost Ark (1981),1981,Action
2289039,"GR: USD 172,825,435 (USA)",172825435,Rain Man (1988),1988,Drama
2289215,"GR: USD 89,388 (USA)",89388,Raining Stones (1993),1993,Comedy
2289300,"GR: USD 22,847,564 (USA)",22847564,Raising Arizona (1987),1987,Comedy
2290129,"GR: USD 53,715,611 (USA) (18 September 1988)",53715611,Rambo III (1988),1988,Action
2290136,"GR: USD 150,415,432 (USA) (27 October 1985)",150415432,Rambo: First Blood Part II (1985),1985,Action
2290316,"GR: USD 116,872 (USA) (19 September 2010)",116872,Ran (1985),1985,Action
2290489,"GR: USD 31,054,924 (USA) (21 November 1999)",31054924,Random Hearts (1999),1999,Drama
2290562,"GR: USD 1,810,145 (USA) (8 October 2000)",1810145,Rang-e khoda (1999),1999,Drama
2290793,"GR: USD 136,448,821 (USA) (13 April 1997)",136448821,Ransom (1996),1996,Crime
2291903,"GR: USD 2,060,953 (USA) (2 May 1999)",2060953,Ravenous (1999),1999,Horror
2292610,"GR: USD 4,960 (USA) (25 October 1998)",4960,Reach the Rock (1998),1998,Comedy
2292773,"GR: USD 12,372,410 (USA) (21 May 2000)",12372410,Ready to Rumble (2000),2000,Comedy
2293200,"GR: USD 20,982,557 (USA)",20982557,Reality Bites (1994),1994,Comedy
2292470,"GR: USD 1,861,026 (USA) (3 November 1985)",1861026,Re-Animator (1985),1985,Horror
2293416,"GR: USD 1,559,601 (USA) (16 April 2000)",1559601,Rear Window (1954),1954,Mystery
2293915,"GR: USD 103,351 (USA)",103351,Reckless (1995),1995,Comedy
2294497,"GR: USD 22,415,440 (USA) (19 January 1998)",22415440,Red Corner (1997),1997,Crime
2295106,"GR: USD 6,905,861 (USA) (11 August 1985)",6905861,Red Sonja (1985),1985,Action
2295575,"GR: USD 31,802,166 (USA) (21 February 1982)",31802166,Reds (1981),1981,Biography
2296145,"GR: USD 49,476 (USA) (1 November 1998)",49476,Regarde la mer (1997),1997,Thriller
2296438,"GR: USD 22,627 (USA) (25 July 1999)",22627,Regret to Inform (1998),1998,Documentary
2296667,"GR: USD 23,360,779 (USA) (18 June 2000)",23360779,Reindeer Games (2000),2000,Action
2296892,"GR: USD 118,971 (USA) (12 November 2000)",118971,Rekopis znaleziony w Saragossie (1965),1965,Adventure
2297049,"GR: USD 452,654 (USA) (12 December 1999)",452654,Relax... It's Just Sex (1998),1998,Comedy
