movieid,title,year,genres,Currency,Budget,Gross_Revenue,Additional_Data,Copyright
2134058,Lolita (1997),1997,"Drama, Romance",USD,"58,000,000.00","1,060,056.00","41,092 (Germany) (4 January 1998) (opening week) | 9,772 (Netherlands) (31 December 1999)","1997 Lolita Productions, Inc."
2080719,Kundun (1997),1997,"Biography, Drama, History, War",USD,"28,000,000.00","5,532,301.00","349,553 (Germany) (18 June 1998) | 46,583 (Germany) (23 March 1998) (opening week) | 43,036 (Netherlands) (31 December 1999) | 38,124 (Netherlands) (31 December 1998)",Touchstone Pictures
2064709,Karakter (1997),1997,"Crime, Drama, Mystery",USD,"4,500,000.00","713,413.00","688,753 (Argentina) (22 December 1998) | 320,694 (Argentina) (15 December 1998) | 251,886 (Argentina) (8 December 1998) | 199,896 (Argentina) (1 December 1998) | 147,972 (Argentina) (24 November 1998) | 114,586 (Argentina) (17 November 1998) | 62,748 (Argentina) (10 November 1998) | 200,763 (Netherlands) (31 December 1998) | 133,915 (Netherlands) (1 January 1998) | 203,354 (Netherlands)",
2147962,Mad City (1997),1997,"Drama, Thriller",USD,"50,000,000.00","10,556,196.00","22,287 (Germany) (22 February 1998) (opening week)",
2381528,Suicide Kings (1997),1997,"Comedy, Crime, Drama, Mystery, Thriller",USD,"5,000,000.00","1,692,872.00",,©1997 LIVE Film and Mediaworks Inc. All Rights Reserved. (on print)
1828716,Commandments (1997),1997,"Comedy, Drama, Romance",USD,"5,000,000.00","488,419.00",,"Universal City Studios, Inc., 1996"
2173027,Midnight in the Garden of Good and Evil (1997),1997,"Crime, Drama, Mystery, Thriller",USD,"30,000,000.00","25,078,937.00","4,448 (Netherlands) (31 December 1998)",© 1997 Warner Bros. (on print)
1832956,Cop Land (1997),1997,"Crime, Drama, Thriller",USD,"10,000,000.00","44,886,089.00","443,420 (Germany) (23 February 1998) | 388,788 (Germany) (16 February 1998) | 302,011 (Germany) (9 February 1998) | 153,389 (Germany) (2 February 1998) (opening week) | 81,187 (Netherlands) (31 December 1998) | 79,010 (Netherlands) (1 January 1998)",Miramax Film Corp.
1757342,Batman & Robin (1997),1997,"Action, Crime, Fantasy",USD,"125,000,000.00","107,285,004.00","1,321,129 (France) (2 September 1997) | 1,063,191 (France) (29 July 1997) | 130,869 (France) (15 July 1997) (opening week) | 33,701 (France) (9 July 1997) (opening day) | 567,917 (France) (opening week) | 1,223,639 (Germany) (28 July 1997) | 1,135,861 (Germany) (21 July 1997) | 966,346 (Germany) (14 July 1997) | 774,905 (Germany) (7 July 1997) | 357,142 (Germany) (opening week) | 92,345 (Netherlands) (31 December 1998) | 92,323 (Netherlands) (1 January 1998) | 183,041 (Portugal) (14 August 1997) | 178,378 (Portugal) (7 August 1997) | 164,088 (Portugal) (31 July 1997) | 137,132 (Portugal) (24 July 1997) | 86,407 (Portugal) (17 July 1997) (opening week) | 1,013,074 (Spain)",© 1997 Warner Bros.
1730566,Anna Karenina (1997),1997,"Drama, Romance",USD,"35,000,000.00","791,830.00","301,107 (France) (24 June 1997) | 135,123 (France) (opening week)",
2435197,The Game (1997),1997,"Drama, Mystery, Thriller",USD,"50,000,000.00","48,265,581.00","1,087,931 (Germany) (12 January 1998) | 883,932 (Germany) (22 December 1997) | 790,775 (Germany) (15 December 1997) | 649,128 (Germany) (8 December 1997) | 481,911 (Germany) (1 December 1997) | 245,761 (Germany) (24 November 1997) (opening week) | 370,693 (Netherlands) (31 December 1998) | 282,933 (Netherlands) (1 January 1998) | 1,428,439 (Spain)",
1829882,Con Air (1997),1997,"Action, Crime, Thriller",USD,"75,000,000.00","101,087,161.00","994,244 (France) (30 September 1997) | 705,405 (France) (2 September 1997) | 445,465 (France) (opening week) | 2,524,901 (Germany) (11 August 1997) | 2,490,445 (Germany) (4 August 1997) | 2,421,262 (Germany) (28 July 1997) | 2,323,311 (Germany) (21 July 1997) | 2,159,780 (Germany) (14 July 1997) | 1,990,862 (Germany) (7 July 1997) | 1,692,859 (Germany) (30 June 1997) | 1,195,430 (Germany) (23 June 1997) | 563,562 (Germany) (opening week) | 397,700 (Netherlands) (1 January 1998) | 181,404 (Portugal) (21 August 1997) | 175,997 (Portugal) (14 August 1997) | 170,590 (Portugal) (7 August 1997) | 158,833 (Portugal) (31 July 1997) | 148,415 (Portugal) (24 July 1997) | 131,442 (Portugal) (17 July 1997) | 106,862 (Portugal) (10 July 1997) | 68,394 (Portugal) (3 July 1997) (opening week)","Touchstone Pictures and Jerry Bruckheimer, Inc."
2170555,Metro (1997),1997,"Action, Comedy, Crime, Drama, Thriller",USD,"55,000,000.00","31,987,563.00","563,807 (France) (29 July 1997) | 297,659 (France) (opening week) | 943,441 (Germany) (16 June 1997) | 907,099 (Germany) (9 June 1997) | 842,525 (Germany) (2 June 1997) | 713,272 (Germany) (26 May 1997) | 550,377 (Germany) (20 May 1997) | 310,115 (Germany) (opening week) | 229,518 (Netherlands) (1 January 1998) | 149,300 (Portugal) (8 May 1997) | 138,765 (Portugal) (1 May 1997) | 116,279 (Portugal) (24 April 1997) | 90,573 (Portugal) (17 April 1997) | 61,343 (Portugal) (10 April 1997)",Caravan Pictures
2088076,L.A. Confidential (1997),1997,"Crime, Drama, Mystery, Thriller",USD,"35,000,000.00","64,604,977.00","13,777,598 (USA) (31 December 1998) | 1,884,748 (UK) (31 December 1998) | 582,188 (France) (31 December 2000) | 372,424 (France) (28 October 1997) | 182,141 (France) (opening week) | 143,850 (Germany) (15 December 1997) | 69,402 (Germany) (8 December 1997) (opening week) | 112,337 (Netherlands) (31 December 1998) | 65,169 (Netherlands) (1 January 1998) | 1,391,221 (Spain) (31 December 2000)",
2414877,The Borrowers (1997),1997,"Comedy, Family, Fantasy",USD,"29,000,000.00","22,359,293.00","573,861 (France) (1998) | 203,252 (Germany) (29 December 1997) | 136,456 (Germany) (22 December 1997) | 181,284 (Netherlands) (31 December 1999) | 180,546 (Netherlands) (31 December 1998)","PolyGram Filmed Entertainment, Inc., 1997"
1831790,Contact (1997),1997,"Drama, Mystery, Sci-Fi, Thriller",USD,"90,000,000.00","100,853,835.00","910,337 (France) (28 October 1997) | 611,739 (France) (30 September 1997) | 99,938 (France) (23 September 1997) (opening week) | 16,053 (France) (17 September 1997) (opening day) | 944,970 (France) | 369,566 (France) (opening week) | 219,760 (France) | 1,206,108 (Germany) (10 November 1997) | 1,109,147 (Germany) (3 November 1997) | 940,653 (Germany) (27 October 1997) | 706,421 (Germany) (20 October 1997) | 334,978 (Germany) (13 October 1997) (opening week) | 162,303 (Netherlands) (31 December 1998) | 159,156 (Netherlands) (1 January 1998) | 145,226 (Portugal) (30 October 1997) | 78,976 (Portugal) (23 October 1997) (opening week) | 1,110,352 (Spain) (30 November 2003)",Warner Bros.
1838360,Critical Care (1997),1997,"Comedy, Drama",USD,"12,000,000.00","141,853.00",,"LIVE Film and Mediaworks, Inc., 1997"
2125443,Liar Liar (1997),1997,Comedy,USD,"45,000,000.00","181,395,380.00","1,411,875 (France) (29 July 1997) | 845,332 (France) (opening week) | 1,633,998 (Germany) (21 July 1997) | 1,561,517 (Germany) (14 July 1997) | 1,500,226 (Germany) (7 July 1997) | 1,359,732 (Germany) (30 June 1997) | 1,187,411 (Germany) (23 June 1997) | 932,234 (Germany) (16 June 1997) | 689,558 (Germany) (9 June 1997) | 381,442 (Germany) (opening week) | 683,808 (Netherlands) (1 January 1998) | 356,170 (Portugal) (31 July 1997) | 350,702 (Portugal) (24 July 1997) | 342,839 (Portugal) (17 July 1997) | 333,657 (Portugal) (10 July 1997) | 320,934 (Portugal) (3 July 1997) | 303,144 (Portugal) (26 June 1997) | 279,352 (Portugal) (19 June 1997) | 250,420 (Portugal) (12 June 1997) | 200,464 (Portugal) (5 June 1997) | 152,574 (Portugal) (29 May 1997) | 80,914 (Portugal) (22 May 1997)","Universal City Studios, Inc."
1749222,Bacheha-Ye aseman (1997),1997,"Drama, Family",USD,"180,000.00","925,402.00","1,554 (Netherlands) (31 December 2000) | 893 (Netherlands) (31 December 1999)",
2116736,Leave It to Beaver (1997),1997,"Comedy, Family",USD,"15,000,000.00","10,713,605.00",,
2164174,McHale's Navy (1997),1997,"Action, Comedy",USD,"31,190,000.00","4,529,843.00","965,744 (USA) (1997) | 2,355 (Spain)",
2116658,Leather Jacket Love Story (1997),1997,"Drama, Romance",USD,"67,000.00","12,784.00",,
1831593,Conspiracy Theory (1997),1997,"Action, Crime, Mystery, Romance, Thriller",USD,"75,000,000.00","76,081,498.00","1,143,805 (France) (30 September 1997) | 732,249 (France) (2 September 1997) | 98,252 (France) (26 August 1997) (opening week) | 17,848 (France) (20 August 1997) (opening day) | 456,461 (France) (opening week) | 261,540 (France) | 1,198,841 (France) | 593,567 (Germany) (15 December 1997) | 574,779 (Germany) (1 December 1997) | 527,139 (Germany) (24 November 1997) | 417,393 (Germany) (17 November 1997) | 222,725 (Germany) (10 November 1997) (opening week) | 190,650 (Netherlands) (1 January 1998) | 223,854 (Portugal) (30 October 1997) | 218,161 (Portugal) (23 October 1997) | 213,361 (Portugal) (16 October 1997) | 199,579 (Portugal) (9 October 1997) | 175,377 (Portugal) (2 October 1997) | 150,620 (Portugal) (25 September 1997) | 112,563 (Portugal) (18 September 1997) | 63,270 (Portugal) (11 September 1997) (opening week)",
2400037,Telling Lies in America (1997),1997,"Drama, Music",USD,"4,000,000.00","252,318.00",,"Relevart, Inc., 1997 (on print)"
2109065,Lawn Dogs (1997),1997,Drama,USD,"8,000,000.00","106,292.00",,1997 Rank Film Distributors Limited
2388790,Switchback (1997),1997,"Crime, Mystery, Thriller",USD,"37,000,000.00","6,482,195.00","9,905 (Netherlands) (31 December 1999) | 8,302 (Netherlands) (31 December 1998)",
2168207,Men in Black (1997),1997,"Comedy, Sci-Fi",USD,"90,000,000.00","250,147,615.00","5,799,742 (France) (31 March 1998) | 5,606,673 (France) (28 October 1997) | 5,283,643 (France) (30 September 1997) | 4,137,062 (France) (2 September 1997) | 320,852 (France) (12 August 1997) (opening week) | 71,502 (France) (6 August 1997) (opening day) | 91,963 (France) (6 August 1997) (opening day) | 1,731,371 (France) (opening week) | 7,233,849 (Germany) (17 November 1997) | 7,175,497 (Germany) (10 November 1997) | 7,094,750 (Germany) (3 November 1997) | 6,922,496 (Germany) (27 October 1997) | 6,682,388 (Germany) (20 October 1997) | 6,283,412 (Germany) (13 October 1997) | 5,734,550 (Germany) (5 October 1997) | 4,815,176 (Germany) (29 September 1997) | 3,714,731 (Germany) (22 September 1997) | 1,954,972 (Germany) (15 September 1997) (opening week) | 7,437,000 (Germany) | 730,510 (Netherlands) (31 December 1998) | 730,361 (Netherlands) (1 January 1998) | 309,775 (Portugal) (25 September 1997) | 306,177 (Portugal) (18 September 1997) | 300,234 (Portugal) (11 September 1997) | 290,723 (Portugal) (4 September 1997) | 273,383 (Portugal) (28 August 1997) | 249,971 (Portugal) (21 August 1997) | 220,079 (Portugal) (14 August 1997) | 176,957 (Portugal) (7 August 1997) | 105,668 (Portugal) (31 July 1997) (opening week)","Columbia Pictures Industries, Inc."
2411215,The Beautician and the Beast (1997),1997,"Comedy, Romance",USD,"16,000,000.00","11,454,593.00",,Koch Company/High School Sweethearts
2168361,Men with Guns (1997/II),1997,Drama,USD,"2,500,000.00","742,032.00","1,806 (Netherlands) (31 December 1999)",
2425936,The Devil's Advocate (1997),1997,"Drama, Mystery, Thriller",USD,"57,000,000.00","60,984,028.00","1,856,349 (Brazil) (16 July 1998) | 669,409 (France) (27 January 1998) | 393,335 (France) (opening week) | 683,565 (Germany) (23 February 1998) | 625,355 (Germany) (16 February 1998) | 539,311 (Germany) (9 February 1998) | 398,503 (Germany) (2 February 1998) | 199,761 (Germany) (26 January 1998) (opening week) | 338,390 (Netherlands) (31 December 1998) | 300,000 (Portugal) | 1,404,130 (Spain) (15 August 2003) | 868,759 (Turkey)","Motion picture and screenplay: ©1997 Warner Bros. Productions Limited, Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc. (on print)"
2426074,The Devil's Own (1997),1997,"Crime, Drama, Thriller",USD,"90,000,000.00","42,877,165.00","1,242,273 (France) (27 May 1997) | 1,068,824 (France) (22 April 1997) | 990,241 (Germany) (21 April 1997) | 890,390 (Germany) (14 April 1997) | 697,464 (Germany) (8 April 1997) | 363,257 (Germany) (opening week) | 176,944 (Netherlands) (1 January 1998) | 179,825 (Portugal) (1 May 1997) | 165,929 (Portugal) (24 April 1997) | 141,397 (Portugal) (17 April 1997) | 117,786 (Portugal) (10 April 1997) | 76,316 (Portugal) (3 April 1997)","Copyright © 1997 Columbia Pictures Industries, Inc."
1744809,Austin Powers: International Man of Mystery (1997),1997,"Comedy, Crime",USD,"17,000,000.00","53,868,030.00","26,253 (Germany) (24 November 1997) (opening week) | 6,521 (Netherlands) (31 December 1998) | 6,491 (Netherlands) (1 January 1998) | 68,451 (Spain)","New Line Productions, Inc., 1997"
2429253,The End of Violence (1997),1997,"Drama, Thriller",USD,"5,000,000.00","283,033.00","4,538 (Netherlands) (31 December 1998)","Ciby Sales, 10, Stephen Mews, London W1P 1PP, UK, Phone: +44-171-333 88 77, Fax: +44-171-333 88 78"
2408133,The Apostle (1997),1997,Drama,USD,"5,000,000.00","20,733,485.00",,Butchers Run Films
1848628,Dante's Peak (1997),1997,"Action, Adventure, Thriller",USD,"116,000,000.00","67,155,742.00","1,086,256 (UK) (1 January 1998) | 413,619 (Belgium) (1 January 1998) | 1,380,000 (France) (1 January 1998) | 1,270,867 (France) (27 May 1997) | 955,683 (France) (22 April 1997) | 1,420,459 (Germany) (1 January 1998) | 1,368,180 (Germany) (26 May 1997) | 1,330,687 (Germany) (20 May 1997) | 1,269,038 (Germany) (12 May 1997) | 1,145,094 (Germany) (5 May 1997) | 969,769 (Germany) (28 April 1997) | 710,383 (Germany) (21 April 1997) | 354,653 (Germany) (opening week) | 275,680 (Hungary) (1 January 1998) | 362,151 (Italy) (1 January 1998) | 391,566 (Netherlands) (31 December 1998) | 391,541 (Netherlands) (1 January 1998) | 248,277 (Portugal) (1 January 1998) | 197,562 (Portugal) (8 May 1997) | 174,769 (Portugal) (1 May 1997) | 129,406 (Portugal) (24 April 1997) | 74,848 (Portugal) (17 April 1997) | 1,343,150 (Spain) (1 January 1998) | 220,710 (Switzerland) (1 January 1998)","Universal City Studios, Inc."
2432049,The Fifth Element (1997),1997,"Action, Adventure, Sci-Fi",USD,"90,000,000.00","63,540,020.00","7,485,455 (France) (30 September 1997) | 7,210,874 (France) (2 September 1997) | 6,860,927 (France) (29 July 1997) | 5,585,753 (France) (24 June 1997) | 3,897,368 (France) (27 May 1997) | 64,136 (France) (opening day) | 1,813,448 (France) (opening week) | 3,263,789 (Germany) (21 June 1998) (re-release) | 3,102,748 (Germany) (20 October 1997) | 3,021,712 (Germany) (13 October 1997) | 2,914,854 (Germany) (5 October 1997) | 2,747,246 (Germany) (29 September 1997) | 2,528,152 (Germany) (22 September 1997) | 2,217,907 (Germany) (15 September 1997) | 1,685,802 (Germany) (8 September 1997) | 743,170 (Germany) (1 September 1997) (opening week) | 250,188 (Netherlands) (31 December 1998) | 249,454 (Netherlands) (1 January 1998) | 208,993 (Portugal) (30 October 1997) | 203,678 (Portugal) (23 October 1997) | 198,838 (Portugal) (16 October 1997) | 193,781 (Portugal) (9 October 1997) | 181,440 (Portugal) (2 October 1997) | 167,612 (Portugal) (25 September 1997) | 152,243 (Portugal) (18 September 1997) | 118,695 (Portugal) (11 September 1997) | 79,158 (Portugal) (4 September 1997) (opening week)",© 1997 Gaumont
2138292,Lost Highway (1997),1997,"Drama, Mystery, Thriller",USD,"15,000,000.00","3,796,699.00","382,934 (France) (31 December 2001) | 49,322 (Netherlands) (31 December 1998) | 48,328 (Netherlands) (1 January 1998) | 44,643 (Portugal) (22 May 1997) | 33,984 (Portugal) (8 May 1997) | 26,765 (Portugal) (1 May 1997) | 14,756 (Portugal) (24 April 1997)","Lost Highway Productions, Inc., Three Pictures Production Company"
1724193,An American Werewolf in Paris (1997),1997,"Comedy, Horror, Romance, Thriller",USD,"22,000,000.00","26,521,435.00","76,478 (Germany) (19 January 1998) (opening week)",© 1997 Stonewood Communications B.V. and Hollywood Pictures Company
2045876,Jackie Brown (1997),1997,"Crime, Thriller",USD,"12,000,000.00","39,647,595.00","753,647 (Germany) (25 May 1998) | 699,168 (Germany) (18 May 1998) | 657,755 (Germany) (11 May 1998) | 581,627 (Germany) (4 May 1998) | 424,705 (Germany) (27 April 1998) | 228,041 (Germany) (20 April 1998) (opening week) | 898,639 (Germany) (20 June 1997) | 807,213 (Germany) | 179,105 (Netherlands) (31 December 1999) | 178,482 (Netherlands) (31 December 1998)","Mighty Mighty Afrodite Productions, Inc., 1997 (on print)"
2515573,Trekkies (1997),1997,Documentary,USD,"375,000.00","318,246.00",,
1945700,For Richer or Poorer (1997),1997,Comedy,USD,"35,000,000.00","31,611,225.00",,
2508265,Tomorrow Never Dies (1997),1997,"Action, Adventure, Crime, Thriller",USD,"110,000,000.00","125,332,007.00","26,700,000 (USA) | 3,435,872 (France) (27 January 1998) | 2,255,316 (France) (30 December 1997) | 308,256 (France) (23 December 1997) (opening week) | 38,478 (France) (17 December 1997) (opening day) | 1,202,360 (France) (opening week) | 3,554,187 (France) | 4,461,200 (Germany) (22 February 1998) | 4,446,946 (Germany) (8 February 1998) | 4,418,013 (Germany) (1 February 1998) | 4,354,819 (Germany) (26 January 1998) | 4,208,260 (Germany) (19 January 1998) | 3,931,393 (Germany) (12 January 1998) | 3,372,674 (Germany) (5 January 1998) | 2,381,664 (Germany) (29 December 1997) | 1,158,406 (Germany) (22 December 1997) (opening week) | 989,397 (Netherlands) (31 December 1998) | 468,859 (Netherlands) (1 January 1998) | 749,705 (Sweden) (31 December 1998) | 362,360 (Sweden) (31 December 1997) | 136,898 (Sweden) (21 December 1997) (93 screens)",© 1997 Danjaq LLC and United Artists Corporation
1891649,Dream with the Fishes (1997),1997,"Comedy, Drama",USD,"1,000,000.00","464,655.00",,
1690773,A Life Less Ordinary (1997),1997,"Comedy, Crime, Fantasy, Romance",USD,"12,000,000.00","4,266,243.00","207,644 (France) (30 December 1997) | 100,271 (France) (opening week) | 149,425 (Germany) (2 February 1998) | 66,698 (Germany) (26 January 1998) (opening week) | 96,534 (Netherlands) (31 December 1998) | 84,009 (Netherlands) (1 January 1998)",Life Less Limited
2504469,Titanic (1997),1997,"Drama, Romance",USD,"200,000,000.00","658,672,302.00","128,099,826 (USA) (31 December 1998) | 17,184,734 (UK) | 1,389,000 (Austria) | 15,913,230 (Brazil) (23 July 1998) | 15,888,587 (Brazil) (16 July 1998) | 15,859,705 (Brazil) (9 July 1998) | 1,050,000 (Czech Republic) | 1,362,118 (Denmark) | 1,028,836 (Finland) | 20,738,844 (France) (29 December 1998) | 3,079,081 (France) (29 December 1998) | 20,692,515 (France) (7 October 1998) | 20,621,965 (France) (9 September 1998) | 19,162,386 (France) (28 April 1998) | 2,890,017 (France) (28 April 1998) | 2,848,271 (France) (21 April 1998) | 18,137,165 (France) (14 April 1998) | 2,758,434 (France) (14 April 1998) | 17,292,498 (France) (7 April 1998) | 2,661,162 (France) (7 April 1998) | 16,630,182 (France) (31 March 1998) | 15,898,084 (France) (24 March 1998) | 2,475,266 (France) (24 March 1998) | 15,015,344 (France) (17 March 1998) | 2,358,371 (France) (17 March 1998) | 14,093,494 (France) (10 March 1998) | 2,240,666 (France) (10 March 1998) | 12,881,830 (France) (3 March 1998) | 2,096,467 (France) (3 March 1998) | 1,889,159 (France) (24 February 1998) | 11,437,833 (France) (24 February 1998) | 1,662,510 (France) (17 February 1998) | 9,988,103 (France) (17 February 1998) | 1,458,623 (France) (10 February 1998) | 8,611,067 (France) (10 February 1998) | 1,223,107 (France) (3 February 1998) | 7,034,936 (France) (3 February 1998) | 5,450,817 (France) (27 January 1998) (683 screens) | 973,286 (France) (27 January 1998) | 3,672,580 (France) (20 January 1998) (636 screens) | 682,932 (France) (20 January 1998) | 342,910 (France) (13 January 1998) (opening week) | 39,963 (France) (7 January 1998) (opening day) | 1,743,419 (France) (opening week) (564 screens) | 17,876,702 (Germany) (18 October 1998) | 17,603,186 (Germany) (16 August 1998) | 17,560,673 (Germany) (9 August 1998) | 17,453,984 (Germany) (26 July 1998) | 17,408,950 (Germany) (19 July 1998) | 17,347,024 (Germany) (12 July 1998) | 17,278,853 (Germany) (5 July 1998) | 17,167,578 (Germany) (21 June 1998) | 17,113,309 (Germany) (15 June 1998) | 16,942,632 (Germany) (1 June 1998) | 16,787,500 (Germany) (25 May 1998) | 16,607,790 (Germany) (18 May 1998) | 16,499,590 (Germany) (11 May 1998) | 16,346,489 (Germany) (4 May 1998) | 16,050,368 (Germany) (27 April 1998) | 14,314,369 (Germany) (6 April 1998) | 13,633,006 (Germany) (30 March 1998) | 12,886,597 (Germany) (23 March 1998) | 12,058,681 (Germany) (16 March 1998) | 11,113,728 (Germany) (9 March 1998) | 10,097,661 (Germany) (1 March 1998) | 8,995,316 (Germany) (23 February 1998) | 7,964,777 (Germany) (16 February 1998) | 6,773,964 (Germany) (9 February 1998) | 5,448,477 (Germany) (2 February 1998) | 4,021,474 (Germany) (26 January 1998) | 2,517,246 (Germany) (19 January 1998) | 1,040,573 (Germany) (12 January 1998) (opening week) | 18,081,000 (Germany) | 850,000 (Greece) | 7,921,600 (Italy) | 3,418,965 (Netherlands) (31 December 1999) | 3,415,335 (Netherlands) (31 December 1998) | 1,360,505 (Norway) | 3,513,530 (Poland) | 1,259,993 (Romania) | 10,837,725 (Spain) | 10,841,850 (Spain) | 2,166,584 (Sweden) (31 December 1998) | 1,940,197 (Switzerland) | 2,650,000 (Turkey)",Paramount Pictures Corporation
2520712,Turbulence (1997),1997,"Action, Thriller",USD,"55,000,000.00","11,466,088.00","185,127 (France) (27 May 1997) | 99,620 (France) (opening week) | 81,256 (Netherlands) (1 January 1998)",
1889009,Double Team (1997),1997,"Action, Comedy, Thriller",USD,"30,000,000.00","11,438,337.00","358,958 (France) (1997) | 185,190 (France) (opening week) | 529,524 (Germany) (29 December 1997) | 435,359 (Germany) (22 December 1997) | 344,886 (Germany) (15 December 1997) | 173,950 (Germany) (8 December 1997) (opening week) | 52,309 (Netherlands) (31 December 1998) | 41,949 (Netherlands) (1 January 1998) | 515,206 (Spain) (1997)",© 1997 Mandalay Entertainment
1887066,Donnie Brasco (1997),1997,"Biography, Crime, Drama, Thriller",USD,"35,000,000.00","41,954,997.00","600,609 (France) (22 April 1997) | 269,267 (France) (25 March 1997) | 226,541 (Germany) (31 May 1997) | 139,775 (Germany) (28 April 1997) | 63,785 (Germany) (opening week) | 693 (Japan) (1997) | 128,082 (Netherlands) (31 December 1998) | 127,868 (Netherlands) (1 January 1998) | 30,158 (Portugal) (11 September 1997) | 27,553 (Portugal) (4 September 1997) | 21,348 (Portugal) (28 August 1997) | 12,454 (Portugal) (21 August 1997) (opening week)","Mandalay Entertainment, 1997 (on print)"
1960768,Gattaca (1997),1997,"Drama, Romance, Sci-Fi, Thriller",USD,"36,000,000.00","12,339,633.00","2,619,290 (USA) (31 December 1997) | 234,188 (UK) (31 December 1998) | 41,740 (France) (5 May 1998) (opening week) | 97,569 (France) (5 May 1998) (opening week) | 3,880 (France) (29 April 1998) (opening day) | 168,097 (France) | 467,148 (France) | 368,445 (Germany) (31 December 1999) | 195,052 (Germany) (26 July 1998) | 143,509 (Germany) (19 July 1998) | 270,311 (Germany) (12 July 1998) (opening week) | 109,532 (Italy) (31 December 1999) | 333,531 (Spain) (31 August 2002) | 326,054 (Spain) (31 December 1999)","Columbia Pictures Industries, Inc."
1963417,George of the Jungle (1997),1997,"Action, Adventure, Comedy, Family, Romance",USD,"55,000,000.00","105,263,257.00","267,167 (France) (28 October 1997) | 129,374 (France) (opening week) | 1,397,801 (Germany) (16 March 1998) | 1,279,536 (Germany) (9 March 1998) | 897,629 (Germany) (23 February 1998) | 635,874 (Germany) (16 February 1998) | 292,681 (Germany) (9 February 1998) (opening week) | 264,394 (Netherlands) (31 December 1998) | 230,916 (Netherlands) (1 January 1998)","Copyright © MCMXCVII Disney Enterprises, Inc. (on print); Disney Enterprises, Inc.; 6 August 1997; PA671091 (in copyright registry)"
1696168,A Simple Wish (1997),1997,"Comedy, Fantasy",USD,"28,000,000.00","8,119,205.00",,"copyright © 1997 Universal City Studios, Inc. (on print)"
1696396,A Smile Like Yours (1997),1997,"Comedy, Romance",USD,"18,000,000.00","3,247,524.00",928 (Netherlands) (1 January 1998),
1972807,Gone Fishin' (1997),1997,"Comedy, Crime",USD,"53,000,000.00","19,736,932.00",,Hollywood Pictures Company
1957184,G.I. Jane (1997),1997,"Action, Drama",USD,"50,000,000.00","48,154,732.00","580,399 (Germany) (23 March 1998) | 507,062 (Germany) (16 March 1998) | 373,823 (Germany) (9 March 1998) | 176,093 (Germany) (1 March 1998) (opening week) | 93,986 (Netherlands) (31 December 1998)",
1703907,Absolute Power (1997),1997,"Crime, Drama, Thriller",USD,"50,000,000.00","50,007,168.00","813,293 (France) (24 June 1997) | 298,196 (France) (27 May 1997) | 106,920 (France) (27 May 1997) (opening week) | 16,402 (France) (21 May 1997) (opening day) | 977,659 (France) | 322,270 (France) | 617,293 (Germany) (30 June 1997) | 585,470 (Germany) (23 June 1997) | 533,791 (Germany) (16 June 1997) | 472,436 (Germany) (9 June 1997) | 372,588 (Germany) (2 June 1997) | 171,997 (Germany) (opening week) | 42,828 (Netherlands) (1 January 1998) | 114,159 (Portugal) (26 June 1997) | 104,895 (Portugal) (19 June 1997) | 94,021 (Portugal) (12 June 1997) | 72,665 (Portugal) (5 June 1997) | 47,306 (Portugal) (29 May 1997) (opening week)",(1996) Castle Rock Entertainment
2522027,Twin Town (1997),1997,"Comedy, Drama",USD,"3,300,000.00","74,188.00","3,699 (Netherlands) (31 December 1998) | 3,137 (Netherlands) (1 January 1998)",
2524414,U Turn (1997),1997,"Crime, Drama, Thriller",USD,"19,000,000.00","6,633,400.00","75,048 (Germany) (31 July 1998) | 13,203 (Germany) (26 April 1998) (opening week) | 4,143 (Netherlands) (31 December 1998)",© 1997 Phoenix Pictures All Rights Reserved (on print)
2572478,Wishmaster (1997),1997,"Fantasy, Horror",USD,"5,000,000.00","15,719,109.00",,
1923001,Eve's Bayou (1997),1997,Drama,USD,"6,000,000.00","14,821,531.00",725 (Netherlands) (31 December 1998),
2570133,Wilde (1997),1997,"Biography, Drama, History",USD,"10,000,000.00","2,157,701.00","50,028 (Netherlands) (31 December 1998) | 19,663 (Netherlands) (1 January 1998)",Samuelson Entertainment Ltd.
1923165,Event Horizon (1997),1997,"Horror, Sci-Fi",USD,"50,000,000.00","26,616,590.00","5,687,258 (USA) (31 December 1997) | 968,953 (UK) (31 December 1997) | 83,489 (Belgium) (31 December 1998) | 185,142 (France) (31 December 1998) | 353,811 (Germany) (31 December 1998) | 255,333 (Germany) (26 January 1998) | 130,816 (Germany) (19 January 1998) (opening week) | 129,342 (Italy) (31 December 1998) | 38,100 (Netherlands) (31 December 1998) | 366,470 (Spain) (31 December 1999)",
1924755,Excess Baggage (1997),1997,"Action, Comedy, Crime, Romance",USD,"20,000,000.00","14,327,206.00",,"© 1997 Columbia Pictures Industries, Inc."
2560564,Welcome to Sarajevo (1997),1997,"Drama, War",USD,"9,000,000.00","339,648.00","9,815 (Germany) (14 June 1998) (opening week) | 2,043 (Netherlands) (31 December 1998)",
2522674,Two Girls and a Guy (1997),1997,"Comedy, Drama",USD,"1,000,000.00","1,950,218.00",,© 1997 Two Girls Inc. (on print)
