movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue
1856731,Dead Presidents (1995),1995,"Crime, Drama, Thriller, War",USD,"10,000,000.00","20,524,429.81","24,200,000.00","49,669,120.15"
2422513,The Craft (1996),1996,"Drama, Fantasy, Horror, Thriller",USD,"15,000,000.00","30,035,750.95","24,763,123.00","49,585,266.34"
2548449,Virtuosity (1995),1995,"Action, Crime, Sci-Fi, Thriller",USD,"30,000,000.00","61,573,289.44","24,048,000.00","49,357,148.82"
2174775,Mimic (1997),1997,"Horror, Sci-Fi",USD,"25,000,000.00","48,460,391.98","25,454,187.00","49,340,795.18"
1931489,Fargo (1996),1996,"Crime, Drama, Thriller",USD,"7,000,000.00","14,016,683.78","24,611,975.00","49,282,610.09"
2354792,Sling Blade (1996),1996,Drama,USD,"890,000.00","1,782,121.22","24,475,416.00","49,009,166.62"
2188978,Much Ado About Nothing (1993),1993,"Comedy, Drama, Romance",USD,"8,000,000.00","17,318,169.07","22,551,000.00","48,817,753.83"
2048622,Jaws 2 (1978),1978,"Horror, Thriller",USD,"20,000,000.00","98,755,129.59","9,866,023.00","48,716,019.00"
2173027,Midnight in the Garden of Good and Evil (1997),1997,"Crime, Drama, Mystery, Thriller",USD,"30,000,000.00","58,152,470.37","25,078,937.00","48,613,404.69"
1927339,F/X2 (1991),1991,"Action, Comedy, Crime, Thriller",USD,"16,400,000.00","37,664,297.90","21,082,165.00","48,417,374.57"
1801311,Can't Hardly Wait (1998),1998,"Comedy, Romance",USD,"10,000,000.00","19,060,134.50","25,339,117.00","48,296,697.82"
1797365,C'era una volta il West (1968),1968,"Adventure, Western",USD,"5,000,000.00","45,225,415.13","5,321,508.00","48,133,481.68"
1786236,Boys on the Side (1995),1995,"Comedy, Drama",USD,"21,000,000.00","43,101,302.61","23,450,000.00","48,129,787.91"
2459227,The Mission (1986),1986,"Adventure, Drama, History",USD,"24,500,000.00","68,809,964.51","17,134,545.00","48,123,568.71"
1728802,Angel Heart (1987),1987,"Horror, Mystery, Thriller",USD,"17,000,000.00","47,226,201.44","17,185,632.00","47,741,889.34"
2406479,The Adventures of Rocky & Bullwinkle (2000),2000,"Adventure, Animation, Comedy, Family, Fantasy",USD,"76,000,000.00","138,827,467.65","26,000,610.00","47,494,721.63"
1994580,Help! (1965),1965,"Adventure, Comedy, Musical",USD,"1,500,000.00","14,738,577.70","4,831,000.00","47,468,045.90"
1984283,Halloween 4: The Return of Michael Myers (1988),1988,"Horror, Thriller",USD,"5,000,000.00","13,304,654.45","17,768,757.00","47,281,434.39"
2554662,Waking Ned (1998),1998,Comedy,USD,"3,000,000.00","5,718,040.35","24,788,807.00","47,247,799.56"
2493900,The Wood (1999),1999,"Comedy, Drama, Romance",USD,"6,000,000.00","11,255,984.94","25,047,631.00","46,989,292.90"
1858361,Death Wish 3 (1985),1985,"Action, Crime, Drama, Thriller",USD,"9,000,000.00","26,237,660.75","16,116,878.00","46,985,464.15"
1885734,Don Juan DeMarco (1994),1994,"Comedy, Drama, Romance",USD,"25,000,000.00","52,696,473.55","22,200,000.00","46,794,468.51"
1837962,Crimes and Misdemeanors (1989),1989,"Comedy, Drama",USD,"19,000,000.00","48,426,903.18","18,254,702.00","46,527,299.28"
1949508,Frankenstein (1994),1994,"Drama, Horror, Romance, Sci-Fi",USD,"45,000,000.00","94,853,652.38","22,006,296.00","46,386,167.80"
1695355,A Room with a View (1985),1985,"Drama, Romance",USD,"3,000,000.00","8,745,886.92","15,905,912.00","46,370,435.89"
1879298,Diner (1982),1982,"Comedy, Drama",USD,"5,000,000.00","16,317,847.19","14,100,000.00","46,016,329.09"
2219779,Nurse Betty (2000),2000,"Comedy, Crime, Romance, Thriller",USD,"24,000,000.00","43,840,252.94","25,167,270.00","45,972,478.45"
1921463,Et Dieu... créa la femme (1956),1956,"Drama, Romance",USD,"300,000.00","3,433,198.02","4,000,000.00","45,775,973.66"
1939754,Firestarter (1984),1984,"Sci-Fi, Thriller",USD,"15,000,000.00","45,434,882.54","15,100,000.00","45,737,781.75"
1736211,Arlington Road (1999),1999,"Mystery, Thriller",USD,"21,500,000.00","40,333,946.05","24,362,501.00","45,703,990.74"
2446421,The Juror (1996),1996,"Drama, Thriller",USD,"44,000,000.00","88,104,869.44","22,754,725.00","45,563,683.53"
2383956,Super Mario Bros. (1993),1993,"Adventure, Comedy, Family, Fantasy, Sci-Fi",USD,"42,000,000.00","90,920,387.60","20,915,465.00","45,277,194.87"
1711143,Air Bud (1997),1997,"Comedy, Drama, Family, Sport",USD,"3,000,000.00","5,815,247.04","23,125,940.00","44,827,684.69"
1736362,Armed and Dangerous (1986),1986,"Action, Comedy, Crime",USD,"12,000,000.00","33,702,839.76","15,945,534.00","44,784,148.11"
2193422,My Fellow Americans (1996),1996,"Adventure, Comedy",USD,"21,500,000.00","43,051,243.02","22,294,341.00","44,641,818.25"
1913354,Emma (1996),1996,"Comedy, Romance",USD,"6,000,000.00","12,014,300.38","22,201,883.00","44,456,681.89"
2409402,The Avengers (1998),1998,"Action, Adventure, Sci-Fi, Thriller",USD,"60,000,000.00","114,360,807.02","23,322,832.00","44,453,631.49"
2406910,The Air Up There (1994),1994,"Comedy, Family, Sport",USD,"17,080,000.00","36,002,230.73","21,011,500.00","44,289,278.16"
2010439,House Party 2 (1991),1991,"Comedy, Drama, Music, Romance",USD,"5,000,000.00","11,483,017.65","19,281,235.00","44,281,352.37"
2233001,One True Thing (1998),1998,Drama,USD,"30,000,000.00","57,180,403.51","23,209,440.00","44,237,504.82"
1816171,Children of the Corn (1984),1984,Horror,USD,"800,000.00","2,423,193.74","14,568,989.00","44,129,353.59"
2048413,Jason's Lyric (1994),1994,"Crime, Drama",USD,"7,000,000.00","14,755,012.59","20,851,521.00","43,952,064.99"
2107847,Lat sau san taam (1992),1992,"Action, Crime, Drama, Thriller",USD,"4,500,000.00","10,023,972.73","19,711,048.00","43,907,335.04"
2467606,The Players Club (1998),1998,"Comedy, Drama",USD,"4,500,000.00","8,577,060.53","23,031,390.00","43,898,139.12"
2505110,To Die For (1995),1995,"Comedy, Crime",USD,"20,000,000.00","41,048,859.63","21,284,514.00","43,685,251.37"
2185038,Mortal Thoughts (1991),1991,"Mystery, Thriller",USD,"8,000,000.00","18,372,828.24","19,018,321.00","43,677,543.15"
2210137,Night of the Comet (1984),1984,"Comedy, Horror, Sci-Fi",USD,"3,000,000.00","9,086,976.51","14,418,922.00","43,674,801.83"
2310980,Rounders (1998),1998,"Crime, Drama",USD,"12,000,000.00","22,872,161.40","22,905,674.00","43,658,522.73"
2384536,Superman IV: The Quest for Peace (1987),1987,"Action, Adventure, Family, Fantasy, Sci-Fi",USD,"17,000,000.00","47,226,201.44","15,681,020.00","43,562,059.37"
1763083,Beloved (1998),1998,"Drama, Horror, Mystery",USD,"53,000,000.00","101,018,712.87","22,843,047.00","43,539,154.83"
2445287,The Iron Giant (1999),1999,"Action, Adventure, Animation, Comedy, Crime, Family, Sci-Fi",USD,"48,000,000.00","90,047,879.55","23,159,305.00","43,446,798.06"
1999210,High Noon (1952),1952,"Drama, Western",USD,"750,000.00","8,685,840.03","3,750,000.00","43,429,200.15"
2470444,The Quest (1996),1996,"Action, Adventure, Thriller",USD,"30,000,000.00","60,071,501.89","21,686,547.00","43,424,781.64"
2414877,The Borrowers (1997),1997,"Comedy, Family, Fantasy",USD,"29,000,000.00","56,214,054.69","22,359,293.00","43,341,604.12"
2384418,Supergirl (1984),1984,"Action, Adventure, Fantasy, Sci-Fi",USD,"35,000,000.00","106,014,725.92","14,296,000.00","43,302,472.05"
2285997,Quest for Camelot (1998),1998,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Musical",USD,"40,000,000.00","76,240,538.02","22,717,758.00","43,300,352.31"
2393853,Tales from the Crypt: Demon Knight (1995),1995,"Comedy, Horror, Thriller",USD,"13,000,000.00","26,681,758.76","21,088,568.00","43,283,083.38"
1762174,Being John Malkovich (1999),1999,"Comedy, Drama, Fantasy, Sci-Fi",USD,"13,000,000.00","24,387,967.38","22,858,926.00","42,883,287.81"
2430658,The Fabulous Baker Boys (1989),1989,"Drama, Music, Romance",USD,"13,000,000.00","33,134,196.91","16,823,529.00","42,879,547.89"
1698492,A Very Brady Sequel (1996),1996,Comedy,USD,"15,000,000.00","30,035,750.95","21,397,954.00","42,846,907.81"
1824615,Clue (1985),1985,"Comedy, Crime, Mystery, Thriller",USD,"15,000,000.00","43,729,434.59","14,643,997.00","42,691,580.59"
2296667,Reindeer Games (2000),2000,"Action, Crime, Drama, Thriller",USD,"34,000,000.00","62,107,025.00","23,360,779.00","42,672,602.51"
1793433,Bulletproof (1996),1996,"Action, Adventure, Comedy, Crime",USD,"25,000,000.00","50,059,584.91","21,162,420.00","42,375,278.44"
2150211,Magnolia (1999),1999,Drama,USD,"37,000,000.00","69,411,907.15","22,450,975.00","42,117,972.76"
2012468,Howard the Duck (1986),1986,"Action, Adventure, Comedy, Romance, Sci-Fi",USD,"35,000,000.00","98,299,949.30","14,964,638.00","42,029,233.05"
1900319,Edtv (1999),1999,Comedy,USD,"80,000,000.00","150,079,799.24","22,362,500.00","41,951,993.88"
1741682,At First Sight (1999),1999,"Drama, Romance",USD,"60,000,000.00","112,559,849.43","22,326,247.00","41,883,983.35"
1984323,Halloween III: Season of the Witch (1982),1982,"Horror, Sci-Fi",USD,"2,500,000.00","8,158,923.60","12,827,446.00","41,863,260.74"
2345354,Showgirls (1995),1995,Drama,USD,"45,000,000.00","92,359,934.16","20,350,754.00","41,768,762.21"
2380932,Sudden Death (1995),1995,"Action, Drama, Thriller",USD,"35,000,000.00","71,835,504.35","20,350,171.00","41,767,565.64"
1827008,Color of Night (1994),1994,"Drama, Mystery, Romance, Thriller",USD,"40,000,000.00","84,314,357.67","19,726,050.00","41,579,730.88"
2504449,Titan A.E. (2000),2000,"Action, Adventure, Animation, Family, Sci-Fi",USD,"75,000,000.00","137,000,790.45","22,751,979.00","41,560,521.43"
2188028,Mr. Magoo (1997),1997,"Adventure, Comedy, Family, Romance",USD,"30,000,000.00","58,152,470.37","21,382,456.00","41,448,087.97"
1682692,8 Seconds (1994),1994,"Biography, Drama, Sport",USD,"7,000,000.00","14,755,012.59","19,604,000.00","41,322,466.70"
1809984,Chain Reaction (1996),1996,"Action, Drama, Sci-Fi, Thriller",USD,"50,000,000.00","100,119,169.82","20,550,712.00","41,150,404.49"
2288084,Radio Days (1987),1987,"Comedy, Drama",USD,"16,000,000.00","44,448,189.59","14,792,779.00","41,094,515.35"
1990705,He Got Game (1998),1998,"Drama, Sport",USD,"25,000,000.00","47,650,336.26","21,554,585.00","41,083,328.93"
2437062,The Glimmer Man (1996),1996,"Action, Comedy, Crime, Drama, Thriller",USD,"45,000,000.00","90,107,252.84","20,400,913.00","40,850,449.46"
2409764,The Bachelor (1999),1999,"Comedy, Romance",USD,"21,000,000.00","39,395,947.30","21,731,001.00","40,767,303.34"
2280098,Psycho (1998),1998,"Horror, Mystery, Thriller",USD,"60,000,000.00","114,360,807.02","21,380,220.00","40,750,986.89"
2509481,Top Hat (1935),1935,"Comedy, Musical, Romance",USD,"609,000.00","13,920,108.65","1,782,000.00","40,731,746.50"
1850182,Das Boot (1981),1981,"Action, Adventure, Drama, History, War",USD,"14,000,000.00","49,756,379.66","11,433,134.00","40,633,668.29"
2540772,Vampire in Brooklyn (1995),1995,"Comedy, Horror, Romance",USD,"20,000,000.00","41,048,859.63","19,751,736.00","40,539,311.92"
1821739,City Hall (1996),1996,"Drama, Thriller",USD,"40,000,000.00","80,095,335.86","20,200,000.00","40,448,144.61"
2466152,The People vs. Larry Flynt (1996),1996,"Biography, Drama",USD,"36,000,000.00","72,085,802.27","20,191,312.00","40,430,747.90"
1778025,Blood Feast (1963),1963,Horror,USD,"24,500.00","247,027.60","4,000,000.00","40,331,037.04"
2189969,Multiplicity (1996),1996,"Comedy, Romance, Sci-Fi",USD,"45,000,000.00","90,107,252.84","20,101,861.00","40,251,632.70"
2408133,The Apostle (1997),1997,Drama,USD,"5,000,000.00","9,692,078.40","20,733,485.00","40,190,112.41"
2459965,The Mosquito Coast (1986),1986,"Adventure, Drama, Thriller",USD,"25,000,000.00","70,214,249.50","14,302,779.00","40,170,355.73"
1942758,Flipper (1996),1996,"Adventure, Family",USD,"25,530,000.00","51,120,848.11","20,047,715.00","40,143,211.65"
1736794,Around the World in 80 Days (2004),2004,"Action, Adventure, Comedy, Family, Romance, Western",USD,"110,000,000.00","183,301,537.31","24,004,159.00","39,999,993.15"
2393856,Tales from the Darkside: The Movie (1990),1990,"Comedy, Horror, Thriller",USD,"3,500,000.00","8,528,437.21","16,324,573.00","39,778,027.38"
2072508,King Kong (1933),1933,"Adventure, Fantasy",USD,"670,000.00","15,668,474.30","1,700,000.00","39,755,830.31"
2461620,The Neverending Story II: The Next Chapter (1990),1990,"Adventure, Drama, Family, Fantasy",USD,"36,000,000.00","87,721,068.45","16,283,667.00","39,678,351.88"
2375093,Stir of Echoes (1999),1999,"Horror, Mystery, Thriller",USD,"12,000,000.00","22,511,969.89","21,133,087.00","39,645,618.18"
2148037,Mad Max (1979),1979,"Action, Adventure, Thriller",USD,"650,000.00","2,944,533.68","8,750,000.00","39,637,953.39"
2446778,The Kid (1921),1921,"Comedy, Drama, Family",USD,"250,000.00","3,949,235.20","2,500,000.00","39,492,352.03"
2179406,Mo' Better Blues (1990),1990,"Drama, Music",USD,"10,000,000.00","24,366,963.46","16,153,600.00","39,361,418.09"
1757893,Battlefield Earth (2000),2000,"Action, Sci-Fi",USD,"44,000,000.00","80,373,797.06","21,471,685.00","39,221,837.56"
2537710,Urban Legends: Final Cut (2000),2000,"Horror, Mystery, Thriller",USD,"15,000,000.00","27,400,158.09","21,468,807.00","39,216,580.39"
2054459,Johnny Mnemonic (1995),1995,"Action, Sci-Fi",USD,"25,000,000.00","51,311,074.53","19,076,000.00","39,152,402.31"
1837469,Creepshow 2 (1987),1987,"Comedy, Horror, Thriller",USD,"3,500,000.00","9,723,041.47","14,000,000.00","38,892,165.89"
1964503,Getting Even with Dad (1994),1994,"Comedy, Crime, Family",USD,"30,000,000.00","63,235,768.26","18,438,164.00","38,865,048.86"
2072510,King Kong (1976),1976,"Adventure, Fantasy, Romance, Sci-Fi, Thriller",USD,"24,000,000.00","132,641,925.26","7,023,921.00","38,819,433.51"
2326309,School Daze (1988),1988,"Comedy, Drama, Musical",USD,"6,500,000.00","17,296,050.79","14,545,844.00","38,705,485.63"
1994414,Hellraiser (1987),1987,Horror,USD,"1,000,000.00","2,778,011.85","13,928,408.00","38,693,282.47"
2420795,The Color of Money (1986),1986,"Drama, Sport",USD,"13,800,000.00","38,758,265.72","13,742,233.00","38,596,023.06"
2540794,Vampires (1998),1998,"Action, Horror, Thriller",USD,"20,000,000.00","38,120,269.01","20,241,395.00","38,580,371.12"
2139545,Love Affair (1994),1994,"Comedy, Drama, Romance",USD,"60,000,000.00","126,471,536.51","18,250,211.00","38,468,870.45"
1972807,Gone Fishin' (1997),1997,"Comedy, Crime",USD,"53,000,000.00","102,736,030.99","19,736,932.00","38,258,378.45"
2470520,The Quick and the Dead (1995),1995,"Action, Thriller, Western",USD,"32,000,000.00","65,678,175.40","18,636,537.00","38,250,429.56"
2414595,The Bonfire of the Vanities (1990),1990,"Comedy, Drama",USD,"47,000,000.00","114,524,728.26","15,691,192.00","38,234,670.21"
1950946,Freejack (1992),1992,"Action, Sci-Fi, Thriller",USD,"30,000,000.00","66,826,484.88","17,129,000.00","38,155,695.32"
1806914,Cat's Eye (1985),1985,"Comedy, Horror, Thriller",USD,"7,000,000.00","20,407,069.47","13,086,000.00","38,149,558.73"
2257033,Pet Sematary II (1992),1992,"Action, Horror, Thriller",USD,"8,000,000.00","17,820,395.97","17,092,453.00","38,074,285.07"
2170415,Meteor (1979),1979,"Action, Drama, Sci-Fi, Thriller",USD,"16,000,000.00","72,480,829.06","8,400,000.00","38,052,435.26"
2047593,Jane Austen's Mafia! (1998),1998,"Comedy, Crime",USD,"10,000,000.00","19,060,134.50","19,882,538.00","37,896,384.86"
2067104,Kazaam (1996),1996,"Comedy, Family, Fantasy, Musical",USD,"20,000,000.00","40,047,667.93","18,876,581.00","37,798,152.38"
1987547,Hard Rain (1998),1998,"Action, Crime, Drama, Thriller",USD,"70,000,000.00","133,420,941.53","19,819,494.00","37,776,222.14"
1786183,Boys and Girls (2000),2000,"Comedy, Drama, Romance",USD,"16,000,000.00","29,226,835.30","20,627,372.00","37,679,550.25"
2435509,The Gate (1987),1987,"Fantasy, Horror",USD,"2,500,000.00","6,945,029.62","13,539,458.00","37,612,774.76"
2267781,Poltergeist III (1988),1988,"Horror, Thriller",USD,"10,500,000.00","27,939,774.35","14,114,488.00","37,557,677.12"
1684430,A Bronx Tale (1993),1993,"Crime, Drama",USD,"22,000,000.00","47,624,964.93","17,266,971.00","37,379,040.38"
1946327,Forbidden Planet (1956),1956,"Action, Adventure, Sci-Fi",USD,"1,900,000.00","21,743,587.49","3,250,000.00","37,192,978.60"
2431294,The Fan (1996),1996,"Drama, Sport, Thriller",USD,"55,000,000.00","110,131,086.81","18,573,791.00","37,191,850.71"
1792713,Buffy the Vampire Slayer (1992),1992,"Action, Comedy, Fantasy, Horror",USD,"7,000,000.00","15,592,846.47","16,624,456.00","37,031,798.59"
1918312,Eraserhead (1977),1977,"Fantasy, Horror",USD,"20,000.00","105,371.72","7,000,000.00","36,880,103.15"
2207291,New Nightmare (1994),1994,"Horror, Mystery, Thriller",USD,"8,000,000.00","16,862,871.53","17,400,601.00","36,678,012.41"
1889788,Down to You (2000),2000,"Comedy, Drama, Romance",USD,"9,000,000.00","16,440,094.85","20,035,310.00","36,598,044.09"
1951991,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1989,Horror,USD,"5,000,000.00","12,743,921.89","14,335,525.00","36,538,162.17"
1889253,Doug's 1st Movie (1999),1999,"Animation, Comedy, Family",USD,"5,000,000.00","9,379,987.45","19,421,271.00","36,434,255.66"
2412620,The Big Green (1995),1995,"Comedy, Family, Sport",USD,"12,000,000.00","24,629,315.78","17,725,500.00","36,380,578.07"
2107343,Last Man Standing (1996),1996,"Action, Crime, Drama, Thriller, Western",USD,"67,000,000.00","134,159,687.56","18,127,448.00","36,298,100.90"
1966583,Ging chat goo si 3: Chiu kup ging chat (1992),1992,"Action, Comedy, Crime, Thriller",USD,"900,000.00","2,004,794.55","16,249,557.00","36,196,692.51"
2382368,Summer of Sam (1999),1999,"Crime, Drama, Romance, Thriller",USD,"22,000,000.00","41,271,944.79","19,283,782.00","36,176,326.64"
2472391,The Replacement Killers (1998),1998,"Action, Crime, Drama, Thriller",USD,"30,000,000.00","57,180,403.51","18,967,571.00","36,152,445.45"
1976612,Grease 2 (1982),1982,"Comedy, Drama, Musical, Romance",USD,"13,200,000.00","43,079,116.59","11,045,234.00","36,046,888.13"
2117637,Legend (1985),1985,"Adventure, Fantasy, Romance",USD,"30,000,000.00","87,458,869.18","12,297,710.00","35,851,460.34"
2423002,The Crow: City of Angels (1996),1996,"Action, Crime, Fantasy, Thriller",USD,"13,000,000.00","26,030,984.15","17,883,659.00","35,809,941.85"
2103144,Labyrinth (1986),1986,"Adventure, Family, Fantasy, Musical",USD,"25,000,000.00","70,214,249.50","12,729,917.00","35,752,862.73"
1925449,Exorcist II: The Heretic (1977),1977,"Horror, Mystery, Thriller",USD,"14,000,000.00","73,760,206.29","6,735,000.00","35,483,927.81"
2574613,Wonder Boys (2000),2000,"Comedy, Drama",USD,"35,000,000.00","63,933,702.21","19,389,454.00","35,418,273.66"
1734162,April Fool's Day (1986),1986,"Comedy, Horror, Mystery",USD,"5,000,000.00","14,042,849.90","12,543,892.00","35,230,398.50"
1777297,Blink (1994),1994,"Crime, Drama, Thriller",USD,"11,000,000.00","23,186,448.36","16,696,219.00","35,193,274.51"
1946379,Force 10 from Navarone (1978),1978,"Action, Drama, War",USD,"5,000,000.00","24,688,782.40","7,100,000.00","35,058,071.01"
2462595,The Ninth Gate (1999),1999,"Mystery, Thriller",USD,"38,000,000.00","71,287,904.64","18,653,746.00","34,994,380.69"
1732858,Anywhere But Here (1999),1999,"Comedy, Drama",USD,"23,000,000.00","43,147,942.28","18,653,615.00","34,994,134.93"
1748219,Babe: Pig in the City (1998),1998,"Adventure, Comedy, Drama, Family, Fantasy",USD,"80,000,000.00","152,481,076.03","18,318,000.00","34,914,354.38"
2473585,The River (1984),1984,Drama,USD,"18,000,000.00","54,521,859.04","11,489,982.00","34,803,065.50"
2349123,Simon Birch (1998),1998,"Comedy, Drama",USD,"30,000,000.00","57,180,403.51","18,252,684.00","34,789,861.21"
1724880,An Ideal Husband (1999),1999,"Comedy, Romance",USD,"14,000,000.00","26,263,964.87","18,535,191.00","34,771,971.80"
2401724,Terminal Velocity (1994),1994,"Action, Mystery, Thriller",USD,"50,000,000.00","105,392,947.09","16,478,900.00","34,735,196.72"
2255064,Per un pugno di dollari (1964),1964,Western,USD,"200,000.00","1,984,795.13","3,500,000.00","34,733,914.77"
1926507,Extreme Measures (1996),1996,"Crime, Drama, Mystery, Thriller",USD,"38,000,000.00","76,090,569.07","17,305,211.00","34,651,667.18"
2466643,The Phantom (1996),1996,"Action, Adventure, Comedy",USD,"45,000,000.00","90,107,252.84","17,300,889.00","34,643,012.88"
2149158,Madonna: Truth or Dare (1991),1991,"Documentary, Music",USD,"4,500,000.00","10,334,715.89","15,012,935.00","34,478,759.52"
1942083,Fled (1996),1996,"Action, Adventure, Comedy, Crime, Romance, Thriller",USD,"25,000,000.00","50,059,584.91","17,095,268.00","34,231,280.80"
2468266,The Postman (1997),1997,"Action, Adventure, Drama, Sci-Fi",USD,"80,000,000.00","155,073,254.32","17,593,391.00","34,103,304.96"
1765164,Best in Show (2000),2000,Comedy,USD,"6,000,000.00","10,960,063.24","18,621,249.00","34,015,011.10"
2127575,Lifeforce (1985),1985,"Horror, Sci-Fi, Thriller",USD,"25,000,000.00","72,882,390.98","11,603,545.00","33,827,764.14"
2494924,The Year of Living Dangerously (1982),1982,"Drama, Romance, War",USD,"13,000,000.00","42,426,402.70","10,278,575.00","33,544,843.24"
1892794,Drive Me Crazy (1999),1999,"Comedy, Drama, Romance",USD,"8,000,000.00","15,007,979.92","17,843,379.00","33,474,134.23"
1994419,Hellraiser: Bloodline (1996),1996,"Horror, Sci-Fi",USD,"4,000,000.00","8,009,533.59","16,675,000.00","33,389,743.14"
2470769,The Rage: Carrie 2 (1999),1999,"Horror, Sci-Fi, Thriller",USD,"21,000,000.00","39,395,947.30","17,757,087.00","33,312,250.65"
2412686,The Big Lebowski (1998),1998,"Comedy, Crime",USD,"15,000,000.00","28,590,201.76","17,439,163.00","33,239,279.24"
1881802,Disturbing Behavior (1998),1998,"Horror, Mystery, Sci-Fi, Thriller",USD,"15,000,000.00","28,590,201.76","17,411,331.00","33,186,231.08"
2476743,The Secret of NIMH (1982),1982,"Animation, Drama, Family, Fantasy, Sci-Fi",USD,"7,000,000.00","22,844,986.07","10,140,325.00","33,093,654.77"
2434664,The Frighteners (1996),1996,"Comedy, Fantasy, Horror",USD,"30,000,000.00","60,071,501.89","16,524,115.00","33,087,613.52"
2469755,The Prophecy (1995),1995,"Fantasy, Horror, Mystery, Thriller",USD,"8,000,000.00","16,419,543.85","16,115,878.00","33,076,920.69"
2513237,Trainspotting (1996),1996,"Crime, Drama",USD,"3,500,000.00","7,008,341.89","16,501,785.00","33,042,900.30"
1983859,Half Baked (1998),1998,"Comedy, Crime",USD,"8,000,000.00","15,248,107.60","17,278,980.00","32,933,968.29"
1870798,Devil in a Blue Dress (1995),1995,"Crime, Drama, Mystery, Thriller",USD,"27,000,000.00","55,415,960.50","16,030,096.00","32,900,858.03"
1805799,Casablanca (1942),1942,"Drama, Romance, War",USD,"950,000.00","18,782,999.87","1,661,267.00","32,845,871.41"
1693341,A Nightmare on Elm Street (1984),1984,Horror,USD,"1,800,000.00","5,452,185.90","10,777,659.00","32,645,444.71"
2313519,Rushmore (1998),1998,"Comedy, Drama",USD,"11,000,000.00","20,966,147.95","17,096,053.00","32,585,306.97"
2421550,The Contender (2000),2000,"Drama, Thriller",USD,"20,000,000.00","36,533,544.12","17,804,273.00","32,522,659.66"
2300351,Return to Oz (1985),1985,"Adventure, Family, Fantasy, Mystery",USD,"25,000,000.00","72,882,390.98","11,137,801.00","32,469,982.69"
2433612,The Fly (1958),1958,"Horror, Sci-Fi",USD,"700,000.00","7,558,281.10","3,000,000.00","32,392,633.29"
2212660,No Escape (1994),1994,"Action, Drama, Sci-Fi, Thriller",USD,"20,000,000.00","42,157,178.84","15,340,000.00","32,334,556.17"
2183675,Moonraker (1979),1979,"Action, Adventure, Crime, Sci-Fi, Thriller",USD,"34,000,000.00","154,021,761.75","7,108,344.00","32,201,166.65"
2190900,Muriel's Wedding (1994),1994,"Comedy, Drama, Romance",USD,"3,000,000.00","6,323,576.83","15,185,594.00","32,009,090.10"
1970159,Go (1999),1999,"Comedy, Crime, Thriller",USD,"6,500,000.00","12,193,983.69","16,842,303.00","31,596,118.16"
1681655,54 (1998),1998,"Drama, History",USD,"13,000,000.00","24,778,174.86","16,574,731.00","31,591,660.22"
2177839,Missing in Action 2: The Beginning (1985),1985,"Action, Drama, Thriller, War",USD,"2,410,000.00","7,025,862.49","10,800,000.00","31,485,192.90"
1778697,Bloodsport (1988),1988,"Action, Biography, Drama, Sport",USD,"1,100,000.00","2,927,023.98","11,806,119.00","31,415,266.74"
1809047,Center Stage (2000),2000,"Drama, Music",USD,"18,000,000.00","32,880,189.71","17,174,870.00","31,372,943.54"
1939369,Fire Down Below (1997),1997,"Action, Drama, Thriller",USD,"60,000,000.00","116,304,940.74","16,148,906.00","31,303,292.59"
1789259,Bringing Out the Dead (1999),1999,"Drama, Thriller",USD,"32,000,000.00","60,031,919.70","16,640,210.00","31,216,992.20"
2355661,Small Time Crooks (2000),2000,"Comedy, Crime",USD,"18,000,000.00","32,880,189.71","17,071,230.00","31,183,626.72"
1770285,Big Trouble in Little China (1986),1986,"Action, Adventure, Comedy, Fantasy",USD,"25,000,000.00","70,214,249.50","11,100,000.00","31,175,126.78"
1696148,A Simple Plan (1998),1998,"Crime, Drama, Thriller",USD,"17,000,000.00","32,402,228.66","16,311,763.00","31,090,439.68"
1984372,Halloween: The Curse of Michael Myers (1995),1995,"Horror, Thriller",USD,"5,000,000.00","10,262,214.91","15,106,362.00","31,004,946.66"
2470130,The Purple Rose of Cairo (1985),1985,"Comedy, Fantasy, Romance",USD,"15,000,000.00","43,729,434.59","10,631,333.00","30,993,478.73"
1781597,Boiler Room (2000),2000,"Crime, Drama, Thriller",USD,"8,000,000.00","14,613,417.65","16,938,179.00","30,940,585.49"
1926866,Eye of the Beholder (1999),1999,"Drama, Mystery, Thriller",USD,"15,000,000.00","28,139,962.36","16,459,004.00","30,877,050.20"
1789015,Brighton Beach Memoirs (1986),1986,Comedy,USD,"18,000,000.00","50,554,259.64","10,977,499.00","30,831,074.15"
2570825,Willy Wonka & the Chocolate Factory (1971),1971,"Family, Fantasy, Musical",USD,"3,000,000.00","23,109,933.50","4,000,000.00","30,813,244.67"
2074015,Kiss of Death (1995),1995,"Action, Crime, Thriller",USD,"40,000,000.00","82,097,719.25","14,942,422.00","30,668,469.16"
2190371,Muppets from Space (1999),1999,"Adventure, Comedy, Family, Sci-Fi",USD,"24,000,000.00","45,023,939.77","16,290,976.00","30,561,830.09"
2572478,Wishmaster (1997),1997,"Fantasy, Horror",USD,"5,000,000.00","9,692,078.40","15,719,109.00","30,470,167.35"
2497412,Thinner (1996),1996,"Horror, Thriller",USD,"14,000,000.00","28,033,367.55","15,171,475.00","30,379,109.64"
