movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Additional_Data,Copyright
2470575,The Quiet Room (1996),1996,Drama,,,,"57,245.00","114,626.44","6,304 (Netherlands) (31 December 1998) | 5,863 (Netherlands) (1 January 1998)",Fandango Srl
1994419,Hellraiser: Bloodline (1996),1996,"Horror, Sci-Fi",USD,"4,000,000.00","8,009,533.59","16,675,000.00","33,389,743.14","8,481 (Netherlands) (1 January 1997)",
1983617,Hak hap (1996),1996,"Action, Adventure, Comedy, Crime, Sci-Fi, Thriller",,,,"12,491,455.00","25,012,682.09",,
1713755,Albino Alligator (1996),1996,"Crime, Drama, Thriller",USD,"5,000,000.00","10,011,916.98","326,308.00","653,393.72",,Motion Picture Corporation of America
2536827,Up Close & Personal (1996),1996,"Drama, Romance",USD,"60,000,000.00","120,143,003.79","51,045,801.00","102,213,264.38","192,061 (France) (25 June 1996) | 731,255 (Germany) (20 October 1996) | 136,632 (Netherlands) (31 December 1997) | 136,367 (Netherlands) (1 January 1997) | 1,098,662 (Spain)",
2533625,Unhook the Stars (1996),1996,"Drama, Romance",,,,"234,843.00","470,245.72",,"Hachette Premiere & CIE, 1996"
2533425,Unforgettable (1996),1996,"Mystery, Sci-Fi, Thriller",USD,"18,000,000.00","36,042,901.14","2,780,278.00","5,567,182.50","135,893 (Spain)","©1996 Metro-Goldwyn-Mayer Pictures Inc. in the United States, Canada and their territories, possessions and protectorates. All Rights Reserved; ©1996 Spelling Films Inc. A Subsidiary of Spelling Entertainment Group Inc. throughout the world other than in the United States, Canada and their territories, possessions and protectorates. All Rights Reserved (on print)"
2527825,Un divan à New York (1996),1996,"Comedy, Romance",,,,"7,410,000.00","14,837,660.97","35,324 (Belgium) | 16,249 (Netherlands) (31 December 1997) | 12,676 (Netherlands) (1 January 1997) | 45,933 (Portugal) (28 August 1997) | 41,580 (Portugal) (21 August 1997) | 33,646 (Portugal) (7 August 1997) | 28,306 (Portugal) (31 July 1997) | 22,451 (Portugal) (24 July 1997) | 15,340 (Portugal) (17 July 1997) | 10,340 (Portugal) (10 July 1997) | 5,450 (Portugal) (3 July 1997) (opening week)",
1693818,A Perfect Candidate (1996),1996,Documentary,,,,"48,522.00","97,159.65",,
2522758,Two If by Sea (1996),1996,"Comedy, Romance",,,,"10,700,000.00","21,425,502.34",,
2522318,Twister (1996),1996,"Action, Adventure, Drama, Thriller",USD,"92,000,000.00","184,219,272.47","241,721,524.00","484,019,166.22","2,508,529 (France) (29 October 1996) | 2,365,834 (France) (1 October 1996) | 1,646,319 (France) (3 September 1996) | 3,515,782 (Germany) (20 October 1996) | 1,015,330 (Netherlands) (31 December 1997) | 1,015,021 (Netherlands) (1 January 1997) | 1,015,469 (Netherlands) | 323,917 (Portugal) (7 November 1996) | 311,494 (Portugal) (31 October 1996) | 284,943 (Portugal) (24 October 1996) | 224,602 (Portugal) (10 October 1996) | 161,306 (Portugal) (3 October 1996) | 96,662 (Portugal) (26 September 1996) | 2,055,386 (Spain)","This Motion Picture, Story and Screenplay and Original Music © 1996 Warner Bros. and Universal City Studios, Inc. [on Screen]"
1967955,Girls Town (1996),1996,"Comedy, Drama",,,,"403,311.00","807,583.25",,
1967074,Girl 6 (1996),1996,"Comedy, Drama",USD,"12,000,000.00","24,028,600.76","4,903,000.00","9,817,685.79","7,114 (Netherlands) (31 December 1997) | 6,940 (Netherlands) (1 January 1997)",Copyright © 1996 by Twentieth Century Fox Film Corporation All Rights Reserved (on print)
1966580,Ging chaat goo si 4: Ji gaan daan yam mo (1996),1996,"Action, Adventure, Comedy, Crime, Drama, Thriller",,,,"14,511,338.00","29,057,262.27","314,601 (Germany) (8 September 1997) | 273,522 (Germany) (1 September 1997) | 206,233 (Germany) (25 August 1997) | 108,476 (Germany) (18 August 1997) (opening week) | 6,151 (Netherlands) (31 December 1998) | 6,110 (Netherlands) (1 January 1998)",
2515489,Trees Lounge (1996),1996,"Comedy, Drama",USD,"1,300,000.00","2,603,098.42","673,269.00","1,348,142.67","16,007 (Netherlands) (31 December 1998) | 15,984 (Netherlands) (1 January 1998)","Live Film and Mediaworks, Inc."
2513237,Trainspotting (1996),1996,"Crime, Drama",USD,"3,500,000.00","7,008,341.89","16,501,785.00","33,042,900.30","752,314 (France) (6 August 1996) | 918,596 (Germany) (31 December 1996) | 177,943 (Netherlands) (31 December 1997) | 168,995 (Netherlands) (1 January 1997) | 88,135 (Portugal) (2 January 1997) | 82,845 (Portugal) (26 December 1996) | 77,807 (Portugal) (19 December 1996) | 72,005 (Portugal) (12 December 1996) | 63,698 (Portugal) (5 December 1996) | 52,909 (Portugal) (28 November 1996) | 41,516 (Portugal) (21 November 1996) | 28,664 (Portugal) (14 November 1996) | 14,299 (Portugal) (7 November 1996) | 956,055 (Spain) (31 December 2000)",Channel Four Television Corporation
1697674,A Thin Line Between Love and Hate (1996),1996,"Comedy, Crime, Romance, Thriller",USD,"8,000,000.00","16,019,067.17","34,746,109.00","69,575,031.75",,
1697856,A Time to Kill (1996),1996,"Crime, Drama, Thriller",USD,"40,000,000.00","80,095,335.86","108,706,165.00","217,671,419.89","1,247,425 (Germany) (15 December 1996) | 1,057,222 (Germany) (1 December 1996) | 649,435 (Germany) (17 November 1996) | 155,207 (Netherlands) (31 December 1997) | 154,795 (Netherlands) (1 January 1997) | 116,445 (Portugal) (31 October 1996) | 101,543 (Portugal) (24 October 1996) | 67,401 (Portugal) (10 October 1996) | 36,190 (Portugal) (3 October 1996) | 394,681 (Spain)",Monarchy Enterprises B.V.
1716020,All Dogs Go to Heaven 2 (1996),1996,"Adventure, Animation, Family, Fantasy, Romance",,,,"8,620,500.00","17,261,546.07",,© 1996 Metro-Goldwyn-Mayer Animation Inc.
1698492,A Very Brady Sequel (1996),1996,Comedy,USD,"15,000,000.00","30,035,750.95","21,397,954.00","42,846,907.81",,TM & Copyright ©MCMXCVI by Paramount Pictures Corporation
2505183,To Gillian on Her 37th Birthday (1996),1996,"Drama, Fantasy",,,,"4,137,645.00","8,285,151.65",,
1975181,Grace of My Heart (1996),1996,"Comedy, Drama, Music",USD,"5,000,000.00","10,011,916.98","617,632.00","1,236,736.06","2,834 (Netherlands) (31 December 1998) | 2,718 (Netherlands) (1 January 1998)",
2503810,Tin Cup (1996),1996,"Comedy, Drama, Romance, Sport",USD,"45,000,000.00","90,107,252.84","53,854,588.00","107,837,532.83","217,754 (France) (1 October 1996) | 155,546 (Germany) (20 October 1996) | 54,562 (Netherlands) (31 December 1997) | 54,402 (Netherlands) (1 January 1997) | 49,996 (Portugal) (21 November 1996) | 44,649 (Portugal) (14 November 1996) | 38,811 (Portugal) (7 November 1996) | 24,979 (Portugal) (31 October 1996) | 308,385 (Spain)",
1964467,Getting Away with Murder (1996),1996,Comedy,,,,"197,322.00","395,114.30",242 (Spain),
1964339,Get on the Bus (1996),1996,"Drama, History",USD,"2,400,000.00","4,805,720.15","5,731,103.00","11,475,865.49",,
2590181,Zone 39 (1996),1996,Sci-Fi,,,,"21,976.00","44,004.38",,Beyond Films Limited
2497412,Thinner (1996),1996,"Horror, Thriller",USD,"14,000,000.00","28,033,367.55","15,171,475.00","30,379,109.64",,
1706887,Adrenalin: Fear the Rush (1996),1996,"Action, Sci-Fi, Thriller",,,,"37,536.00","75,161.46",,
2492509,The Whole Wide World (1996),1996,"Biography, Drama, Romance",USD,"1,300,000.00","2,603,098.42","136,933.00","274,192.37",,"The Kushner-Locke Company, 1996 (on print)"
2491020,The War at Home (1996),1996,Drama,,,,"34,368.00","68,817.91",,
2489362,The Van (1996),1996,"Comedy, Drama",,,,"621,093.00","1,243,666.31","189,079 (France) (1 October 1996) | 70,205 (France) (3 September 1996) | 9,512 (Netherlands) (31 December 1998) | 9,294 (Netherlands) (1 January 1998) | 91,047 (Spain)","A Deadly Films Production, 1996 (on print)"
2487415,The Truth About Cats & Dogs (1996),1996,"Comedy, Romance",,,,"34,073,143.00","68,227,495.81","7,805 (Netherlands) (1 January 1998) | 7,511 (Portugal) (26 June 1997) (opening week) | 104,472 (Spain)",Copyright ©1996 by Twentieth Century Fox Film Corporation All Rights Reserved (on print)
1713499,Alaska (1996),1996,"Adventure, Family",USD,"23,000,000.00","46,054,818.12","11,567,023.00","23,161,614.80","246,665 (Germany) (1996) | 5,504 (Spain)",Copyright ©1996 Castle Rock Entertainment
2487055,The Trigger Effect (1996),1996,"Drama, Thriller",USD,"8,000,000.00","16,019,067.17","3,594,848.00","7,198,263.95","1,041 (Netherlands) (31 December 1998) | 989 (Netherlands) (1 January 1998)",Amblin Entertainment Inc.
1965632,Ghosts of Mississippi (1996),1996,Drama,USD,"36,000,000.00","72,085,802.27","13,052,741.00","26,136,591.86","7,136 (Portugal) (19 June 1997) (opening week)",
1674388,101 Dalmatians (1996),1996,"Adventure, Comedy, Family",USD,"54,000,000.00","108,128,703.41","136,182,161.00","272,688,898.08","3,799,822 (France) (24 June 1997) | 3,680,936 (France) (27 May 1997) | 2,839,128 (France) (22 April 1997) | 830,026 (France) (1 April 1997) (opening week) | 152,657 (France) (1 April 1997) (opening week) | 25,960 (France) (26 March 1997) (opening day) | 2,103,907 (Germany) (5 May 1997) | 2,058,380 (Germany) (28 April 1997) | 1,982,232 (Germany) (21 April 1997) | 1,886,916 (Germany) (14 April 1997) | 1,732,384 (Germany) (8 April 1997) | 1,449,381 (Germany) (2 April 1997) | 1,084,661 (Germany) (24 March 1997) | 761,328 (Germany) (18 March 1997) | 305,536 (Germany) (9 March 1997) | 813,354 (Netherlands) (31 December 1998) | 812,969 (Netherlands) (1 January 1998) | 259,747 (Portugal) (24 April 1997) | 211,177 (Portugal) (10 April 1997) | 173,095 (Portugal) (3 April 1997) | 98,707 (Portugal) (27 March 1997)",
2452617,The Long Kiss Goodnight (1996),1996,"Action, Crime, Drama, Mystery, Thriller",USD,"65,000,000.00","130,154,920.77","33,328,051.00","66,735,535.96","782,294 (France) (28 January 1997) | 572,327 (France) (31 December 1996) | 418,538 (Germany) (29 December 1996) | 139,707 (Germany) (15 December 1996) | 178,383 (Netherlands) (31 December 1997) | 104,520 (Netherlands) (1 January 1997) | 122,653 (Portugal) (20 February 1997) | 110,600 (Portugal) (6 February 1997) | 100,911 (Portugal) (30 January 1997) | 90,051 (Portugal) (23 January 1997) | 74,222 (Portugal) (16 January 1997) | 49,622 (Portugal) (9 January 1997) | 222,335 (Spain)",New Line Productions Inc.
1951003,Freeway (1996),1996,"Comedy, Crime, Drama, Thriller",USD,"3,000,000.00","6,007,150.19","295,493.00","591,690.28","204,977 (France) (30 September 1997) | 96,657 (France) (opening week) | 10,008 (Spain) (31 December 2000)","Copyright © 1996 Freeway Productions, LLC All Rights Reserved. (on print)"
2015664,Hype! (1996),1996,"Documentary, History, Music",,,,"268,520.00","537,679.99",986 (Netherlands) (31 December 1998) | 978 (Netherlands) (1 January 1998),
1769145,Big Bully (1996),1996,"Comedy, Drama",USD,"15,000,000.00","30,035,750.95","4,085,000.00","8,179,736.17",,© 1995 Morgan Creek Productions Inc. (on print)
2418704,The Chamber (1996),1996,"Drama, Thriller",USD,"50,000,000.00","100,119,169.82","14,402,821.00","28,839,969.63","152,505 (Germany) (30 June 1997) | 125,225 (Germany) (23 June 1997) | 85,910 (Germany) (16 June 1997) | 43,434 (Germany) (opening week) | 8,907 (Netherlands) (31 December 1998) | 8,878 (Netherlands) (1 January 1998) | 14,105 (Portugal) (25 September 1997) | 8,467 (Portugal) (18 September 1997) (opening week)",
2417216,The Cable Guy (1996),1996,"Comedy, Drama, Thriller",USD,"47,000,000.00","94,112,019.63","60,154,431.00","120,452,233.86","274,941 (Germany) (20 October 1996) | 47,475 (Netherlands) (31 December 1997) | 47,277 (Netherlands) (1 January 1997) | 213,200 (Portugal) (12 September 1996) | 208,485 (Portugal) (5 September 1996) | 201,698 (Portugal) (29 August 1996) | 192,163 (Portugal) (22 August 1996) | 82,219 (Portugal) (25 July 1996)","Columbia Pictures Industries, Inc., 1996 (on print)"
1769840,Big Night (1996),1996,Drama,USD,"4,100,000.00","8,209,771.93","11,881,039.00","23,790,395.23","24,232 (Netherlands) (31 December 1998) | 23,743 (Netherlands) (1 January 1998)","Rysher Entertainment, Inc., 1996"
1772092,Bio-Dome (1996),1996,Comedy,USD,"15,000,000.00","30,035,750.95","13,427,615.00","26,887,233.33",,
2018562,I Shot Andy Warhol (1996),1996,"Biography, Drama",,,,"1,814,290.00","3,632,904.17","2,024 (Netherlands) (31 December 1998) | 1,994 (Netherlands) (1 January 1998)","© MCMXCV PUBLIC TELEVISION PLAYHOUSE, inc"
1775245,Black Sheep (1996),1996,Comedy,,,,"32,377,000.00","64,831,167.23",,
2413158,The Birdcage (1996),1996,Comedy,,,,"123,986,682.00","248,268,873.42","149,207 (Netherlands) (31 December 1997) | 149,049 (Netherlands) (1 January 1997) | 132,205 (Portugal) (11 July 1996)",
2412879,The Big Squeeze (1996),1996,Drama,,,,"23,567.00","47,190.17",,
2021095,I'm Not Rappaport (1996),1996,Comedy,,,,"222,525.00","445,580.37",,
2409070,The Associate (1996),1996,Comedy,,,,"12,772,657.00","25,575,756.31","65,709 (Germany) (opening week) | 11,331 (Netherlands) (1 January 1998)",© 1996 PolyGram Film Productions B.V.
2408482,The Arrival (1996),1996,"Action, Mystery, Sci-Fi, Thriller",USD,"25,000,000.00","50,059,584.91","14,048,372.00","28,130,226.84",,LIVE Entertainment Inc
1778411,Blood and Wine (1996),1996,"Crime, Drama, Thriller",USD,"22,000,000.00","44,052,434.72","1,075,288.00","2,153,138.84","5,370 (Netherlands) (1 January 1998) | 16,242 (Portugal) (12 June 1997) (opening week) | 255,974 (Spain)","Blood and Wine Productions, Inc., 1996 (on print)"
2015145,Hustler White (1996),1996,"Adult, Drama, Romance",,,,"127,251.00","254,805.29",,
1778699,Bloodsport 2 (1996),1996,"Action, Sport",,,,"684,351.00","1,370,333.08",,
2406458,The Adventures of Pinocchio (1996),1996,"Adventure, Family, Fantasy, Musical",USD,"25,000,000.00","50,059,584.91","15,091,542.00","30,219,053.13","1,211,643 (France) (3 December 1996) | 314,020 (France) (29 October 1996) | 854,395 (Germany) (17 November 1996) | 707,720 (Germany) (3 November 1996) | 1,018,000 (Germany) | 54,223 (Netherlands) (1 January 1997) | 97,108 (Spain)",
1943718,Fly Away Home (1996),1996,"Adventure, Drama, Family",,,,"24,506,082.00","49,070,571.71","759,476 (Germany) (31 December 1997) | 402,355 (Germany) (23 February 1997) | 24,084 (Netherlands) (31 December 1998) | 23,339 (Netherlands) (1 January 1998) | 7,674 (Portugal) (4 September 1997) (opening week) | 71,529 (Spain)",
2403883,That Thing You Do! (1996),1996,"Comedy, Drama, Music",USD,"26,000,000.00","52,061,968.31","25,713,230.00","51,487,744.82","3,845 (Netherlands) (1 January 1998)",Copyright © 1996 Twentieth Century Fox Film Corporation
2028072,Illtown (1996),1996,"Crime, Drama",,,,"14,478.00","28,990.51",,
1781518,Bogus (1996),1996,"Comedy, Family, Fantasy",USD,"30,000,000.00","60,071,501.89","4,340,826.00","8,691,997.91","139,277 (France) (29 October 1996)","Monarchy Enterprises and Regency Entertainment, 1996"
1783892,Bordello of Blood (1996),1996,"Comedy, Horror",,,,"5,587,855.00","11,189,028.07",,"Copyright © 1996 Universal City Studios, Inc. All Rights Reserved. (on print)"
2388990,Sydney (1996),1996,"Crime, Drama",USD,"3,000,000.00","6,007,150.19","142,356.00","285,051.29","2,559 (Netherlands) (31 December 1998)","Rysher Entertainment, Inc. and Green Parrot, 1996 (on print)"
2388613,Swingers (1996),1996,"Comedy, Drama",USD,"200,000.00","400,476.68","4,505,922.00","9,022,583.40",,
2030641,In Love and War (1996),1996,"Biography, Drama, Romance, War",,,,"14,466,354.00","28,967,187.06","79,584 (Germany) (25 August 1997) | 39,000 (Germany) (18 August 1997) (opening week) | 19,134 (Netherlands) (31 December 1998) | 19,048 (Netherlands) (1 January 1998) | 24,796 (Portugal) (9 October 1997) | 21,419 (Portugal) (2 October 1997) | 16,545 (Portugal) (25 September 1997) | 16,850 (Portugal) (18 September 1997) (opening week)",
2385744,Surviving Picasso (1996),1996,"Biography, Drama, Romance",USD,"16,000,000.00","32,038,134.34","1,985,001.00","3,974,733.04","30,151 (Netherlands) (31 December 1997) | 8,889 (Netherlands) (1 January 1997) | 10,101 (Portugal) (9 January 1997) | 38,581 (Spain)","Warner Bros., 1996"
1687685,A Family Thing (1996),1996,"Comedy, Drama",,,,"10,118,000.00","20,260,115.21",,
1784877,Bottle Rocket (1996),1996,"Comedy, Crime",USD,"7,000,000.00","14,016,683.78","1,040,879.00","2,084,238.83",,
1785170,Bound (1996),1996,"Crime, Drama, Thriller",USD,"4,500,000.00","9,010,725.28","3,798,532.00","7,606,117.41","158,197 (Germany) (28 February 1997) | 47,697 (Germany) (3 November 1996) | 21,607 (Netherlands) (31 December 1998) | 21,426 (Netherlands) (1 January 1998) | 5,310 (Portugal) (10 April 1997)",
2383280,Sunset Park (1996),1996,"Drama, Sport",,,,"10,000,000.00","20,023,833.96",,
2023565,If Lucy Fell (1996),1996,"Comedy, Romance",USD,"5,000,000.00","10,011,916.98","4,635,344.00","9,281,735.86",,
2422513,The Craft (1996),1996,"Drama, Fantasy, Horror, Thriller",USD,"15,000,000.00","30,035,750.95","24,763,123.00","49,585,266.34","460,331 (France) (3 September 1996) | 233,416 (France) (6 August 1996) | 26,430 (Netherlands) (1 January 1997) | 81,557 (Portugal) (31 October 1996) | 78,798 (Portugal) (24 October 1996) | 67,004 (Portugal) (10 October 1996) | 57,335 (Portugal) (3 October 1996) | 49,121 (Portugal) (26 September 1996) | 29,763 (Portugal) (19 September 1996) | 792,172 (Spain)","Columbia Pictures Industries, Inc."
2423002,The Crow: City of Angels (1996),1996,"Action, Crime, Fantasy, Thriller",USD,"13,000,000.00","26,030,984.15","17,883,659.00","35,809,941.85","388,752 (France) (25 February 1997) | 3,599 (Netherlands) (31 December 1998) | 3,539 (Netherlands) (1 January 1998) | 14,226 (Portugal) (21 August 1997) | 10,710 (Portugal) (14 August 1997) | 6,139 (Portugal) (7 August 1997) (opening week) | 261,837 (Spain)",
2423044,The Crucible (1996),1996,"Drama, History",USD,"25,000,000.00","50,059,584.91","7,340,103.00","14,697,700.38","12,088 (Netherlands) (31 December 1998) | 11,779 (Netherlands) (1 January 1998) | 26,747 (Portugal) (20 March 1997) | 17,780 (Portugal) (13 March 1997)","Twentieth Century Fox Film Corp., 1996"
2450589,The Leopard Son (1996),1996,Documentary,,,,"419,038.00","839,074.73","58,153 (Netherlands) (31 December 1997) | 17,248 (Netherlands) (1 January 1997)",
1677011,2 Days in the Valley (1996),1996,"Comedy, Crime",,,,"11,090,856.00","22,208,145.91","7,204 (Netherlands) (31 December 1998) | 7,177 (Netherlands) (1 January 1998)","© 1996 Rysher Entertainment, Inc."
1747382,Azúcar amarga (1996),1996,"Drama, Romance",,,,"388,730.00","778,386.50",,
2446421,The Juror (1996),1996,"Drama, Thriller",USD,"44,000,000.00","88,104,869.44","22,754,725.00","45,563,683.53","660,611 (France) (6 August 1996) | 142,353 (Netherlands) (31 December 1997) | 142,326 (Netherlands) (1 January 1997) | 81,097 (Portugal) (27 June 1996)",
1999308,High School High (1996),1996,"Comedy, Crime, Romance",,,,"20,951,277.00","41,952,489.20","754,457 (Germany) (12 January 1997) | 523,965 (Germany) (29 December 1996) | 155,569 (Germany) (15 December 1996) | 58,650 (Portugal) (6 February 1997) | 51,111 (Portugal) (30 January 1997) | 40,510 (Portugal) (23 January 1997) | 24,112 (Portugal) (16 January 1997)",
2445390,The Island of Dr. Moreau (1996),1996,"Action, Horror, Sci-Fi, Thriller",USD,"40,000,000.00","80,095,335.86","27,663,982.00","55,393,898.24","234,343 (France) (28 January 1997) | 42,456 (Germany) (17 November 1996) | 3,637 (Netherlands) (1 January 1998) | 40,230 (Portugal) (1 May 1997) | 24,920 (Portugal) (24 April 1997) | 332,983 (Spain)","New Line Productions, Inc., 1996"
2443380,The Hunchback of Notre Dame (1996),1996,"Animation, Drama, Family, Musical, Romance",USD,"100,000,000.00","200,238,339.65","100,117,603.00","200,473,825.94","6,701,986 (France) (25 March 1997) | 6,416,087 (France) (25 February 1997) | 6,211,892 (France) (28 January 1997) | 5,181,234 (France) (31 December 1996) | 1,085,065 (France) (3 December 1996) | 2,845,408 (Germany) (26 January 1997) | 2,656,959 (Germany) (12 January 1997) | 2,241,421 (Germany) (29 December 1996) | 1,474,092 (Germany) (15 December 1996) | 400,032 (Germany) (1 December 1996) | 876,180 (Netherlands) (31 December 1997) | 529,452 (Netherlands) (1 January 1997) | 257,319 (Portugal) (9 January 1997) | 243,304 (Portugal) (2 January 1997) | 187,466 (Portugal) (26 December 1996) | 123,426 (Portugal) (19 December 1996) | 75,937 (Portugal) (12 December 1996) | 33,871 (Portugal) (5 December 1996) | 2,022,125 (Spain)",
2004444,Hollow Reed (1996),1996,Drama,,,,"62,818.00","125,785.72","3,030 (Netherlands) (1 January 1998) | 4,084 (Spain)",
1750728,Bad Moon (1996),1996,Horror,USD,"7,000,000.00","14,016,683.78","1,055,525.00","2,113,565.73",,"© 1996 Morgan Creek Productions, Inc. (on print)"
1948561,Foxfire (1996),1996,Drama,,,,"258,263.00","517,141.54",,
2438986,The Great White Hype (1996),1996,"Comedy, Sport",,,,"7,874,000.00","15,766,766.86",790 (Netherlands) (1 January 1997),
1754799,Barb Wire (1996),1996,"Action, Sci-Fi",,,,"3,794,000.00","7,597,042.61","30,509 (Netherlands) (31 December 1997) | 30,486 (Netherlands) (1 January 1997)",Polygram Film Productions B.V.
1756902,Basquiat (1996),1996,"Biography, Drama",USD,"3,300,000.00","6,607,865.21","2,961,991.00","5,931,041.60","11,573 (Netherlands) (31 December 1998) | 11,219 (Netherlands) (1 January 1998)",
2559529,Wedding Bell Blues (1996),1996,"Comedy, Romance",,,,"27,000.00","54,064.35",,"Wedding Bell Blues LLC, 1996"
2006320,Homeward Bound II: Lost in San Francisco (1996),1996,"Adventure, Comedy, Family, Romance",,,,"32,709,423.00","65,496,805.52","336,895 (France) (3 December 1996)",Copyright © MCMXCVI The Walt Disney Company All Rights Reserved (on print)
2437062,The Glimmer Man (1996),1996,"Action, Comedy, Crime, Drama, Thriller",USD,"45,000,000.00","90,107,252.84","20,400,913.00","40,850,449.46","248,703 (France) (28 January 1997) | 224,003 (Germany) (1 December 1996) | 100,234 (Germany) (17 November 1996) | 52,085 (Netherlands) (1 January 1998) | 76,547 (Portugal) (19 December 1996) | 72,109 (Portugal) (12 December 1996) | 54,186 (Portugal) (5 December 1996) | 31,926 (Portugal) (28 November 1996) | 355,871 (Spain)",
2435974,The Ghost and the Darkness (1996),1996,"Adventure, Drama, Thriller",USD,"55,000,000.00","110,131,086.81","38,553,833.00","77,199,555.07","498,492 (UK) (1997) | 39,589 (Bulgaria) (1998) | 60,367 (Czech Republic) (1997) | 314,280 (France) (25 February 1997) | 258,295 (Germany) (26 January 1997) | 374,171 (Germany) (1997) | 95,973 (Netherlands) (1 January 1998) | 141,105 (Portugal) (27 March 1997) | 132,567 (Portugal) (20 March 1997) | 123,365 (Portugal) (13 March 1997) | 106,287 (Portugal) (6 March 1997) | 81,837 (Portugal) (27 February 1997) | 49,097 (Portugal) (20 February 1997) | 723,318 (Spain) (1997)",Bernina Film AG (World)
2424628,The Daytrippers (1996),1996,"Comedy, Drama, Mystery, Romance",,,,"2,084,559.00","4,174,086.33","2,632 (Netherlands) (1 January 1998)",
2429495,The English Patient (1996),1996,"Drama, Romance, War",USD,"31,000,000.00","62,073,885.29","78,651,430.00","157,490,317.54","17,103,578 (USA) | 3,403,436 (UK) | 1,892,158 (France) (24 June 1997) | 1,801,519 (France) (27 May 1997) | 1,276,404 (France) (22 April 1997) | 382,363 (France) (25 March 1997) | 2,928,208 (Germany) (30 June 1997) | 2,900,053 (Germany) (23 June 1997) | 2,867,458 (Germany) (16 June 1997) | 2,836,875 (Germany) (9 June 1997) | 2,793,514 (Germany) (2 June 1997) | 2,722,587 (Germany) (26 May 1997) | 2,650,660 (Germany) (20 May 1997) | 2,563,592 (Germany) (12 May 1997) | 2,417,095 (Germany) (5 May 1997) | 2,255,824 (Germany) (28 April 1997) | 2,040,435 (Germany) (21 April 1997) | 1,461,419 (Germany) (8 April 1997) | 1,145,202 (Germany) (2 April 1997) | 752,438 (Germany) (24 March 1997) | 524,213 (Germany) (18 March 1997) | 288,789 (Germany) (9 March 1997) | 106,707 (Germany) (opening week) | 697,623 (Netherlands) (31 December 1998) | 693,977 (Netherlands) (1 January 1998) | 300,346 (Portugal) (10 July 1997) | 296,402 (Portugal) (3 July 1997) | 292,170 (Portugal) (26 June 1997) | 286,872 (Portugal) (19 June 1997) | 280,168 (Portugal) (12 June 1997) | 271,672 (Portugal) (5 June 1997) | 260,381 (Portugal) (29 May 1997) | 248,764 (Portugal) (22 May 1997) | 214,203 (Portugal) (8 May 1997) | 194,999 (Portugal) (1 May 1997) | 168,950 (Portugal) (24 April 1997) | 136,611 (Portugal) (17 April 1997) | 102,556 (Portugal) (10 April 1997) | 56,906 (Portugal) (3 April 1997) | 2,399,425 (Spain)","1996 Tiger Moth Productions, Inc. (on print)"
2429962,The Evening Star (1996),1996,"Comedy, Drama",,,,"12,747,242.00","25,524,865.73","1,799 (Netherlands) (1 January 1998)",
2431294,The Fan (1996),1996,"Drama, Sport, Thriller",USD,"55,000,000.00","110,131,086.81","18,573,791.00","37,191,850.71","191,693 (France) (29 July 1997) | 96,995 (France) (opening week) | 44,885 (Netherlands) (31 December 1997) | 41,101 (Netherlands) (1 January 1997) | 7,728 (Portugal) (30 January 1997) | 388,528 (Spain)","copyright 1996 TriStar Productions, Inc. and Mandalay Entertainment"
2010351,House Arrest (1996),1996,"Comedy, Family",,,,"6,970,578.00","13,957,769.65",,
2433039,The First Wives Club (1996),1996,Comedy,USD,"26,000,000.00","52,061,968.31","105,444,419.00","211,140,153.85","418,246 (France) (28 January 1997) | 2,590,736 (Germany) (9 February 1997) | 2,315,967 (Germany) (26 January 1997) | 1,818,433 (Germany) (12 January 1997) | 1,132,410 (Germany) (29 December 1996) | 275,027 (Germany) (15 December 1996) | 1,491,909 (Germany) | 308,793 (Netherlands) (31 December 1998) | 308,741 (Netherlands) (1 January 1998) | 179,394 (Portugal) (27 February 1997) | 170,345 (Portugal) (20 February 1997) | 125,954 (Portugal) (6 February 1997) | 98,163 (Portugal) (30 January 1997) | 59,583 (Portugal) (23 January 1997)",
2378853,Striptease (1996),1996,"Crime, Drama, Thriller",USD,"40,000,000.00","80,095,335.86","32,758,418.00","65,594,912.30","777,432 (France) (3 September 1996) | 72,660 (Netherlands) (1 January 1997) | 161,200 (Portugal) (10 October 1996) | 144,297 (Portugal) (26 September 1996) | 111,522 (Portugal) (19 September 1996) | 66,989 (Portugal) (12 September 1996) | 1,265,869 (Spain)",
2010080,Hotel de Love (1996),1996,"Comedy, Drama, Romance",,,,"111,106.00","222,476.81",,
1760306,Bed of Roses (1996),1996,"Drama, Romance",,,,"19,030,691.00","38,106,739.68",,"Copyright © MCMXCVI New Line Productions, Inc."
1759983,Beavis and Butt-Head Do America (1996),1996,"Adventure, Animation, Comedy, Crime",USD,"12,000,000.00","24,028,600.76","63,071,133.00","126,292,589.51","49,254 (Germany) (opening week) | 41,632 (Netherlands) (31 December 1998) | 41,620 (Netherlands) (1 January 1998)",
2434664,The Frighteners (1996),1996,"Comedy, Fantasy, Horror",USD,"30,000,000.00","60,071,501.89","16,524,115.00","33,087,613.52","2,289 (Germany) (4 January 1998) (opening week) | 10,420 (Netherlands) (31 December 1998) | 10,303 (Netherlands) (1 January 1998)",
