movieid,title,Year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Percentage_Profit_Loss,Additional_Data
2075452,Knock Off (1998),1998,"Action, Comedy, Thriller",USD,35000000.0,66710470.76373865,10076136.0,19205250.743984412,-71.21104,"250,645 (France) (1999) | 406,818 (Spain) (1998)"
2080719,Kundun (1997),1997,"Biography, Drama, History, War",USD,28000000.0,54275639.013377756,5532301.0,10723898.9996196,-80.24178214285713,"349,553 (Germany) (18 June 1998) | 46,583 (Germany) (23 March 1998) (opening week) | 43,036 (Netherlands) (31 December 1999) | 38,124 (Netherlands) (31 December 1998)"
2088076,L.A. Confidential (1997),1997,"Crime, Drama, Mystery, Thriller",USD,35000000.0,67844548.76672219,64604977.0,125231300.3614133,84.58564857142858,"13,777,598 (USA) (31 December 1998) | 1,884,748 (UK) (31 December 1998) | 582,188 (France) (31 December 2000) | 372,424 (France) (28 October 1997) | 182,141 (France) (opening week) | 143,850 (Germany) (15 December 1997) | 69,402 (Germany) (8 December 1997) (opening week) | 112,337 (Netherlands) (31 December 1998) | 65,169 (Netherlands) (1 January 1998) | 1,391,221 (Spain) (31 December 2000)"
2088412,La Bamba (1987),1987,"Biography, Drama, Music",USD,6500000.0,18057077.022540055,54215416.0,150611068.0801616,734.083323076923,"63,285 (Sweden)"
2091255,La cité des enfants perdus (1995),1995,"Adventure, Fantasy, Sci-Fi",USD,18000000.0,36943973.66464693,1513028.0,3105403.69921519,-91.5942888888889,"1,157,124 (France) (4 July 1995)"
2094683,La guerre du feu (1981),1981,"Adventure, Drama, Sci-Fi",USD,12500000.0,44425338.98405449,67400000.0,239541427.8020218,439.19999999999993,
2095288,La leggenda del pianista sull'oceano (1998),1998,"Drama, Music, Romance",USD,9000000.0,17154121.053532794,259127.0,493899.54735986586,-97.12081111111111,"25,224 (France) (18 January 2000) | 15,084 (Netherlands) (31 December 2000) | 10,571 (Netherlands) (31 December 1999)"
2103144,Labyrinth (1986),1986,"Adventure, Family, Fantasy, Musical",USD,25000000.0,70214249.49918456,12729917.0,35752862.73367644,-49.080332000000006,"854,634 (Spain)"
2103866,Lady and the Tramp (1955),1955,"Adventure, Animation, Comedy, Romance",USD,4000000.0,45959077.55033482,93600000.0,1075442414.6778347,2240.0,"413,813 (Germany) (11 August 1997) (re-release) | 388,394 (Germany) (4 August 1997) (re-release) | 332,397 (Germany) (28 July 1997) (re-release) | 258,346 (Germany) (21 July 1997) (re-release) | 160,238 (Germany) (14 July 1997) (re-release) | 104,807 (Germany) (7 July 1997) (re-release) | 23,659 (Portugal) (17 July 1997) (re-release) | 18,132 (Portugal) (10 July 1997) (re-release) | 10,556 (Portugal) (3 July 1997) (re-release) (opening week)"
2103975,Ladyhawke (1985),1985,"Adventure, Drama, Fantasy",USD,20000000.0,58305912.78412288,18432000.0,53734729.221847646,-7.839999999999995,"39,944 (France) (2 April 1985) | 76,412 (Germany)"
2104410,Lake Placid (1999),1999,"Action, Comedy, Horror, Sci-Fi, Thriller",USD,27000000.0,50651932.24468342,31768374.0,59597389.902657874,17.660644444444454,"32,867 (Netherlands) (31 December 2000) | 382,794 (Spain)"
2105754,Larger Than Life (1996),1996,"Comedy, Family",USD,30000000.0,60071501.89373485,8289972.0,16599702.289900295,-72.36676,"24,192 (Germany)"
2106940,Last Action Hero (1993),1993,"Action, Adventure, Comedy, Family, Fantasy",USD,70000000.0,151533979.3307643,49946994.0,108123810.80614012,-28.647151428571423,"125,110 (Sweden)"
2107343,Last Man Standing (1996),1996,"Action, Crime, Drama, Thriller, Western",USD,67000000.0,134159687.56267451,18127448.0,36298100.89535267,-72.94410746268656,"256,766 (France) (25 March 1997) | 285,297 (Germany) (17 November 1996) | 112,282 (Germany) (3 November 1996) | 35,098 (Netherlands) (1 January 1997) | 52,474 (Portugal) (5 December 1996) | 42,163 (Portugal) (28 November 1996) | 27,535 (Portugal) (21 November 1996) | 243,192 (Spain)"
2107847,Lat sau san taam (1992),1992,"Action, Crime, Drama, Thriller",USD,4500000.0,10023972.732730057,19711048.0,43907335.04122963,338.0232888888889,
2109065,Lawn Dogs (1997),1997,Drama,USD,8000000.0,15507325.432393644,106292.0,206038.07935749815,-98.67135,
2109093,Lawrence of Arabia (1962),1962,"Adventure, Biography, Drama, History, War",USD,15000000.0,153207526.94462523,342481.0,3498044.469034813,-97.71679333333333,
2113512,Le mépris (1963),1963,Drama,USD,900000.0,9074483.333344046,153141.0,1544083.835724045,-82.98433333333334,"1,597,000 (France) | 5,841 (Germany) (2002)"
2116072,Le violon rouge (1998),1998,"Drama, Music, Mystery, Romance",USD,10000000.0,19060134.503925327,9473382.0,18056393.512706514,-5.266179999999989,"6,047 (Netherlands) (31 December 2000) | 5,825 (Netherlands) (31 December 1999)"
2116658,Leather Jacket Love Story (1997),1997,"Drama, Romance",USD,67000.0,129873.85049629677,12784.0,24780.706040965044,-80.91940298507463,
2116736,Leave It to Beaver (1997),1997,"Comedy, Family",USD,15000000.0,29076235.185738083,10713605.0,20767419.911139965,-28.575966666666663,
2116855,Leaving Las Vegas (1995),1995,"Drama, Romance",USD,3600000.0,7388794.732929386,31968347.0,65613209.426127486,788.009638888889,"103,977 (Netherlands) (31 December 1997) | 102,737 (Netherlands) (1 January 1997) | 82,195 (Portugal) (18 July 1996)"
2117637,Legend (1985),1985,"Adventure, Fantasy, Romance",USD,30000000.0,87458869.17618433,12297710.0,35851460.33522179,-59.00763333333333,
2117874,Legends of the Fall (1994),1994,"Drama, Romance, War, Western",USD,30000000.0,63235768.25598732,66528842.0,140233414.5017065,121.76280666666666,"1,238,650 (France) (30 May 1995) | 1,537,884 (Germany) (31 December 1995) | 186,300 (Israel) | 94,329 (Sweden)"
2119425,Les amants du Pont-Neuf (1991),1991,"Drama, Romance",USD,28000000.0,64304898.8552114,117569.0,270009.38048244105,-99.58011071428571,"868,000 (France) (1991) | 122,286 (Spain) (1993)"
2124260,Let's Talk About Sex (1998),1998,Drama,USD,300000.0,571804.0351177598,417827.0,796383.8819371607,39.27566666666666,
2124355,Lethal Weapon (1987),1987,"Action, Thriller",USD,15000000.0,41670177.7443232,65207127.0,181146171.4857771,334.71418,"456,194 (Sweden)"
2124358,Lethal Weapon 3 (1992),1992,"Action, Crime, Thriller",USD,35000000.0,77964232.36567822,144731527.0,322396640.0476409,313.5186485714286,
2124359,Lethal Weapon 4 (1998),1998,"Action, Crime, Thriller",USD,140000000.0,266841883.0549546,129734803.0,247276279.5020255,-7.332283571428571,"2,080,792 (Germany) (13 September 1998) | 1,900,475 (Germany) (6 September 1998) | 1,125,845 (Germany) (23 August 1998) | 512,502 (Germany) (16 August 1998) (opening week) | 508,030 (Netherlands) (31 December 1999) | 507,980 (Netherlands) (31 December 1998) | 332,229 (Sweden) (31 December 1998)"
2125443,Liar Liar (1997),1997,Comedy,USD,45000000.0,87228705.55721425,181395380.0,351619648.6990887,303.1008444444445,"1,411,875 (France) (29 July 1997) | 845,332 (France) (opening week) | 1,633,998 (Germany) (21 July 1997) | 1,561,517 (Germany) (14 July 1997) | 1,500,226 (Germany) (7 July 1997) | 1,359,732 (Germany) (30 June 1997) | 1,187,411 (Germany) (23 June 1997) | 932,234 (Germany) (16 June 1997) | 689,558 (Germany) (9 June 1997) | 381,442 (Germany) (opening week) | 683,808 (Netherlands) (1 January 1998) | 356,170 (Portugal) (31 July 1997) | 350,702 (Portugal) (24 July 1997) | 342,839 (Portugal) (17 July 1997) | 333,657 (Portugal) (10 July 1997) | 320,934 (Portugal) (3 July 1997) | 303,144 (Portugal) (26 June 1997) | 279,352 (Portugal) (19 June 1997) | 250,420 (Portugal) (12 June 1997) | 200,464 (Portugal) (5 June 1997) | 152,574 (Portugal) (29 May 1997) | 80,914 (Portugal) (22 May 1997)"
2125784,Licence to Kill (1989),1989,"Action, Adventure, Crime, Thriller",USD,32000000.0,81561100.09017913,33197509.0,84613292.3216757,3.7422156249999996,"8,700,000 (USA) | 936,050 (Sweden)"
2127239,Life of Brian (1979),1979,Comedy,USD,4000000.0,18120207.264816135,646124.0,2926975.199693015,-83.8469,"2,720,134 (Spain) (10 August 2002) | 480,273 (Sweden)"
2127575,Lifeforce (1985),1985,"Horror, Sci-Fi, Thriller",USD,25000000.0,72882390.9801536,11603545.0,33827764.137832254,-53.585820000000005,
2127843,Light It Up (1999),1999,Drama,USD,13000000.0,24387967.377069797,5871603.0,11015112.493469628,-54.833823076923075,"4,016 (Spain) (10 August 2002) | 2,500 (Spain) (25 June 2001)"
2128890,Limbo (1999),1999,"Adventure, Drama, Thriller",USD,8000000.0,15007979.924350645,1997807.0,3747880.9185908986,-75.0274125,
2130342,Little Big Man (1970),1970,"History, Western",USD,15000000.0,122020448.8739192,31559552.0,256727380.08665296,110.39701333333332,
2130468,Little Buddha (1993),1993,Drama,USD,35000000.0,75766989.66538215,4858139.0,10516759.068742571,-86.11960285714285,"866,041 (Spain)"
2131017,Little Nemo: Adventures in Slumberland (1989),1989,"Adventure, Animation, Drama, Family, Fantasy",USD,35000000.0,89207453.22363342,1368000.0,3486737.0288551576,-96.09142857142857,579 (USA) (21 August 1992)
2131031,Little Odessa (1994),1994,"Crime, Drama",USD,2300000.0,4848075.566292361,1095885.0,2309970.9965070887,-52.352826086956526,"109,283 (France) (31 January 1995)"
2131225,Little Shop of Horrors (1986),1986,"Comedy, Musical",USD,25000000.0,70214249.49918456,34656704.0,97335778.4590155,38.626816,"118,418 (Sweden)"
2131430,Little Women (1994),1994,"Drama, Romance",USD,15000000.0,31617884.12799366,50083616.0,105569197.82659528,233.8907733333333,"276,629 (France) (30 May 1995) | 562,456 (Germany) (1995)"
2131729,Live and Let Die (1973),1973,"Action, Crime, Thriller",USD,7000000.0,50484100.28440517,35377836.0,255145460.0670342,405.39765714285716,"20,100,000 (USA) | 954,000 (Sweden)"
2132235,Living Out Loud (1998),1998,"Comedy, Drama, Romance",USD,12000000.0,22872161.404710393,12902790.0,24592891.28759027,7.5232500000000035,"48,030 (Germany) (7 February 1999) (opening week)"
2132367,Living in Oblivion (1995),1995,"Comedy, Drama",USD,500000.0,1026221.490684637,1148752.0,2357747.979733916,129.7504,
2133276,Loaded Weapon 1 (1993),1993,"Action, Comedy, Crime",USD,8200000.0,17751123.29303239,27979400.0,60568997.44695981,241.2121951219512,
2133798,Logan's Run (1976),1976,"Action, Sci-Fi",USD,9000000.0,49740721.97243371,25000000.0,138168672.1456492,177.77777777777777,
2134055,Lolita (1962),1962,"Drama, Romance",USD,2000000.0,20427670.259283364,27958.0,285558.40255452215,-98.6021,"440,353 (Spain) (20 December 2002)"
2134058,Lolita (1997),1997,"Drama, Romance",USD,58000000.0,112428109.38485391,1060056.0,2054829.1710701846,-98.1723172413793,"41,092 (Germany) (4 January 1998) (opening week) | 9,772 (Netherlands) (31 December 1999)"
2134388,Lone Star (1996),1996,"Drama, Mystery, Romance",USD,5000000.0,10011916.982289141,13269963.0,26571553.582809713,165.39926,"2,548 (Netherlands) (31 December 1998) | 2,037 (Netherlands) (1 January 1998) | 19,584 (Spain)"
2134924,Long xiong hu di (1986),1986,"Action, Adventure, Comedy",USD,15000000.0,42128549.69951074,35469408.0,99618314.51601492,136.46272,
2136104,Lord of Illusions (1995),1995,"Horror, Mystery, Thriller",USD,12000000.0,24629315.77643129,13293081.0,27283290.799223248,10.775674999999989,"9,616 (Netherlands) (31 December 1997) | 9,596 (Netherlands) (1 January 1997)"
2137905,Loser (2000),2000,"Comedy, Romance",USD,20000000.0,36533544.119646184,15464026.0,28247783.806917787,-22.679869999999998,"2,565 (Spain) (31 August 2002) | 2,284 (Spain) (30 June 2001)"
2137970,Losing Isaiah (1995),1995,Drama,USD,17000000.0,34891530.68327766,7603766.0,15606296.158674318,-55.27196470588236,
2138292,Lost Highway (1997),1997,"Drama, Mystery, Thriller",USD,15000000.0,29076235.185738083,3796699.0,7359580.87023044,-74.68867333333333,"382,934 (France) (31 December 2001) | 49,322 (Netherlands) (31 December 1998) | 48,328 (Netherlands) (1 January 1998) | 44,643 (Portugal) (22 May 1997) | 33,984 (Portugal) (8 May 1997) | 26,765 (Portugal) (1 May 1997) | 14,756 (Portugal) (24 April 1997)"
2138727,Lost in Space (1998),1998,"Action, Adventure, Sci-Fi, Thriller",USD,80000000.0,152481076.03140262,69102910.0,131711075.92126466,-13.621362499999993,"145,388 (Brazil) (9 July 1998) (opening week) (145 screens) | 891,320 (Germany) (18 October 1998) | 784,151 (Germany) (12 October 1998) | 129,971 (Netherlands) (31 December 1998)"
2139396,Love & Basketball (2000),2000,"Drama, Romance, Sport",USD,15000000.0,27400158.08973464,27441122.0,50126072.06397968,82.94081333333332,440 (Spain) (25 June 2001)
2139545,Love Affair (1994),1994,"Comedy, Drama, Romance",USD,60000000.0,126471536.51197463,18250211.0,38468870.44729569,-69.58298166666665,
2140530,Love Stinks (1999),1999,Comedy,USD,4000000.0,7503989.962175323,2622075.0,4919006.120017715,-34.448125000000005,
2140806,Love and Death (1975),1975,"Comedy, War",USD,3000000.0,17724277.262843885,20123742.0,118892927.59131217,570.7914000000001,
2140922,Love and Other Catastrophes (1996),1996,"Comedy, Romance",USD,250000.0,500595.8491144571,212285.0,425075.9593170501,-15.085999999999993,"15,608 (Netherlands) (31 December 1998) | 15,200 (Netherlands) (1 January 1998)"
2141230,Love in the Afternoon (1957),1957,"Comedy, Drama, Romance",USD,2100000.0,23332413.75655221,5000000.0,55553366.08702906,138.09523809523807,
2141461,Love's Labour's Lost (2000),2000,"Comedy, Musical, Romance",USD,13000000.0,23746803.677770022,284291.0,519307.8895659167,-97.81314615384616,
2145942,MASH (1970),1970,"Comedy, Drama, War",USD,3500000.0,28471438.070581146,73200000.0,595459790.5047257,1991.4285714285716,"1,033,000 (Sweden)"
2147962,Mad City (1997),1997,"Drama, Thriller",USD,50000000.0,96920783.95246027,10556196.0,20462295.83751651,-78.88760800000001,"22,287 (Germany) (22 February 1998) (opening week)"
2147992,Mad Dog Time (1996),1996,"Comedy, Crime, Drama",USD,8000000.0,16019067.171662627,80026.0,160242.73368493418,-98.999675,
2148037,Mad Max (1979),1979,"Action, Adventure, Thriller",USD,650000.0,2944533.6805326217,8750000.0,39637953.391785294,1246.1538461538464,"3,241,900 (West Germany) (1981)"
2148039,Mad Max 2 (1981),1981,"Action, Adventure, Thriller",USD,2000000.0,7108054.237448718,24600832.0,87432024.07118201,1130.0415999999998,"266,119 (Sweden) | 1,823,163 (West Germany) (1982)"
2148040,Mad Max Beyond Thunderdome (1985),1985,"Action, Adventure, Thriller",USD,12305523.0,35874237.54005091,36230219.0,105621799.45818359,194.42242316722337,"97,132 (Finland) | 194,588 (Sweden) | 1,065,828 (West Germany) (1985)"
2148608,Made in America (1993),1993,Comedy,USD,22000000.0,47624964.932525925,44942695.0,97290648.78855492,104.28497727272728,"109,358 (Sweden)"
2149158,Madonna: Truth or Dare (1991),1991,"Documentary, Music",USD,4500000.0,10334715.887444688,15012935.0,34478759.52481654,233.62077777777782,
2150211,Magnolia (1999),1999,Drama,USD,37000000.0,69411907.15012173,22450975.0,42117972.76026227,-39.32168918918919,"92,738 (Netherlands) (31 December 2001) | 88,743 (Netherlands) (31 December 2000)"
2153014,Malcolm X (1992),1992,"Biography, Drama, History",USD,33000000.0,73509133.37335376,48140491.0,107235326.47205262,45.88027575757575,
2153457,Mallrats (1995),1995,"Comedy, Romance",USD,6000000.0,12314657.888215644,2122561.0,4356435.426978148,-64.62398333333333,"84,683 (Spain)"
2154663,Man on the Moon (1999),1999,"Biography, Comedy, Drama",USD,52000000.0,97551869.50827919,34580635.0,64873184.48141216,-33.49877884615384,"14,458 (Netherlands) (31 December 2001) | 14,341 (Netherlands) (31 December 2000)"
2155689,Manhattan Murder Mystery (1993),1993,"Comedy, Drama, Mystery",USD,13500000.0,29224410.299504545,11285588.0,24430715.12467888,-16.403051851851856,"1,553,577 (France) | 342,685 (Germany) (31 December 1994) | 698,911 (Spain) | 38,230 (Sweden)"
2156231,Manny & Lo (1996),1996,"Comedy, Drama",USD,500000.0,1001191.6982289142,502313.0,1005823.2110249212,0.46260000000000234,
2159085,Marked for Death (1990),1990,"Action, Crime, Drama, Thriller",USD,12000000.0,29240356.150876846,43120554.0,105071696.36525977,259.33795,"50,339 (Sweden)"
2159258,Marnie (1964),1964,"Drama, Mystery, Romance, Thriller",USD,3000000.0,29771926.946666792,7000000.0,69467829.54222251,133.33333333333331,
2159513,Married to the Mob (1988),1988,"Comedy, Crime",USD,10000000.0,26609308.90442094,21486757.0,57174775.43672289,114.86756999999999,
2159587,Mars Attacks! (1996),1996,"Comedy, Sci-Fi",USD,70000000.0,140166837.752048,37754208.0,75598399.24561532,-46.06541714285714,"1,951,569 (France) (22 April 1997) | 1,664,028 (France) (25 March 1997) | 216,767 (France) (4 March 1997) (opening week) | 30,156 (France) (26 February 1997) | 719,593 (France) (opening week) | 666,513 (Germany) (24 March 1997) | 576,747 (Germany) (18 March 1997) | 417,147 (Germany) (11 March 1997) | 205,026 (Germany) (opening week) | 55,582 (Netherlands) (31 December 1998) | 55,500 (Netherlands) (1 January 1998) | 101,515 (Portugal) (3 April 1997) | 90,624 (Portugal) (27 March 1997) | 67,789 (Portugal) (20 March 1997) | 44,084 (Portugal) (13 March 1997) | 106,868 (Sweden)"
2160308,Marvin's Room (1996),1996,Drama,USD,23000000.0,46054818.11853005,12782508.0,25595481.784289364,-44.42387826086956,"7,005 (Germany) (7 June 1998) (opening week) (re-release) | 471,357 (Germany) (14 July 1997) | 427,796 (Germany) (7 July 1997) | 348,830 (Germany) (30 June 1997) | 256,297 (Germany) (23 June 1997) | 143,851 (Germany) (16 June 1997) | 56,873 (Germany) (opening week) | 32,841 (Netherlands) (31 December 1998) | 31,224 (Netherlands) (1 January 1998) | 11,609 (Portugal) (31 July 1997) | 6,551 (Portugal) (24 July 1997) (opening week)"
2160428,Mary Poppins (1964),1964,"Comedy, Family, Fantasy, Musical",USD,6000000.0,59543853.893333584,9396754.0,93253157.87459965,56.612566666666666,"4,317,618 (France) (1965) | 630,000 (Sweden)"
2160436,Mary Reilly (1996),1996,"Drama, Horror, Romance, Thriller",USD,47000000.0,94112019.63351794,5600000.0,11213347.02016384,-88.08510638297872,"3,267 (Netherlands) (31 December 1997) | 3,000 (Netherlands) (1 January 1997) | 17,518 (Portugal) (4 July 1996)"
2162013,Matewan (1987),1987,"Drama, History",USD,4000000.0,11112047.398486186,1680358.0,4668054.435606363,-57.99104999999999,
2162109,Matilda (1996),1996,"Comedy, Fantasy",USD,36000000.0,72085802.27248181,33084249.0,66247350.88187651,-8.099308333333322,"179,770 (Netherlands) (31 December 1997) | 56,264 (Netherlands) (1 January 1997) | 41,080 (Portugal) (2 January 1997) | 19,455 (Portugal) (26 December 1996) | 198,820 (Spain)"
2162762,Maurice (1987),1987,"Drama, Romance",USD,2600000.0,7222830.809016021,3130592.0,8696821.672330417,20.40738461538462,
2163340,Maximum Overdrive (1986),1986,"Action, Horror, Sci-Fi",USD,10000000.0,28085699.799673826,7188513.0,20189441.81240527,-28.114869999999996,
2163370,Maximum Risk (1996),1996,"Action, Adventure, Crime, Thriller",USD,25000000.0,50059584.91144571,14502483.0,29039531.166611917,-41.990067999999994,"403,509 (France) (28 January 1997) | 188,500 (Germany) (26 January 1997) | 342,250 (Germany) (1997) | 115,486 (Portugal) (5 June 1997) | 104,814 (Portugal) (29 May 1997) | 88,820 (Portugal) (22 May 1997) | 42,323 (Portugal) (8 May 1997)"
2164174,McHale's Navy (1997),1997,"Action, Comedy",USD,31190000.0,60459185.02954472,4529843.0,8780718.694831291,-85.47661750561078,"965,744 (USA) (1997) | 2,355 (Spain)"
2164624,"Me, Myself & Irene (2000)",2000,Comedy,USD,51000000.0,93160537.50509778,90567722.0,165437993.3751425,77.58376862745097,"236,627 (Netherlands) (31 December 2000) | 1,288,046 (Spain) (10 August 2002) | 1,274,616 (Spain) (25 June 2001)"
2165318,Medicine Man (1992),1992,"Adventure, Drama, Romance",USD,40000000.0,89101979.8464894,45500797.0,101355277.43233013,13.751992499999998,
2165624,Meet Joe Black (1998),1998,"Drama, Fantasy, Mystery, Romance",USD,90000000.0,171541210.53532794,44606335.0,85020274.4827152,-50.43740555555555,"1,293,754 (Germany) (7 February 1999) | 1,063,140 (Germany) (31 January 1999) | 768,928 (Germany) (24 January 1999) | 167,869 (Netherlands) (31 December 1999)"
2165666,Meet Me in St. Louis (1944),1944,"Family, Musical, Romance",USD,1707561.0,30071414.342714317,7566000.0,133242865.65280919,343.08812393817846,
2165765,Meet the Deedles (1998),1998,"Comedy, Family",USD,24000000.0,45744322.80942079,4308981.0,8212975.743485866,-82.0459125,
2165832,Meet the Parents (2000),2000,"Comedy, Romance",USD,55000000.0,100467246.32902701,166244045.0,303674207.6317973,202.26190000000003,"1,845,892 (Italy) (31 December 2001) | 380,045 (Netherlands) (31 December 2001) | 219,607 (Netherlands) (31 December 2000) | 3,349,066 (Spain) (20 July 2003) | 3,342,321 (Spain) (31 August 2002) | 3,340,542 (Spain) (31 May 2002) | 3,239,642 (Spain) (30 June 2001) | 450,860 (Switzerland)"
2168207,Men in Black (1997),1997,"Comedy, Sci-Fi",USD,90000000.0,174457411.1144285,250147615.0,484890058.99276423,177.94179444444444,"5,799,742 (France) (31 March 1998) | 5,606,673 (France) (28 October 1997) | 5,283,643 (France) (30 September 1997) | 4,137,062 (France) (2 September 1997) | 320,852 (France) (12 August 1997) (opening week) | 71,502 (France) (6 August 1997) (opening day) | 91,963 (France) (6 August 1997) (opening day) | 1,731,371 (France) (opening week) | 7,233,849 (Germany) (17 November 1997) | 7,175,497 (Germany) (10 November 1997) | 7,094,750 (Germany) (3 November 1997) | 6,922,496 (Germany) (27 October 1997) | 6,682,388 (Germany) (20 October 1997) | 6,283,412 (Germany) (13 October 1997) | 5,734,550 (Germany) (5 October 1997) | 4,815,176 (Germany) (29 September 1997) | 3,714,731 (Germany) (22 September 1997) | 1,954,972 (Germany) (15 September 1997) (opening week) | 7,437,000 (Germany) | 730,510 (Netherlands) (31 December 1998) | 730,361 (Netherlands) (1 January 1998) | 309,775 (Portugal) (25 September 1997) | 306,177 (Portugal) (18 September 1997) | 300,234 (Portugal) (11 September 1997) | 290,723 (Portugal) (4 September 1997) | 273,383 (Portugal) (28 August 1997) | 249,971 (Portugal) (21 August 1997) | 220,079 (Portugal) (14 August 1997) | 176,957 (Portugal) (7 August 1997) | 105,668 (Portugal) (31 July 1997) (opening week)"
2168361,Men with Guns (1997/II),1997,Drama,USD,2500000.0,4846039.1976230135,742032.0,1438366.46315624,-70.31872,"1,806 (Netherlands) (31 December 1999)"
2168402,Menace II Society (1993),1993,"Crime, Drama",USD,3500000.0,7576698.966538215,27900000.0,60397114.61897606,697.1428571428571,
2169199,Mercury Rising (1998),1998,"Action, Crime, Drama, Thriller",USD,60000000.0,114360807.02355197,32940507.0,62785049.40474938,-45.099155,"393,860 (Brazil) (9 July 1998) | 215,557 (Brazil) (2 July 1998) (opening week) | 1,098,789 (Germany) (12 July 1998) | 1,012,142 (Germany) (5 July 1998) | 824,162 (Germany) (21 June 1998) | 713,512 (Germany) (15 June 1998) | 304,648 (Germany) (1 June 1998) (opening week) | 133,616 (Netherlands) (31 December 1998)"
2169865,Message in a Bottle (1999),1999,"Drama, Romance",USD,80000000.0,150079799.24350646,52799004.0,99050799.00721367,-34.00124500000001,"210,996 (Netherlands) (31 December 1999)"
2170415,Meteor (1979),1979,"Action, Drama, Sci-Fi, Thriller",USD,16000000.0,72480829.05926454,8400000.0,38052435.25611388,-47.50000000000001,"54,256 (Sweden)"
2170555,Metro (1997),1997,"Action, Comedy, Crime, Drama, Thriller",USD,55000000.0,106612862.3477063,31987563.0,62005193.65377424,-41.84079454545454,"563,807 (France) (29 July 1997) | 297,659 (France) (opening week) | 943,441 (Germany) (16 June 1997) | 907,099 (Germany) (9 June 1997) | 842,525 (Germany) (2 June 1997) | 713,272 (Germany) (26 May 1997) | 550,377 (Germany) (20 May 1997) | 310,115 (Germany) (opening week) | 229,518 (Netherlands) (1 January 1998) | 149,300 (Portugal) (8 May 1997) | 138,765 (Portugal) (1 May 1997) | 116,279 (Portugal) (24 April 1997) | 90,573 (Portugal) (17 April 1997) | 61,343 (Portugal) (10 April 1997)"
2170643,Metropolitan (1990),1990,"Comedy, Drama",USD,225000.0,548256.6778289409,2938208.0,7159520.697112964,1205.8702222222223,
2171943,Michael Collins (1996),1996,"Biography, Drama, Thriller, War",USD,28000000.0,56066735.10081919,11085316.0,22197052.70288831,-60.409585714285704,"18,408 (Netherlands) (31 December 1998) | 18,357 (Netherlands) (1 January 1998) | 157,245 (Portugal) (6 March 1997) | 149,362 (Portugal) (27 February 1997) | 134,153 (Portugal) (20 February 1997) | 79,351 (Portugal) (6 February 1997) | 46,964 (Portugal) (30 January 1997)"
2172334,Mickey Blue Eyes (1999),1999,"Comedy, Crime, Romance",USD,40000000.0,75039899.62175323,33864342.0,63529420.610918045,-15.339145000000007,"177,834 (Germany) (7 November 1999) (opening week) | 136,746 (Netherlands) (31 December 2000) | 115,322 (Netherlands) (31 December 1999)"
2172808,Midnight Cowboy (1969),1969,Drama,USD,3600000.0,31100572.008984525,44785053.0,386900212.7090801,1144.02925,
2172829,Midnight Express (1978),1978,"Biography, Crime, Drama",USD,2300000.0,11356839.903223524,35000000.0,172821476.78818405,1421.7391304347825,"275,212 (Sweden)"
2172947,Midnight Run (1988),1988,"Action, Adventure, Comedy, Crime, Thriller",USD,30000000.0,79827926.71326281,38413606.0,102215950.81867176,28.045353333333345,"278,885 (Sweden)"
2173027,Midnight in the Garden of Good and Evil (1997),1997,"Crime, Drama, Mystery, Thriller",USD,30000000.0,58152470.371476166,25078937.0,48613404.69468725,-16.40354333333333,"4,448 (Netherlands) (31 December 1998)"
2173331,Mighty Aphrodite (1995),1995,"Comedy, Fantasy, Romance",USD,15000000.0,30786644.720539108,6700000.0,13751367.975174135,-55.33333333333332,"908,507 (France) (26 March 1996) | 42,151 (Netherlands) (31 December 1997) | 41,351 (Netherlands) (1 January 1997) | 29,021 (Portugal) (18 April 1996)"
2173344,Mighty Joe Young (1998),1998,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",USD,90000000.0,171541210.53532794,50628009.0,96497666.1205942,-43.74665666666666,"319,831 (Germany) (18 July 1999) | 220,955 (Germany) (11 July 1999)"
2173361,Mighty Morphin Power Rangers: The Movie (1995),1995,"Action, Adventure, Family, Sci-Fi, Thriller",USD,15000000.0,30786644.720539108,37765144.0,77510804.74319994,151.76762666666667,
2174453,Miller's Crossing (1990),1990,"Crime, Drama, Thriller",USD,14000000.0,34113748.842689656,5080409.0,12379414.046010008,-63.711364285714275,"141,518 (France) | 39,825 (Germany) | 610,805 (Spain) | 37,357 (Sweden)"
2174775,Mimic (1997),1997,"Horror, Sci-Fi",USD,25000000.0,48460391.97623014,25454187.0,49340795.17825046,1.816748000000007,"214,039 (Germany) (9 March 1998) | 114,981 (Germany) (1 March 1998) (opening week) | 32,461 (Netherlands) (1 January 1998)"
2176789,Misery (1990),1990,"Drama, Thriller",USD,20000000.0,48733926.91812808,61276872.0,149313130.09097445,206.38436000000002,"118,288 (Sweden)"
2177836,Missing in Action (1984),1984,"Action, Adventure, Drama, Thriller, War",USD,2550000.0,7723930.031294718,22812500.0,69098883.85839638,794.6078431372549,"536,076 (Spain) | 532,201 (West Germany)"
2177839,Missing in Action 2: The Beginning (1985),1985,"Action, Drama, Thriller, War",USD,2410000.0,7025862.490486807,10800000.0,31485192.903426357,348.13278008298755,"369,190 (Spain) | 298,565 (West Germany)"
