movieid,title,genre
2092032,"La cérémonie (1995)",Thriller
2092629,"La double vie de Véronique (1991)",Drama
2092629,"La double vie de Véronique (1991)",Fantasy
2092629,"La double vie de Véronique (1991)",Music
2092629,"La double vie de Véronique (1991)",Romance
2093179,"La femme de chambre du Titanic (1997)",Drama
2093179,"La femme de chambre du Titanic (1997)",Romance
2093616,"La fille seule (1995)",Drama
2093617,"La fille sur le pont (1999)",Comedy
2093617,"La fille sur le pont (1999)",Drama
2093617,"La fille sur le pont (1999)",Romance
2093759,"La flor de mi secreto (1995)",Drama
2094426,"La grande bouffe (1973)",Comedy
2094426,"La grande bouffe (1973)",Drama
2094455,"La grande illusion (1937)",Drama
2094455,"La grande illusion (1937)",War
2094683,"La guerre du feu (1981)",Adventure
2094683,"La guerre du feu (1981)",Drama
2094683,"La guerre du feu (1981)",Sci-Fi
2094747,"La haine (1995)",Drama
2094854,"La historia oficial (1985)",Drama
2094854,"La historia oficial (1985)",History
2094854,"La historia oficial (1985)",War
2095261,"La legge (1959)",Drama
2095288,"La leggenda del pianista sull'oceano (1998)",Drama
2095288,"La leggenda del pianista sull'oceano (1998)",Music
2095288,"La leggenda del pianista sull'oceano (1998)",Romance
2095320,"La lengua de las mariposas (1999)",Drama
2095320,"La lengua de las mariposas (1999)",Music
2095320,"La lengua de las mariposas (1999)",War
2096283,"La maschera del demonio (1960)",Horror
2096794,"La mort en ce jardin (1956)",Adventure
2096794,"La mort en ce jardin (1956)",Drama
2096850,"La morte vivante (1982)",Horror
2097603,"La novia ensangrentada (1972)",Horror
2097722,"La nuit fantastique (1942)",Comedy
2097722,"La nuit fantastique (1942)",Fantasy
2097722,"La nuit fantastique (1942)",Romance
2098630,"La planète sauvage (1973)",Animation
2098630,"La planète sauvage (1973)",Drama
2098630,"La planète sauvage (1973)",Sci-Fi
2099040,"La promesse (1996)",Drama
2099471,"La reine Margot (1994)",Biography
2099471,"La reine Margot (1994)",Drama
2099471,"La reine Margot (1994)",History
2099471,"La reine Margot (1994)",Romance
2100174,"La scorta (1993)",Crime
2100174,"La scorta (1993)",Drama
2100174,"La scorta (1993)",Thriller
2100901,"La symphonie pastorale (1946)",Drama
2100911,"La séparation (1994)",Drama
2100911,"La séparation (1994)",Romance
2102238,"La vie est belle (1987)",Comedy
2102238,"La vie est belle (1987)",Drama
2102238,"La vie est belle (1987)",Musical
2102302,"La vie rêvée des anges (1998)",Drama
2102312,"La vie sexuelle des Belges 1950-1978 (1994)",Biography
2102312,"La vie sexuelle des Belges 1950-1978 (1994)",Comedy
2102312,"La vie sexuelle des Belges 1950-1978 (1994)",Romance
2102344,"La vieille qui marchait dans la mer (1991)",Comedy
2102540,"La vita è bella (1997)",Comedy
2102540,"La vita è bella (1997)",Drama
2102540,"La vita è bella (1997)",Romance
2102540,"La vita è bella (1997)",War
2103144,"Labyrinth (1986)",Adventure
2103144,"Labyrinth (1986)",Family
2103144,"Labyrinth (1986)",Fantasy
2103144,"Labyrinth (1986)",Musical
2103526,"Ladri di biciclette (1948)",Crime
2103526,"Ladri di biciclette (1948)",Drama
2103866,"Lady and the Tramp (1955)",Adventure
2103866,"Lady and the Tramp (1955)",Animation
2103866,"Lady and the Tramp (1955)",Comedy
2103866,"Lady and the Tramp (1955)",Romance
2103908,"Lady of Burlesque (1943)",Comedy
2103908,"Lady of Burlesque (1943)",Horror
2103908,"Lady of Burlesque (1943)",Music
2103908,"Lady of Burlesque (1943)",Mystery
2103908,"Lady of Burlesque (1943)",Romance
2103955,"Ladybird Ladybird (1994)",Drama
2103975,"Ladyhawke (1985)",Adventure
2103975,"Ladyhawke (1985)",Drama
2103975,"Ladyhawke (1985)",Fantasy
2104410,"Lake Placid (1999)",Action
2104410,"Lake Placid (1999)",Comedy
2104410,"Lake Placid (1999)",Horror
2104410,"Lake Placid (1999)",Sci-Fi
2104410,"Lake Placid (1999)",Thriller
2104759,"Lamerica (1994)",Drama
2105754,"Larger Than Life (1996)",Comedy
2105754,"Larger Than Life (1996)",Family
2106723,"Las vampiras (1969)",Horror
2106899,"Lassie (1994)",Adventure
2106899,"Lassie (1994)",Family
2106940,"Last Action Hero (1993)",Action
2106940,"Last Action Hero (1993)",Adventure
2106940,"Last Action Hero (1993)",Comedy
2106940,"Last Action Hero (1993)",Family
2106940,"Last Action Hero (1993)",Fantasy
2107118,"Last Dance (1996)",Drama
2107118,"Last Dance (1996)",Thriller
2107343,"Last Man Standing (1996)",Action
2107343,"Last Man Standing (1996)",Crime
2107343,"Last Man Standing (1996)",Drama
2107343,"Last Man Standing (1996)",Thriller
2107343,"Last Man Standing (1996)",Western
2107404,"Last Night (2007)",Drama
2107404,"Last Night (2007)",Short
2107497,"Last Resort (1986)",Comedy
2107634,"Last Summer in the Hamptons (1995)",Comedy
2107634,"Last Summer in the Hamptons (1995)",Drama
2107847,"Lat sau san taam (1992)",Action
2107847,"Lat sau san taam (1992)",Crime
2107847,"Lat sau san taam (1992)",Drama
2107847,"Lat sau san taam (1992)",Thriller
2107892,"Late Bloomers (1996)",Comedy
2107892,"Late Bloomers (1996)",Drama
2107892,"Late Bloomers (1996)",Romance
2108364,"Lauderdale (1989)",Comedy
2108654,"Laura (1944)",Drama
2108654,"Laura (1944)",Film-Noir
2108654,"Laura (1944)",Mystery
2108654,"Laura (1944)",Romance
2109065,"Lawn Dogs (1997)",Drama
2109077,"Lawnmower Man 2: Beyond Cyberspace (1996)",Action
2109077,"Lawnmower Man 2: Beyond Cyberspace (1996)",Sci-Fi
2109077,"Lawnmower Man 2: Beyond Cyberspace (1996)",Thriller
2109093,"Lawrence of Arabia (1962)",Adventure
2109093,"Lawrence of Arabia (1962)",Biography
2109093,"Lawrence of Arabia (1962)",Drama
2109093,"Lawrence of Arabia (1962)",History
2109093,"Lawrence of Arabia (1962)",War
2110112,"Le bonheur (1965)",Drama
2110128,"Le bonheur est dans le pré (1995)",Comedy
2110973,"Le colonel Chabert (1994)",Drama
2110973,"Le colonel Chabert (1994)",History
2110973,"Le colonel Chabert (1994)",Romance
2110973,"Le colonel Chabert (1994)",War
2111069,"Le confessionnal (1995)",Drama
2111069,"Le confessionnal (1995)",Mystery
2111069,"Le confessionnal (1995)",Thriller
2111847,"Le dîner de cons (1998)",Comedy
2111847,"Le dîner de cons (1998)",Drama
2111960,"Le feu follet (1963)",Drama
2112240,"Le garçu (1995)",Drama
2112346,"Le grand bleu (1988)",Drama
2112346,"Le grand bleu (1988)",Sport
2112512,"Le huitième jour (1996)",Comedy
2112512,"Le huitième jour (1996)",Drama
2112515,"Le hussard sur le toit (1995)",Adventure
2112515,"Le hussard sur le toit (1995)",Drama
2112515,"Le hussard sur le toit (1995)",Romance
2112515,"Le hussard sur le toit (1995)",War
2113512,"Le mépris (1963)",Drama
2113531,"Le nain rouge (1998)",Comedy
2113531,"Le nain rouge (1998)",Drama
2113595,"Le notti di Cabiria (1957)",Drama
2114355,"Le procès (1962)",Crime
2114355,"Le procès (1962)",Drama
2114355,"Le procès (1962)",Fantasy
2114355,"Le procès (1962)",Mystery
2114355,"Le procès (1962)",Thriller
2114635,"Le retour de Martin Guerre (1982)",Biography
2114635,"Le retour de Martin Guerre (1982)",Crime
2114635,"Le retour de Martin Guerre (1982)",Drama
2114635,"Le retour de Martin Guerre (1982)",History
2114635,"Le retour de Martin Guerre (1982)",Mystery
2114635,"Le retour de Martin Guerre (1982)",Romance
2115171,"Le septième ciel (1997)",Drama
2115628,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust (1999)",Drama
2115628,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust (1999)",Romance
2115628,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust (1999)",War
2116072,"Le violon rouge (1998)",Drama
2116072,"Le violon rouge (1998)",Music
2116072,"Le violon rouge (1998)",Mystery
2116072,"Le violon rouge (1998)",Romance
2116658,"Leather Jacket Love Story (1997)",Drama
2116658,"Leather Jacket Love Story (1997)",Romance
2116708,"Leatherface: Texas Chainsaw Massacre III (1990)",Horror
2116708,"Leatherface: Texas Chainsaw Massacre III (1990)",Thriller
2116736,"Leave It to Beaver (1997)",Comedy
2116736,"Leave It to Beaver (1997)",Family
2116855,"Leaving Las Vegas (1995)",Drama
2116855,"Leaving Las Vegas (1995)",Romance
2117546,"Legal Deceit (1997)",Thriller
2117637,"Legend (1985)",Adventure
2117637,"Legend (1985)",Fantasy
2117637,"Legend (1985)",Romance
2117874,"Legends of the Fall (1994)",Drama
2117874,"Legends of the Fall (1994)",Romance
2117874,"Legends of the Fall (1994)",War
2117874,"Legends of the Fall (1994)",Western
2119117,"Les Boys (1997)",Comedy
2119117,"Les Boys (1997)",Drama
2119117,"Les Boys (1997)",Sport
2119264,"Les Misérables (1998)",Crime
2119264,"Les Misérables (1998)",Drama
2119264,"Les Misérables (1998)",History
2119264,"Les Misérables (1998)",Romance
2119409,"Les amants criminels (1999)",Crime
2119409,"Les amants criminels (1999)",Drama
2119409,"Les amants criminels (1999)",Thriller
2119425,"Les amants du Pont-Neuf (1991)",Drama
2119425,"Les amants du Pont-Neuf (1991)",Romance
2120136,"Les convoyeurs attendent (1999)",Comedy
2120136,"Les convoyeurs attendent (1999)",Drama
2120569,"Les enfants du paradis (1945)",Drama
2120569,"Les enfants du paradis (1945)",Romance
2121501,"Les maîtres du temps (1982)",Animation
2121501,"Les maîtres du temps (1982)",Drama
2121501,"Les maîtres du temps (1982)",Mystery
2121501,"Les maîtres du temps (1982)",Sci-Fi
2121565,"Les misérables (1995)",Drama
2121565,"Les misérables (1995)",History
2121785,"Les nuits fauves (1992)",Biography
2121785,"Les nuits fauves (1992)",Drama
2121889,"Les parapluies de Cherbourg (1964)",Drama
2121889,"Les parapluies de Cherbourg (1964)",Musical
2121889,"Les parapluies de Cherbourg (1964)",Romance
2122177,"Les quatre cents coups (1959)",Crime
2122177,"Les quatre cents coups (1959)",Drama
2122231,"Les rendez-vous de Paris (1995)",Comedy
2122231,"Les rendez-vous de Paris (1995)",Romance
2122271,"Les roseaux sauvages (1994)",Drama
2122764,"Les visiteurs (1993)",Comedy
2122764,"Les visiteurs (1993)",Fantasy
2122764,"Les visiteurs (1993)",Sci-Fi
2122788,"Les voleurs (1996)",Crime
2122788,"Les voleurs (1996)",Drama
2122788,"Les voleurs (1996)",Romance
2123712,"Let It Come Down: The Life of Paul Bowles (1998)",Biography
2123712,"Let It Come Down: The Life of Paul Bowles (1998)",Documentary
2124042,"Let's Get Harry (1986)",Action
2124042,"Let's Get Harry (1986)",Adventure
2124260,"Let's Talk About Sex (1998)",Drama
2124355,"Lethal Weapon (1987)",Action
2124355,"Lethal Weapon (1987)",Thriller
2124357,"Lethal Weapon 2 (1989)",Action
2124357,"Lethal Weapon 2 (1989)",Thriller
2124358,"Lethal Weapon 3 (1992)",Action
2124358,"Lethal Weapon 3 (1992)",Crime
2124358,"Lethal Weapon 3 (1992)",Thriller
2124359,"Lethal Weapon 4 (1998)",Action
2124359,"Lethal Weapon 4 (1998)",Crime
2124359,"Lethal Weapon 4 (1998)",Thriller
2125443,"Liar Liar (1997)",Comedy
2125639,"Liberty Heights (1999)",Drama
2125639,"Liberty Heights (1999)",Music
2125639,"Liberty Heights (1999)",Romance
2125784,"Licence to Kill (1989)",Action
2125784,"Licence to Kill (1989)",Adventure
2125784,"Licence to Kill (1989)",Crime
2125784,"Licence to Kill (1989)",Thriller
2126243,"Liebelei (1933)",Drama
2126243,"Liebelei (1933)",Romance
2126595,"Life (1920)",Drama
2126772,"Life During Wartime (1997)",Comedy
2127239,"Life of Brian (1979)",Comedy
2127402,"Life with Mikey (1993)",Comedy
2127402,"Life with Mikey (1993)",Family
2127563,"Lifeboat (1944)",Thriller
2127563,"Lifeboat (1944)",War
2127575,"Lifeforce (1985)",Horror
2127575,"Lifeforce (1985)",Sci-Fi
2127575,"Lifeforce (1985)",Thriller
2127843,"Light It Up (1999)",Drama
2127926,"Light of Day (1987)",Drama
2127926,"Light of Day (1987)",Music
2128046,"Lightning Jack (1994)",Comedy
2128046,"Lightning Jack (1994)",Western
2128569,"Lilian's Story (1996)",Drama
2128890,"Limbo (1999)",Adventure
2128890,"Limbo (1999)",Drama
2128890,"Limbo (1999)",Thriller
2128957,"Limelight (1952)",Drama
2128957,"Limelight (1952)",Music
2130340,"Little Big League (1994)",Comedy
2130340,"Little Big League (1994)",Family
2130340,"Little Big League (1994)",Sport
2130342,"Little Big Man (1970)",History
2130342,"Little Big Man (1970)",Western
2130419,"Little Boy Blue (1997)",Drama
2130468,"Little Buddha (1993)",Drama
2130504,"Little City (1997)",Comedy
2130504,"Little City (1997)",Romance
2130832,"Little Lord Fauntleroy (1936)",Drama
2130832,"Little Lord Fauntleroy (1936)",Family
2130889,"Little Men (1998)",Drama
2131017,"Little Nemo: Adventures in Slumberland (1989)",Adventure
2131017,"Little Nemo: Adventures in Slumberland (1989)",Animation
2131017,"Little Nemo: Adventures in Slumberland (1989)",Drama
2131017,"Little Nemo: Adventures in Slumberland (1989)",Family
2131017,"Little Nemo: Adventures in Slumberland (1989)",Fantasy
2131031,"Little Odessa (1994)",Crime
2131031,"Little Odessa (1994)",Drama
2131225,"Little Shop of Horrors (1986)",Comedy
2131225,"Little Shop of Horrors (1986)",Musical
2131334,"Little Voice (1998)",Comedy
2131334,"Little Voice (1998)",Drama
2131334,"Little Voice (1998)",Music
2131334,"Little Voice (1998)",Romance
2131430,"Little Women (1994)",Drama
2131430,"Little Women (1994)",Romance
2131675,"Live Nude Girls (1995)",Comedy
2131729,"Live and Let Die (1973)",Action
2131729,"Live and Let Die (1973)",Crime
2131729,"Live and Let Die (1973)",Thriller
2132235,"Living Out Loud (1998)",Comedy
2132235,"Living Out Loud (1998)",Drama
2132235,"Living Out Loud (1998)",Romance
2132367,"Living in Oblivion (1995)",Comedy
2132367,"Living in Oblivion (1995)",Drama
2133245,"Loaded (1994)",Drama
2133245,"Loaded (1994)",Mystery
2133245,"Loaded (1994)",Thriller
2133276,"Loaded Weapon 1 (1993)",Action
2133276,"Loaded Weapon 1 (1993)",Comedy
2133276,"Loaded Weapon 1 (1993)",Crime
2133416,"Local Hero (1983)",Comedy
2133416,"Local Hero (1983)",Drama
2133500,"Lock, Stock and Two Smoking Barrels (1998)",Crime
2133500,"Lock, Stock and Two Smoking Barrels (1998)",Thriller
2133798,"Logan's Run (1976)",Action
2133798,"Logan's Run (1976)",Sci-Fi
2134027,"Lola rennt (1998)",Action
2134027,"Lola rennt (1998)",Sci-Fi
2134027,"Lola rennt (1998)",Thriller
2134055,"Lolita (1962)",Drama
2134055,"Lolita (1962)",Romance
2134058,"Lolita (1997)",Drama
2134058,"Lolita (1997)",Romance
2134388,"Lone Star (1996)",Drama
2134388,"Lone Star (1996)",Mystery
2134388,"Lone Star (1996)",Romance
2134453,"Lonely Are the Brave (1962)",Drama
2134453,"Lonely Are the Brave (1962)",Western
2134924,"Long xiong hu di (1986)",Action
2134924,"Long xiong hu di (1986)",Adventure
2134924,"Long xiong hu di (1986)",Comedy
2135675,"Looking for Richard (1996)",Documentary
2135675,"Looking for Richard (1996)",Drama
2136104,"Lord of Illusions (1995)",Horror
2136104,"Lord of Illusions (1995)",Mystery
2136104,"Lord of Illusions (1995)",Thriller
2136125,"Lord of the Flies (1963)",Adventure
2136125,"Lord of the Flies (1963)",Drama
2136125,"Lord of the Flies (1963)",Thriller
2136535,"Los amantes del Círculo Polar (1998)",Drama
2136535,"Los amantes del Círculo Polar (1998)",Mystery
2136535,"Los amantes del Círculo Polar (1998)",Romance
2137901,"Loser (1991)",Comedy
2137905,"Loser (2000)",Comedy
2137905,"Loser (2000)",Romance
2137970,"Losing Isaiah (1995)",Drama
2138073,"Lost & Found (1995)",Drama
2138073,"Lost & Found (1995)",Short
2138292,"Lost Highway (1997)",Drama
2138292,"Lost Highway (1997)",Mystery
2138292,"Lost Highway (1997)",Thriller
2138299,"Lost Horizon (1937)",Adventure
2138299,"Lost Horizon (1937)",Drama
2138299,"Lost Horizon (1937)",Fantasy
2138299,"Lost Horizon (1937)",Mystery
2138727,"Lost in Space (1998)",Action
2138727,"Lost in Space (1998)",Adventure
2138727,"Lost in Space (1998)",Sci-Fi
2138727,"Lost in Space (1998)",Thriller
2139026,"Lotto Land (1995)",Drama
2139396,"Love & Basketball (2000)",Drama
2139396,"Love & Basketball (2000)",Romance
2139396,"Love & Basketball (2000)",Sport
2139407,"Love & Human Remains (1993)",Comedy
2139407,"Love & Human Remains (1993)",Drama
2139438,"Love & Sex (2000)",Comedy
2139438,"Love & Sex (2000)",Drama
2139438,"Love & Sex (2000)",Romance
2139545,"Love Affair (1994)",Comedy
2139545,"Love Affair (1994)",Drama
2139545,"Love Affair (1994)",Romance
2139928,"Love Is All There Is (1996)",Comedy
2139928,"Love Is All There Is (1996)",Romance
2140029,"Love Is a Many-Splendored Thing (1955)",Biography
2140029,"Love Is a Many-Splendored Thing (1955)",Drama
2140029,"Love Is a Many-Splendored Thing (1955)",Romance
2140029,"Love Is a Many-Splendored Thing (1955)",War
2140049,"Love Is the Devil: Study for a Portrait of Francis Bacon (1998)",Biography
2140049,"Love Is the Devil: Study for a Portrait of Francis Bacon (1998)",Drama
2140074,"Love Jones (1997)",Drama
2140074,"Love Jones (1997)",Romance
2140461,"Love Serenade (1996)",Comedy
2140461,"Love Serenade (1996)",Crime
2140461,"Love Serenade (1996)",Drama
2140461,"Love Serenade (1996)",Romance
2140530,"Love Stinks (1999)",Comedy
2140712,"Love Walked In (1997)",Drama
2140712,"Love Walked In (1997)",Thriller
2140806,"Love and Death (1975)",Comedy
2140806,"Love and Death (1975)",War
2140811,"Love and Death on Long Island (1997)",Comedy
2140811,"Love and Death on Long Island (1997)",Drama
2140922,"Love and Other Catastrophes (1996)",Comedy
2140922,"Love and Other Catastrophes (1996)",Romance
2140999,"Love and a .45 (1994)",Action
2140999,"Love and a .45 (1994)",Crime
2140999,"Love and a .45 (1994)",Thriller
2141139,"Love in Bloom (1935)",Comedy
2141139,"Love in Bloom (1935)",Romance
2141230,"Love in the Afternoon (1957)",Comedy
2141230,"Love in the Afternoon (1957)",Drama
2141230,"Love in the Afternoon (1957)",Romance
2141393,"Love! Valour! Compassion! (1997)",Comedy
2141393,"Love! Valour! Compassion! (1997)",Drama
2141393,"Love! Valour! Compassion! (1997)",Romance
2141461,"Love's Labour's Lost (2000)",Comedy
2141461,"Love's Labour's Lost (2000)",Musical
2141461,"Love's Labour's Lost (2000)",Romance
2141703,"Love, etc. (1996)",Comedy
2141703,"Love, etc. (1996)",Drama
2141703,"Love, etc. (1996)",Romance
2141961,"Lover's Knot (1996)",Comedy
2141961,"Lover's Knot (1996)",Romance
2142487,"Lucas (1986)",Comedy
2142487,"Lucas (1986)",Drama
2142487,"Lucas (1986)",Romance
2142714,"Lucie Aubrac (1997)",Biography
2142714,"Lucie Aubrac (1997)",Drama
2142714,"Lucie Aubrac (1997)",War
2143749,"Lulu on the Bridge (1998)",Drama
2143749,"Lulu on the Bridge (1998)",Music
2143749,"Lulu on the Bridge (1998)",Mystery
2143749,"Lulu on the Bridge (1998)",Romance
2144390,"Lured (1947)",Crime
2144390,"Lured (1947)",Film-Noir
2144390,"Lured (1947)",Mystery
2144390,"Lured (1947)",Thriller
2144547,"Lust och fägring stor (1995)",Drama
2144547,"Lust och fägring stor (1995)",Romance
2144547,"Lust och fägring stor (1995)",War
2145409,"Léon (1994)",Crime
2145409,"Léon (1994)",Drama
2145409,"Léon (1994)",Thriller
2145603,"M (1931)",Crime
2145603,"M (1931)",Film-Noir
2145603,"M (1931)",Thriller
2145699,"M. Butterfly (1993)",Drama
2145699,"M. Butterfly (1993)",Romance
2145942,"MASH (1970)",Comedy
2145942,"MASH (1970)",Drama
2145942,"MASH (1970)",War
2146907,"Ma saison préférée (1993)",Drama
2146945,"Ma vie en rose (1997)",Drama
2147404,"Macao (1952)",Adventure
2147404,"Macao (1952)",Film-Noir
2147519,"Macchie solari (1975)",Mystery
2147519,"Macchie solari (1975)",Thriller
2147811,"Mackenna's Gold (1969)",Romance
2147811,"Mackenna's Gold (1969)",Western
2147941,"Mad About Mambo (2000)",Comedy
2147941,"Mad About Mambo (2000)",Romance
2147962,"Mad City (1997)",Drama
2147962,"Mad City (1997)",Thriller
2147992,"Mad Dog Time (1996)",Comedy
2147992,"Mad Dog Time (1996)",Crime
2147992,"Mad Dog Time (1996)",Drama
2148026,"Mad Love (1995)",Drama
2148026,"Mad Love (1995)",Romance
2148037,"Mad Max (1979)",Action
2148037,"Mad Max (1979)",Adventure
2148037,"Mad Max (1979)",Thriller
2148039,"Mad Max 2 (1981)",Action
2148039,"Mad Max 2 (1981)",Adventure
2148039,"Mad Max 2 (1981)",Thriller
2148040,"Mad Max Beyond Thunderdome (1985)",Action
2148040,"Mad Max Beyond Thunderdome (1985)",Adventure
2148040,"Mad Max Beyond Thunderdome (1985)",Thriller
2148165,"Madagascar Skin (1995)",Comedy
2148165,"Madagascar Skin (1995)",Romance
2148281,"Madame Butterfly (1995)",Drama
2148281,"Madame Butterfly (1995)",Music
2148400,"Madame Sousatzka (1988)",Drama
2148400,"Madame Sousatzka (1988)",Music
2148608,"Made in America (1993)",Comedy
2148848,"Madeline (1998)",Comedy
2149158,"Madonna: Truth or Dare (1991)",Documentary
2149158,"Madonna: Truth or Dare (1991)",Music
2150211,"Magnolia (1999)",Drama
2150224,"Magnum Force (1973)",Action
2150224,"Magnum Force (1973)",Mystery
2150224,"Magnum Force (1973)",Thriller
2151493,"Major League: Back to the Minors (1998)",Comedy
2151493,"Major League: Back to the Minors (1998)",Sport
2151499,"Major Payne (1995)",Comedy
2151740,"Make Mine Music (1946)",Animation
2151740,"Make Mine Music (1946)",Family
2151740,"Make Mine Music (1946)",Music
2153014,"Malcolm X (1992)",Biography
2153014,"Malcolm X (1992)",Drama
2153014,"Malcolm X (1992)",History
2153110,"Male and Female (1919)",Adventure
2153110,"Male and Female (1919)",Drama
2153283,"Malice (1993)",Crime
2153283,"Malice (1993)",Mystery
2153283,"Malice (1993)",Thriller
2153421,"Malli (1998)",Drama
2153457,"Mallrats (1995)",Comedy
2153457,"Mallrats (1995)",Romance
2153998,"Mamma Roma (1962)",Drama
2154565,"Man of Her Dreams (1997)",Drama
2154565,"Man of Her Dreams (1997)",Thriller
2154596,"Man of the Century (1999)",Comedy
2154596,"Man of the Century (1999)",Romance
2154607,"Man of the House (1995)",Comedy
2154630,"Man of the Year (1995)",Comedy
2154663,"Man on the Moon (1999)",Biography
2154663,"Man on the Moon (1999)",Comedy
2154663,"Man on the Moon (1999)",Drama
2155643,"Manhattan (1979)",Comedy
2155643,"Manhattan (1979)",Drama
2155643,"Manhattan (1979)",Romance
2155689,"Manhattan Murder Mystery (1993)",Comedy
2155689,"Manhattan Murder Mystery (1993)",Drama
2155689,"Manhattan Murder Mystery (1993)",Mystery
2156231,"Manny & Lo (1996)",Comedy
2156231,"Manny & Lo (1996)",Drama
2156364,"Manon des sources (1986)",Drama
2156478,"Mansfield Park (1999)",Comedy
2156478,"Mansfield Park (1999)",Drama
2156478,"Mansfield Park (1999)",Romance
2157118,"Marathon Man (1976)",Thriller
2157273,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo (1997)",Biography
2157273,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo (1997)",Documentary
2157724,"Margaret's Museum (1995)",Drama
2158286,"Marie Baie des Anges (1997)",Drama
2158286,"Marie Baie des Anges (1997)",Romance
2159085,"Marked for Death (1990)",Action
2159085,"Marked for Death (1990)",Crime
2159085,"Marked for Death (1990)",Drama
2159085,"Marked for Death (1990)",Thriller
2159258,"Marnie (1964)",Drama
2159258,"Marnie (1964)",Mystery
2159258,"Marnie (1964)",Romance
2159258,"Marnie (1964)",Thriller
2159513,"Married to the Mob (1988)",Comedy
2159513,"Married to the Mob (1988)",Crime
2159587,"Mars Attacks! (1996)",Comedy
2159587,"Mars Attacks! (1996)",Sci-Fi
2160048,"Marty (1955)",Drama
2160048,"Marty (1955)",Romance
2160308,"Marvin's Room (1996)",Drama
2160428,"Mary Poppins (1964)",Comedy
2160428,"Mary Poppins (1964)",Family
2160428,"Mary Poppins (1964)",Fantasy
2160428,"Mary Poppins (1964)",Musical
2160436,"Mary Reilly (1996)",Drama
2160436,"Mary Reilly (1996)",Horror
2160436,"Mary Reilly (1996)",Romance
2160436,"Mary Reilly (1996)",Thriller
2160769,"Mascara (1999)",Drama
2161122,"Mass Appeal (1984)",Drama
2161615,"Mat i syn (1997)",Drama
2162013,"Matewan (1987)",Drama
2162013,"Matewan (1987)",History
2162109,"Matilda (1996)",Comedy
2162109,"Matilda (1996)",Fantasy
2162762,"Maurice (1987)",Drama
2162762,"Maurice (1987)",Romance
2162869,"Maverick (1994)",Action
2162869,"Maverick (1994)",Adventure
2162869,"Maverick (1994)",Comedy
2162869,"Maverick (1994)",Thriller
2162869,"Maverick (1994)",Western
2162994,"Max Dugan Returns (1983)",Comedy
2162994,"Max Dugan Returns (1983)",Drama
2163340,"Maximum Overdrive (1986)",Action
2163340,"Maximum Overdrive (1986)",Horror
2163340,"Maximum Overdrive (1986)",Sci-Fi
2163370,"Maximum Risk (1996)",Action
2163370,"Maximum Risk (1996)",Adventure
2163370,"Maximum Risk (1996)",Crime
2163370,"Maximum Risk (1996)",Thriller
2163581,"Maya Lin: A Strong Clear Vision (1994)",Biography
2163581,"Maya Lin: A Strong Clear Vision (1994)",Documentary
2164115,"McCabe & Mrs. Miller (1971)",Drama
2164115,"McCabe & Mrs. Miller (1971)",Western
2164174,"McHale's Navy (1997)",Action
2164174,"McHale's Navy (1997)",Comedy
2164328,"Me Myself I (1999)",Comedy
2164328,"Me Myself I (1999)",Romance
2164624,"Me, Myself & Irene (2000)",Comedy
2164939,"Meatballs (1979)",Comedy
2164942,"Meatballs 4 (1992)",Comedy
2164943,"Meatballs III: Summer Job (1986)",Comedy
2164943,"Meatballs III: Summer Job (1986)",Fantasy
2164943,"Meatballs III: Summer Job (1986)",Romance
2164944,"Meatballs Part II (1984)",Comedy
2165318,"Medicine Man (1992)",Adventure
2165318,"Medicine Man (1992)",Drama
2165318,"Medicine Man (1992)",Romance
2165411,"Mediterraneo (1991)",Comedy
2165411,"Mediterraneo (1991)",Drama
2165411,"Mediterraneo (1991)",War
2165624,"Meet Joe Black (1998)",Drama
2165624,"Meet Joe Black (1998)",Fantasy
2165624,"Meet Joe Black (1998)",Mystery
2165624,"Meet Joe Black (1998)",Romance
2165627,"Meet John Doe (1941)",Comedy
2165627,"Meet John Doe (1941)",Drama
2165627,"Meet John Doe (1941)",Romance
2165666,"Meet Me in St. Louis (1944)",Family
2165666,"Meet Me in St. Louis (1944)",Musical
2165666,"Meet Me in St. Louis (1944)",Romance
2165721,"Meet Wally Sparks (1997)",Comedy
2165765,"Meet the Deedles (1998)",Comedy
2165765,"Meet the Deedles (1998)",Family
2165832,"Meet the Parents (2000)",Comedy
2165832,"Meet the Parents (2000)",Romance
2166642,"Mein liebster Feind - Klaus Kinski (1999)",Biography
2166642,"Mein liebster Feind - Klaus Kinski (1999)",Documentary
2167372,"Melody Time (1948)",Animation
2167372,"Melody Time (1948)",Family
2167372,"Melody Time (1948)",Music
2167489,"Melvin and Howard (1980)",Comedy
2167489,"Melvin and Howard (1980)",Drama
2168103,"Men Cry Bullets (1998)",Comedy
2168103,"Men Cry Bullets (1998)",Drama
2168109,"Men Don't Leave (1990)",Drama
2168207,"Men in Black (1997)",Comedy
2168207,"Men in Black (1997)",Sci-Fi
2168282,"Men of Means (1999)",Action
2168282,"Men of Means (1999)",Drama
2168361,"Men with Guns (1997/II)",Drama
2168402,"Menace II Society (1993)",Crime
2168402,"Menace II Society (1993)",Drama
2168965,"Mephisto (1981)",Drama
