movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
2159513,10000000,21486757,,1988 Orion Pictures Corporation,USD
2159587,70000000,37754208,"1,951,569 (France) (22 April 1997) | 1,664,028 (France) (25 March 1997) | 216,767 (France) (4 March 1997) (opening week) | 30,156 (France) (26 February 1997) | 719,593 (France) (opening week) | 666,513 (Germany) (24 March 1997) | 576,747 (Germany) (18 March 1997) | 417,147 (Germany) (11 March 1997) | 205,026 (Germany) (opening week) | 55,582 (Netherlands) (31 December 1998) | 55,500 (Netherlands) (1 January 1998) | 101,515 (Portugal) (3 April 1997) | 90,624 (Portugal) (27 March 1997) | 67,789 (Portugal) (20 March 1997) | 44,084 (Portugal) (13 March 1997) | 106,868 (Sweden)",,USD
2160308,23000000,12782508,"7,005 (Germany) (7 June 1998) (opening week) (re-release) | 471,357 (Germany) (14 July 1997) | 427,796 (Germany) (7 July 1997) | 348,830 (Germany) (30 June 1997) | 256,297 (Germany) (23 June 1997) | 143,851 (Germany) (16 June 1997) | 56,873 (Germany) (opening week) | 32,841 (Netherlands) (31 December 1998) | 31,224 (Netherlands) (1 January 1998) | 11,609 (Portugal) (31 July 1997) | 6,551 (Portugal) (24 July 1997) (opening week)",1996 Miramax Film Corp. (on print),USD
2160428,6000000,9396754,"4,317,618 (France) (1965) | 630,000 (Sweden)",Â© Copyright MCMLXIV Walt Disney Productions (on print); Walt Disney Productions; 18 August 1964; LP28936 (in copyright registry),USD
2160436,47000000,5600000,"3,267 (Netherlands) (31 December 1997) | 3,000 (Netherlands) (1 January 1997) | 17,518 (Portugal) (4 July 1996)","Copyright Â© 1996 TriStar Pictures, Inc.",USD
2162013,4000000,1680358,,"Cinecom Entertainment Group, Inc.",USD
2162109,36000000,33084249,"179,770 (Netherlands) (31 December 1997) | 56,264 (Netherlands) (1 January 1997) | 41,080 (Portugal) (2 January 1997) | 19,455 (Portugal) (26 December 1996) | 198,820 (Spain)","Copyright Â© 1996 TriStar Pictures, Inc.",USD
2162762,2600000,3130592,,Maurice Productions Ltd.,USD
2163340,10000000,7188513,,"Â© 1986 Dino De Laurentiis Productions, Inc.",USD
2163370,25000000,14502483,"403,509 (France) (28 January 1997) | 188,500 (Germany) (26 January 1997) | 342,250 (Germany) (1997) | 115,486 (Portugal) (5 June 1997) | 104,814 (Portugal) (29 May 1997) | 88,820 (Portugal) (22 May 1997) | 42,323 (Portugal) (8 May 1997)",,USD
2164174,31190000,4529843,"965,744 (USA) (1997) | 2,355 (Spain)",,USD
2164624,51000000,90567722,"236,627 (Netherlands) (31 December 2000) | 1,288,046 (Spain) (10 August 2002) | 1,274,616 (Spain) (25 June 2001)",Copyright Â©2000 by Twentieth Century Fox Film Corporation All Rights Reserved. (on print),USD
2164939,1600000,77170,,,CAD
2165318,40000000,45500797,,Cinergi Productions Inc. and Cinergi Productions N.V.,USD
2165624,90000000,44606335,"1,293,754 (Germany) (7 February 1999) | 1,063,140 (Germany) (31 January 1999) | 768,928 (Germany) (24 January 1999) | 167,869 (Netherlands) (31 December 1999)",,USD
2165666,1707561,7566000,,Copyright MCMXLIV in U.S.A. by Loew's Incorporated (on print); Loew's Incorporated; 2 November 1944; LP12965 (in copyright registry),USD
2165765,24000000,4308981,,,USD
2165832,55000000,166244045,"1,845,892 (Italy) (31 December 2001) | 380,045 (Netherlands) (31 December 2001) | 219,607 (Netherlands) (31 December 2000) | 3,349,066 (Spain) (20 July 2003) | 3,342,321 (Spain) (31 August 2002) | 3,340,542 (Spain) (31 May 2002) | 3,239,642 (Spain) (30 June 2001) | 450,860 (Switzerland)",Universal Pictures and Dreamworks Pictures,USD
2168207,90000000,250147615,"5,799,742 (France) (31 March 1998) | 5,606,673 (France) (28 October 1997) | 5,283,643 (France) (30 September 1997) | 4,137,062 (France) (2 September 1997) | 320,852 (France) (12 August 1997) (opening week) | 71,502 (France) (6 August 1997) (opening day) | 91,963 (France) (6 August 1997) (opening day) | 1,731,371 (France) (opening week) | 7,233,849 (Germany) (17 November 1997) | 7,175,497 (Germany) (10 November 1997) | 7,094,750 (Germany) (3 November 1997) | 6,922,496 (Germany) (27 October 1997) | 6,682,388 (Germany) (20 October 1997) | 6,283,412 (Germany) (13 October 1997) | 5,734,550 (Germany) (5 October 1997) | 4,815,176 (Germany) (29 September 1997) | 3,714,731 (Germany) (22 September 1997) | 1,954,972 (Germany) (15 September 1997) (opening week) | 7,437,000 (Germany) | 730,510 (Netherlands) (31 December 1998) | 730,361 (Netherlands) (1 January 1998) | 309,775 (Portugal) (25 September 1997) | 306,177 (Portugal) (18 September 1997) | 300,234 (Portugal) (11 September 1997) | 290,723 (Portugal) (4 September 1997) | 273,383 (Portugal) (28 August 1997) | 249,971 (Portugal) (21 August 1997) | 220,079 (Portugal) (14 August 1997) | 176,957 (Portugal) (7 August 1997) | 105,668 (Portugal) (31 July 1997) (opening week)","Columbia Pictures Industries, Inc.",USD
2168361,2500000,742032,"1,806 (Netherlands) (31 December 1999)",,USD
2168402,3500000,27900000,,,USD
2169199,60000000,32940507,"393,860 (Brazil) (9 July 1998) | 215,557 (Brazil) (2 July 1998) (opening week) | 1,098,789 (Germany) (12 July 1998) | 1,012,142 (Germany) (5 July 1998) | 824,162 (Germany) (21 June 1998) | 713,512 (Germany) (15 June 1998) | 304,648 (Germany) (1 June 1998) (opening week) | 133,616 (Netherlands) (31 December 1998)","COPYRIGHT Â©1998 UNIVERSAL CITY STUDIOS, INC.",USD
2169865,80000000,52799004,"210,996 (Netherlands) (31 December 1999)",,USD
2170415,16000000,8400000,"54,256 (Sweden)",Â© Copyright MCMLXXIX Meteor Joint Venture All Rights Reserved,USD
2170555,55000000,31987563,"563,807 (France) (29 July 1997) | 297,659 (France) (opening week) | 943,441 (Germany) (16 June 1997) | 907,099 (Germany) (9 June 1997) | 842,525 (Germany) (2 June 1997) | 713,272 (Germany) (26 May 1997) | 550,377 (Germany) (20 May 1997) | 310,115 (Germany) (opening week) | 229,518 (Netherlands) (1 January 1998) | 149,300 (Portugal) (8 May 1997) | 138,765 (Portugal) (1 May 1997) | 116,279 (Portugal) (24 April 1997) | 90,573 (Portugal) (17 April 1997) | 61,343 (Portugal) (10 April 1997)",Caravan Pictures,USD
2170625,6000000,26435,,Â© Friedrich-Wilhelm-Murnau-Foundation (restoration),DEM
2170643,225000,2938208,,,USD
2171943,28000000,11085316,"18,408 (Netherlands) (31 December 1998) | 18,357 (Netherlands) (1 January 1998) | 157,245 (Portugal) (6 March 1997) | 149,362 (Portugal) (27 February 1997) | 134,153 (Portugal) (20 February 1997) | 79,351 (Portugal) (6 February 1997) | 46,964 (Portugal) (30 January 1997)",,USD
2172334,40000000,33864342,"177,834 (Germany) (7 November 1999) (opening week) | 136,746 (Netherlands) (31 December 2000) | 115,322 (Netherlands) (31 December 1999)",,USD
2172541,5000000,1573842,"3,089,435 (France) (25 March 1997) | 2,807,606 (France) (25 February 1997) | 2,552,734 (France) (28 January 1997) | 1,960,597 (France) (31 December 1996) | 853,498 (France) (3 December 1996) | 175,819 (Germany) (17 November 1996) | 40,151 (Germany) (3 November 1996) | 79,853 (Netherlands) (31 December 1998) | 77,537 (Netherlands) (1 January 1998) | 30,263 (Portugal) (19 June 1997) | 27,055 (Portugal) (22 May 1997) | 15,445 (Portugal) (8 May 1997) | 9,605 (Portugal) (1 May 1997) | 20,979 (Spain)",Â©GatatÃ©e Films - France 2 CinÃ©ma - Bac Films All Rights Reserved 1996 (on print),CHF
2172808,3600000,44785053,,Jerome Hellman Productions Inc.; 26 May 1969; LP37236 (in copyright registry),USD
2172829,2300000,35000000,"275,212 (Sweden)",,USD
2172947,30000000,38413606,"278,885 (Sweden)",,USD
2173027,30000000,25078937,"4,448 (Netherlands) (31 December 1998)",Â© 1997 Warner Bros. (on print),USD
2173331,15000000,6700000,"908,507 (France) (26 March 1996) | 42,151 (Netherlands) (31 December 1997) | 41,351 (Netherlands) (1 January 1997) | 29,021 (Portugal) (18 April 1996)","Copyright Â© 1995 Magnolia Productions, Inc., Sweetland Films B.V. (on print)",USD
2173344,90000000,50628009,"319,831 (Germany) (18 July 1999) | 220,955 (Germany) (11 July 1999)",,USD
2173361,15000000,37765144,,,USD
2174453,14000000,5080409,"141,518 (France) | 39,825 (Germany) | 610,805 (Spain) | 37,357 (Sweden)",Copyright Â© 1990 Twentieth Century Fox Film Corporation All Rights Reserved (on print),USD
2174775,25000000,25454187,"214,039 (Germany) (9 March 1998) | 114,981 (Germany) (1 March 1998) (opening week) | 32,461 (Netherlands) (1 January 1998)",(1997) Miramax Film Corp.,USD
2176789,20000000,61276872,"118,288 (Sweden)",Castle Rock Entertainment,USD
2177836,2550000,22812500,"536,076 (Spain) | 532,201 (West Germany)",Â© MCMLXXXIV Cannon Productions N.V. (on print),USD
2177839,2410000,10800000,"369,190 (Spain) | 298,565 (West Germany)",Â© MCMLXXXIV Cannon Productions N.V.,USD
2177959,90000000,60874615,"609,790 (Germany) | 102,732 (Netherlands) (31 December 2000)",Copyright Â©MM Touchstone Pictures All Rights Reserved (on print),USD
2177983,80000000,180981856,"3,904,805 (France) (3 December 1996) | 3,665,015 (France) (19 November 1996) | 1,713,919 (France) (29 October 1996) | 4,053,155 (France) | 632,968 (Netherlands) (31 December 1997) | 632,893 (Netherlands) (1 January 1997) | 427,667 (Portugal) (10 October 1996) | 402,809 (Portugal) (3 October 1996) | 370,046 (Portugal) (26 September 1996) | 321,027 (Portugal) (19 September 1996) | 250,110 (Portugal) (12 September 1996) | 148,930 (Portugal) (5 September 1996) | 3,141,962 (Spain)",,USD
2177992,125000000,215409889,"271,449 (Denmark) | 790,442 (Netherlands) (31 December 2000) | 428,620 (Norway) (5 October 2000) | 3,367,499 (Spain) (10 August 2002) | 3,325,844 (Spain) (25 June 2001)",MFP Munich Film Partners GmbH & Co. MI 2 Productions KG,USD
2179017,15000000,6798240,,,USD
2179406,10000000,16153600,,,USD
2179939,1500000,163245,,Charles Chaplin; 5 February 1936; LP6124 (in copyright registry),USD
2180698,21000000,15593,,,USD
2181096,5000000,17988509,,Copyright 1981 Paramount Pictures Corporation,USD
2181898,25000000,41067398,"48,668 (Germany) (19 July 1998) (opening weekend) | 18,453 (Netherlands) (31 December 1998)",,USD
2181907,60000000,35324232,"318,199 (France) (30 January 1996) | 82,251 (Netherlands) (1 January 1997)","Â© 1995 Columbia Pictures Industries, Inc. All Rights Reserved (on print)",USD
2182213,7000000,5344577,,Â© 1988 Orion Pictures Corporation. (on print),USD
2182361,2400000000,2298191,"467,344 (USA) (31 December 1999) | 500,380 (France) (22 January 2002) | 479,270 (France) (31 December 2000) | 335,276 (France) (22 February 2000) | 258,082 (France) (8 February 2000) | 214,792 (France) (1 February 2000) | 152,996 (France) (25 January 2000) | 82,240 (France) (18 January 2000) | 26,989 (Italy) (31 December 2000) | 13,530,000 (Japan) | 1,998 (Netherlands) (31 December 2001) | 1,416 (Netherlands) (31 December 2000) | 156,816 (Spain) (31 August 2002) | 156,647 (Spain) (31 December 2000)",,JPY
2182564,2000000,64636,,"Copyright MCMXLVII by The Chaplin Studio, Inc. (on print); Chaplin Studios, Inc.; 24 October 1947; LP1256 (in copyright registry)",USD
2183254,229575,1229197,"1,020,065 (Spain) (10 August 2002) | 72,656 (Sweden)",Copyright Â© 1974 National Film Trustee Company Limited. All rights reserved.,GBP
2183675,34000000,7108344,"24,900,000 (USA) | 649,898 (Sweden)",Danjaq S.A.,USD
2184999,18000000,70445672,"920,000 (France) (28 November 1995) | 616,108 (Spain) (31 December 1998)","Â© MCMXCV NEW LINE PRODUCTIONS, INC. (on print)",USD
2185015,30000000,35927406,"27,621 (Netherlands) (31 December 1998)",,USD
2185038,8000000,19018321,"67,563 (Germany)","COPYRIGHT Â© 1991 COLUMBIA PICTURES INDUSTRIES, INC. (on print)",USD
2185767,6000000,392362,,"New Line Productions, Inc., 1996",USD
2186706,38000000,61834214,"1,855,633 (Germany) (1 June 1998) | 1,770,412 (Germany) (18 May 1998) | 1,694,001 (Germany) (4 May 1998) | 1,559,453 (Germany) (27 April 1998) | 625,637 (Germany) (6 April 1998) | 253,206 (Germany) (30 March 1998) | 210,651 (Netherlands) (31 December 1999) | 210,630 (Netherlands) (31 December 1998) | 126,517 (Switzerland)",,USD
2188028,30000000,21382456,"873,958 (Germany) (21 June 1998) | 846,666 (Germany) (15 June 1998) | 708,460 (Germany) (1 June 1998) | 561,283 (Germany) (25 May 1998) | 332,891 (Germany) (18 May 1998) | 167,679 (Germany) (11 May 1998) (opening week) | 86,467 (Netherlands) (31 December 1998)","Copyright Â© MCMXCVII Disney Enterprises, Inc. All Rights Reserved. (on print)",USD
2188440,13000000,3125424,,"Warner Bros., Inc.",USD
2188708,7000000,2144667,,,USD
2188768,25000000,10070000,,,USD
2188978,8000000,22551000,"206,837 (Sweden)",,USD
2189533,700000,7179298,"985,376 (Argentina) | 603,934 (France) | 3,343,880 (Spain) | 90,057 (Sweden) | 257,287 (West Germany) (1989)",Â© 1988 El Deso S.A.,USD
2189721,70000000,120618403,"459,009 (Brazil) (9 July 1998) (opening week) (211 screens) | 4,119,353 (Germany) (7 February 1999) | 4,053,825 (Germany) (31 January 1999) | 3,981,781 (Germany) (24 January 1999) | 3,727,084 (Germany) (10 January 1999) | 3,436,576 (Germany) (3 January 1999) | 2,638,720 (Germany) (20 December 1998) | 2,211,871 (Germany) (13 December 1998) | 1,455,157 (Germany) (6 December 1998) | 535,816 (Germany) (22 November 1998) (opening week) | 539,999 (Netherlands) (31 December 1999) | 324,069 (Netherlands) (31 December 1998) | 820,000 (Sweden) (17 November 1999) | 479,068 (Sweden) (31 December 1998) | 127,308 (Sweden) (15 November 1998)","Disney Enterprises, Inc.",USD
2189969,45000000,20101861,"293,249 (France) (1 October 1996) | 96,393 (Germany) (3 November 1996) | 13,847 (Netherlands) (31 December 1997) | 13,827 (Netherlands) (1 January 1997) | 41,971 (Portugal) (21 November 1996) | 34,362 (Portugal) (14 November 1996) | 23,650 (Portugal) (7 November 1996) | 453,642 (Spain)",,USD
2190062,28000000,4554569,,Copyright Â© MCMXCIX Touchstone Pictures All Rights Reserved. (on print),USD
2190371,24000000,16290976,,,USD
2190900,3000000,15185594,"819,352 (Argentina) | 275,424 (France) (29 November 1994) | 100,477 (Sweden)",,USD
2190982,13000000,940325,,"Columbia Pictures Industries, Inc.",USD
2191428,27000000,14849583,"9,913 (Netherlands) (31 December 2001) | 9,795 (Netherlands) (31 December 2000)",,USD
2191929,2000000,1204430,"350,820 (Argentina)",,USD
2192642,46000000,126805112,"1,615,886 (France) (28 October 1997) | 558,871 (France) (opening week) | 3,582,468 (Germany) (29 March 1998) | 3,580,692 (Germany) (22 March 1998) | 3,571,408 (Germany) (8 March 1998) | 3,546,548 (Germany) (22 February 1998) | 3,488,116 (Germany) (8 February 1998) | 3,424,851 (Germany) (2 February 1998) | 3,326,996 (Germany) (26 January 1998) | 3,161,494 (Germany) (19 January 1998) | 2,933,364 (Germany) (12 January 1998) | 2,593,972 (Germany) (5 January 1998) | 2,064,587 (Germany) (29 December 1997) | 1,517,457 (Germany) (22 December 1997) | 1,029,711 (Germany) (15 December 1997) | 423,710 (Germany) (8 December 1997) (opening week) | 453,254 (Netherlands) (31 December 1998) | 439,325 (Netherlands) (1 January 1998) | 165,245 (Portugal) (30 October 1997) | 108,825 (Portugal) (23 October 1997) | 66,155 (Portugal) (16 October 1997) (opening week) | 2,412,161 (Spain)","TriStar Pictures, Inc., 1997",USD
2192654,483103,1027757,,Copyright MCMXXVII by The Pickford Corporation (on print); The Pickford Corporation; 22 December 1927; LP24780 (in copyright registry),USD
2192973,11000000,52929168,,Twentieth Century Fox Film Corporation,USD
2193169,5000000,34099640,,,USD
2193264,17000000,72000000,"811,000 (Sweden)",Warner Bros. Pictures Inc.; 23 April 1964; LP33509 (in copyright registry),USD
2193276,5500000,11079373,,,USD
2193388,60000000,36830057,"384,233 (Germany) (27 June 1999) | 315,323 (Germany) (13 June 1999) | 268,920 (Germany) (6 June 1999) | 178,026 (Germany) (30 May 1999)",,USD
2193422,21500000,22294341,,,USD
2194143,600000,14743391,"36,197 (Sweden)",Ferndale Films Limited/Granada Television International Limited,GBP
2194791,2500000,6258980,,New Line Cinema,USD
2196039,65000000,29655590,,Copyright Â©1999 Universal Studios. All Rights Reserved. (on print),USD
2196068,2800000,1541518,,,USD
2196132,28000000,8888143,,Copyright Â©MCMXCVIX Hollywood Pictures Company All Rights Reserved (on print),USD
2199194,12000000,5669831,,,USD
2199218,1000000,446934,,,USD
2199969,30000000,51109400,"261,063 (Finland) | 3,263,924 (Germany) (31 December 1994) | 260,613 (Sweden)",,USD
2201727,2200000,9984123,,"Copyright Â©MCMLXXV American Broadcasting Company, Inc.",USD
2202537,2000000,1293918,,,USD
2202732,34000000,50282766,"659,016 (Germany) (31 December 1994) | 119,525 (Sweden)",,USD
2202880,700000,10508,,,USD
2204067,5000000,3369307,,,USD
2206242,3800000,23689877,"84,026 (Hungary)","Â© Renewed 2004 by Turner Entertainment Company, a Time Warner Company & Metro-Goldwyn-Mayer Studios, Inc.",USD
2206516,25000000,55469238,"35,779 (Netherlands) (31 December 1999) | 393,656 (Spain) (30 June 2001)",,USD
2206740,6400000,6849998,"14,356 (Netherlands) (31 December 1997) | 14,192 (Netherlands) (1 January 1997) | 3,906 (Portugal) (20 June 1996)",,USD
2207203,5000000,3565508,,,USD
2207291,8000000,17400601,,,USD
2207954,15000000,2819485,,,USD
2208048,9500000,57176582,,,USD
2208084,1000000,3386698,"2,523 (Netherlands) (31 December 1999)",,USD
2210137,3000000,14418922,,"Â© 1984 Atlantic 9000, Inc.",USD
2210139,5000000,591366,,,USD
2210196,114000,12000000,,Public domain (16mm print),USD
2210356,5000000,2525360,"401,148 (France) (1981) | 401,148 (France) | 611,451 (Spain) | 386,139 (West Germany) (1981)","COPYRIGHT Â©MCMLXXXI by UNIVERSAL CITY STUDIOS, INC.",USD
2210872,50000000,5017971,"3,787,845 (France)",,FRF
2211282,17000000,5317870,"1,579,860 (Germany) | 118,795 (Sweden)",1986 Producers Sales Organization,USD
2211751,1365000,1187000,,Copyright MCMXXXIX in U.S.A. by Loew's Incorporated (on print); Â© Loew's Incorporated; U.S. Copyright LP9158; 2 October 1939 (in copyright registry),USD
2212209,50000000,13560960,"150,640 (Germany) | 33,603 (Netherlands) (1 January 1997)",Copyright Â© 1995 Cinergi Pictures Entertainment Inc. and Cinergi Productions N.V. Inc. All Rights Reserved (on print),USD
2212660,20000000,15340000,"660,501 (Germany)",Allied Filmmakers N.V.,USD
2212954,6000000,143273,,,USD
2213866,15000000,35509515,"212,796 (Sweden)",1987 Orion Pictures Corporation,USD
2216145,40000000,7138449,,"Â©1994 Castle Rock Entertainment and Columbia Pictures Industries, Inc.",USD
2216316,3101000,13275000,,Â© MCMLIX by Loew's Incorporated (on print); Loew's Incorporated; 30 June 1959; LP13942 (in copyright registry),USD
2217530,40000000,8479793,,,USD
2217718,200000,9003,,1996 Curb Films,USD
2217782,2000000,8000000,,"Copyright MCMXLVI R K O Radio Pictures, Inc. All Rights Reserved (on print); RKO Radio Pictures, Inc.; 15 August 1946; LP557 (in copyright registry)",USD
2217888,42000000,116006080,"22,852,299 (USA) (31 December 1999) | 7,419,281 (UK) (31 December 1999) | 52,244 (France) (18 August 1999) (opening day) | 4,501,631 (France) | 5,407,003 (Germany) (31 December 2000) | 1,931,959 (Germany) (18 July 1999) | 1,289,306 (Germany) (11 July 1999) | 484,053 (Germany) (4 July 1999) (opening week) | 2,444,363 (Italy) (31 December 1999) | 1,068,921 (Netherlands) (31 December 2000) | 1,059,638 (Netherlands) (31 December 1999) | 3,372,619 (Spain) | 893,212 (Sweden) (30 December 1999) | 851,358 (Sweden) (28 October 1999) | 779,426 (Sweden) (30 September 1999) | 604,498 (Sweden) (26 August 1999) | 391,802 (Sweden) (29 July 1999) | 692,582 (Switzerland) (31 December 2000)",Â© Polygram Filmed Entertainment 1999,USD
2219779,24000000,25167270,"40,025 (Netherlands) (31 December 2001) | 34,500 (Netherlands) (31 December 2000)","IMF Internationale Medien und Film GmbH & Co. Produktions KG, 1999 (on print)",USD
2219992,65000000,123307945,"431,903 (Netherlands) (31 December 2000) | 623,231 (Spain) (10 August 2002) | 613,207 (Spain) (25 June 2001)",(2000) Universal Studios,USD
2226103,10000000,10824921,"32,727 (Germany) (13 June 1999) (opening week) | 4,767 (Netherlands) (31 December 1999) | 143,432 (Spain) (30 June 2001)",1999 Twentieth Century Fox Film Corporation (on print),USD
2228754,10000000,16800000,,Copyright Â© MCMLXXVIII by Warwick Film Productions Limited (on print); Warwick Film Productions Limited; 1 December 1968; LP36464 (in copyright registry),USD
2229656,7000000,22774493,"764,000 (Sweden)",ON HER MAJESTY'S SECRET SERVICE Copyright Â© 1969 Danjaq S.A.,USD
2230917,910000,9600000,,copyright MCMLIV Columbia Pictures Corporation (on print); Columbia Pictures Corporation; 29 July 1954; LP3901 (in copyright registry),USD
2231247,30000000,5321508,"14,972 (France) (2011) | 1,244,664 (France) (1984) | 77,300,000 (Soviet Union) (1990) | 106,418 (Sweden) | 2,319,953 (West Germany) (1984)",Â© 1983 Embassy International Pictures (on print),USD
2231855,20000000,5716080,"2,599 (Netherlands) (31 December 1998)",,USD
2231909,4400000,112000000,"1,119,769 (Denmark) | 199,306 (Spain) (1987) (reissue) | 3,677,050 (Spain) (1975) (release) | 1,005,303 (Sweden) (1976)",COPYRIGHT Â© 1975 BY N.V. ZWALUW. ALL RIGHTS RESERVED. (on print),USD
2232299,11350000,229311,,,USD
2232552,24000000,2618335,"184,981 (Germany) (13 October 1997) | 124,819 (Germany) (5 October 1997) | 55,524 (Germany) (29 September 1997) (opening week) | 27,258 (Netherlands) (31 December 1998)",,USD
2233001,30000000,23209440,,Universal City Studios LLLP,USD
2233552,14000000,206128,,,USD
2235600,50000,201000000,,,USD
2236433,6000000,54766923,,copyright Â© 1980 Paramount Pictures Corporation (on print),USD
2236640,1000000,582024,,,USD
2236888,4800000,3014000,,,USD
2237013,4000000,5289772,"66,787 (Sweden)",Â©1992 Adventure Pictures,USD
2237801,16000000,1508689,"4,916 (Germany) (28 June 1998) (opening week)","Twentieth Century Fox Film Corporation, Australia Film Finance Corporation Limited, New South Wales Film and Television Office and Dalton Films Pty. Limited, 1997 (on print)",AUD
2238483,11000000,2112951,,,USD
2239941,31000000,87100000,"2,746,855 (Argentina) | 4,108,723 (Germany) | 743,242 (Sweden)",Copyright Â© MCMLXXXV by Universal Pictures Limited (on print),USD
2240178,48000000,37339525,"961,332 (Germany) (25 October 1998) | 899,058 (Germany) (18 October 1998) | 790,654 (Germany) (12 October 1998) | 141,010 (Netherlands) (31 December 1999) | 137,434 (Netherlands) (31 December 1998) | 141,107 (Netherlands) | 589,954 (Spain) (10 August 2002)",,USD
2240566,50000000,67823573,"83,154 (Belgium) | 1,245,697 (France) (30 May 1995) | 205,000 (Israel) | 171,416 (Sweden)",,USD
2240936,7000000,7292175,"2,864 (Netherlands) (31 December 1999)",CopyrightÂ© 1999 OUTSIDE L.P. All Rights Reserved (on print),USD
2244271,6900000,41400000,"210,426 (Sweden) | 395,044 (West Germany) (1985)",Warner Bros. Inc.,USD
2246675,12000000,53267000,"3,852,000 (France) | 785,000 (Sweden) | 8,500,000 (West Germany)",Â© COPYRIGHT 1973 PAPILLON PARTNERSHIP ALL RIGHTS RESERVED,USD
2247366,16000000,1921471,"34,625 (Netherlands) (31 December 1998) | 25,467 (Netherlands) (1 January 1998) | 4,274 (Portugal) (9 October 1997) (opening week)","Twentieth Century Fox Film Corp., YTC Motion Picture Investments and Village Roadshow Productions Pty Ltd, 1997",USD
2247913,800000,7000000,,,USD
2248438,500000,3779620,,,USD
2248580,1162000,2164507,"123,231 (Sweden)",Road Movies Filmproduktion GmbH,GBP
2249442,150000,472370,,,USD
2250495,3330000,5414619,,,USD
2251093,50000000,135014968,"135,855 (Germany) (28 March 1999) (opening week) | 68,024 (Netherlands) (31 December 1999)",,USD
2251241,935000,899327,"464,841 (Spain) (31 December 2001)",Â© Copyright MCMLVII Harris-Kubrick Pictures Corporation (on print); Harris-Kubrick Pictures Corporation; 20 December 1957; LP10329 (in copyright registry),USD
2251547,42000000,83287363,,Paramount Pictures Corporation,USD
2251761,12000000,61700000,,Copyright 1969 Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corporation; 30 December 1969; LP38179 (in copyright registry),USD
2252075,23000000,27008669,"18,569 (Netherlands) (31 December 1999) | 18,544 (Netherlands) (31 December 1998) | 29,556 (Switzerland)",,USD
2253153,6000000,2279807,"1,447 (Netherlands) (31 December 2001) | 1,396 (Netherlands) (31 December 2000)",,USD
2253332,6000000,40940662,,Warner Bros. Inc.,USD
2253441,135000,83957,,Â© Copyright MCMLX Michael Powell (Theatre) Ltd,GBP
2253567,18000000,41382841,,"Tri-Star Pictures, Inc.",USD
2255035,600000,15000000,"5,520,971 (Spain)",Â©COPYRIGHT 1965 BY SERGIO LEONE AND FULVIO MORSELLA ALL RIGHTS RESERVED,USD
2255064,200000,3500000,"3,281,146 (Spain) | 629,527 (West Germany) (1980)",Â© COPYRIGHT MCMLXIV JOLLY FILM S.R.L.,USD
2255408,3000000,99389,,,JPY
2257031,11500000,57469179,"412,464 (Sweden)",copyright MCMLXXXIX Paramount Pictures Corp.,USD
2257033,8000000,17092453,,,USD
2257129,10000000,4100000,,Copyright MCMLXXVII Walt Disney Productions,USD
2257265,4000000,29445131,,Â©1952 Walt Disney Productions,USD
2257901,300000,11988469,"1,340,102 (Spain)","Â© Copyright MCMLXXVIII New Breed Productions, Inc. (on print)",USD
2257904,3000000,5667120,"109,144 (Spain)",,USD
2257905,2500000,487339,"167,266 (Spain)",,USD
2258248,32000000,104632573,"560,000 (France) (29 October 1996) | 363,666 (France) (1 October 1996) | 359,369 (Germany) (20 October 1996) | 133,367 (Netherlands) (31 December 1997) | 133,248 (Netherlands) (1 January 1997) | 138,634 (Portugal) (12 December 1996) | 129,129 (Portugal) (5 December 1996) | 112,374 (Portugal) (28 November 1996) | 86,565 (Portugal) (21 November 1996) | 52,503 (Portugal) (14 November 1996) | 986,838 (Spain)",Copyright Â©MCMXCVI Touchstone Pictures All Rights Reserved (on print),USD
2258328,26000000,77446440,"3,267,132 (Germany) (31 December 1994) | 173,064 (Sweden)",,USD
2258958,60000,3216970,"4,014 (Netherlands) (31 December 2001) | 3,850 (Netherlands) (31 December 2000)","Â© 1997 Protozoa Pictures, Inc.",USD
2259508,440000,84744,,"Picnic Productions Pty. Ltd., 1975",AUD
2259586,19000000,31058643,"270,311 (Germany) (5 July 1998) | 206,247 (Germany) (21 June 1998) | 156,430 (Germany) (15 June 1998) | 14,960 (Netherlands) (31 December 1998)",,USD
2261350,10000,180483,,,USD
2261598,2600000,18863559,,Walt Disney Productions; 3 January 1940; LP9415 (in copyright registry),USD
2261929,600000,1585673,"89,669 (Sweden)",COPYRIGHT Â© 1978 PIRANHA PRODUCTIONS,USD
2262428,200000,2000000,,,USD
2262464,23000000,39240659,"559 (Germany) (15 October 2000) | 4,009 (Germany) (8 October 2000) | 15,782 (Germany) (1 October 2000) | 30,111 (Germany) (24 September 2000) | 77,587 (Germany) (17 September 2000) | 142,721 (Germany) (10 September 2000) | 357,169 (Germany) (total) | 15,164 (Netherlands) (31 December 2001) | 15,129 (Netherlands) (31 December 2000)",Intrepid Pictures PTY. Limited,USD
2263331,5800000,32600000,,"Copyright Â© MCMLXVII APJAC Productions, Inc. and Twentieth Century-Fox Film Corporation",USD
2263670,6000000,137963328,"2,451,303 (Germany) (31 December 1987) | 561,681 (Sweden)",Â©1986 Hemdale Film Corporation (on print),USD
